dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_003,DCFS_003.basePlot.bgc,M,72,5.740722222222222,15.765152777777777,12.972805555555556,0.4069861111111111,0.7214166666666667,2021.1666666666667,2021.1666666666667,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_003,DCFS_003.basePlot.bgc,O,3,3.1533333333333333,8.156666666666666,5.87,0.9266666666666666,0.5433333333333333,2019,2019,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_004,DCFS_004.basePlot.bgc,M,72,5.782875,15.789513888888889,14.395055555555556,0.16616666666666666,0.8607361111111111,2021.2083333333333,2021.2083333333333,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_004,DCFS_004.basePlot.bgc,O,3,2.0233333333333334,7.023333333333333,5.713333333333333,0.3556666666666667,0.7383333333333333,2018,2018,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_006,DCFS_006.basePlot.bgc,M,68,5.775779411764706,15.773058823529412,13.051764705882354,0.38648529411764704,0.7278970588235294,2021.264705882353,2021.264705882353,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_006,DCFS_006.basePlot.bgc,O,7,4.182857142857143,9.191428571428572,7.337142857142857,0.5954285714285714,0.6297142857142858,2019.2857142857142,2019.2857142857142,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_007,DCFS_007.basePlot.bgc,M,61,5.806737704918032,15.786475409836065,13.260590163934426,0.3606229508196721,0.7466393442622951,2021.377049180328,2021.377049180328,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_007,DCFS_007.basePlot.bgc,O,11,4.679,9.675454545454546,7.918727272727273,0.5603636363636364,0.6489090909090909,2021.090909090909,2021.090909090909,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_008,DCFS_008.basePlot.bgc,M,68,5.791411764705883,15.72329411764706,13.173382352941177,0.3654264705882353,0.7434264705882353,2021.2794117647059,2021.2794117647059,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_008,DCFS_008.basePlot.bgc,O,7,4.192428571428572,9.140714285714285,7.313714285714286,0.6695714285714286,0.6344285714285715,2020.2857142857142,2020.2857142857142,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_009,DCFS_009.basePlot.bgc,M,74,5.673162162162162,15.678635135135135,13.989175675675675,0.20527027027027028,0.8311081081081081,2021.1216216216217,2021.1216216216217,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_009,DCFS_009.basePlot.bgc,O,1,2.32,7.32,5.9,0.397,0.716,2018,2018,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_062,DCFS_062.basePlot.bgc,M,65,5.779738461538462,15.820276923076923,13.226353846153847,0.36593846153846155,0.7421384615384615,2021.3692307692309,2021.3692307692309,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_062,DCFS_062.basePlot.bgc,O,12,4.831166666666666,9.789583333333333,7.704,0.8690833333333333,0.5779166666666666,2021.8333333333333,2021.8333333333333,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_063,DCFS_063.basePlot.bgc,M,54,5.765370370370371,15.753648148148148,12.689314814814814,0.503074074074074,0.693462962962963,2020.962962962963,2020.962962962963,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DCFS,sls_soilMoisture,2018-2024,DCFS,DCFS_063,DCFS_063.basePlot.bgc,O,20,5.2235000000000005,10.4939,8.1388,0.8523000000000001,0.5585,2020.85,2020.85,gram,gram,gram,gramsPerGram,NA,NA,NA
