dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,subplotID,individualID,sampleID,sampleCode,plantStatus,taxonID,scientificName,n_raw_records,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,clipCellNumber_mean_2018_2024,clipLength_mean_2018_2024,clipWidth_mean_2018_2024,percentCoverClip_mean_2018_2024,subsample1Height_mean_2018_2024,subsample2Height_mean_2018_2024,subsample3Height_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,clipCellNumber_mean_2018_2024_unit,clipLength_mean_2018_2024_unit,clipWidth_mean_2018_2024_unit,percentCoverClip_mean_2018_2024_unit,subsample1Height_mean_2018_2024_unit,subsample2Height_mean_2018_2024_unit,subsample3Height_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_005,STER_005.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwlJ4fACxPuIzuCGjIPmnO366XjUEAa7WIo=,A00000125374,OK,NA,NA,1,40.460659,-103.033324,20.1,1363.6,0.1,61,2,0.1,18,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_006,STER_006.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwkfKAitIJGEGNOnL2zaAOL3+27U+uZ9FpI=,A00000253063,OK,NA,NA,1,40.463935,-103.035332,20.1,1361.2,0.1,80,2,0.1,15,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_010,STER_010.basePlot.cfc,tower,31_400,NA,5NSA7+zQmwkDp5dauQTLtZtWy4k7+Hs7JxR6ZHwNLHg=,A00000253073,OK,NA,NA,1,40.460611,-103.030496,20.1,1363.1,0.1,177,2,0.1,25,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_011,STER_011.basePlot.cfc,tower,31_400,NA,5NSA7+zQmwldJrBHkMEqRrr2xaRm8FiX3Yl6rWbgR50=,A00000253071,OK,NA,NA,1,40.461168,-103.031538,20.1,1362.6,0.1,83,2,0.1,7,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_012,STER_012.basePlot.cfc,tower,31_400,NA,5NSA7+zQmwmq3PzMF3tvNj0MsQ1Y/+V2V1h+jAkivzU=,A00000253070,OK,NA,NA,1,40.460053,-103.029801,20.1,1363.7,0.1,50,2,0.1,10,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_016,STER_016.basePlot.cfc,tower,31_400,NA,5NSA7+zQmwlrndcufPJ7LHNUWiob8xN+cim3KUmEcwY=,A00000253072,OK,NA,NA,1,40.463856,-103.030754,20.1,1360.6,0.1,46,2,0.1,10,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_018,STER_018.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwnT0mEu3GquvmfRF1jh9x9K3WwJnTlZ+ec=,A00000253053,OK,NA,NA,1,40.465261,-103.0346,20.1,1362.6,0.1,164,2,0.1,8,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_026,STER_026.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwmzHMBVPlcrnqGAxAx/2F8XkAFBl6o9++I=,A00000253062,OK,NA,NA,1,40.474713,-103.0243,20.2,1360.8,0.25,159,2,0.1,15,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_027,STER_027.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwlQog/R+CrCTWG8MxfFbV3Ze3R+KQtH6Vs=,A00000253061,OK,NA,NA,1,40.480827,-103.018821,20.1,1368.4,0.25,58,2,0.1,10,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_028,STER_028.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwngghHiif86VxmV5NzhB/kXyzMf6DHxnvs=,A00000253060,OK,NA,NA,1,40.473273,-103.018333,20.2,1359.6,0.3,58,2,0.1,15,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_029,STER_029.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwnmHlDFEtR3Nv5EIC5S4E4RGNq/URMKqj8=,A00000253059,OK,NA,NA,1,40.468561,-103.011749,20.1,1353.3,0.25,92,2,0.1,70,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_031,STER_031.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwkZurTm+o8jt4UIg7lxaAeCYSmSouMMnVY=,A00000253058,OK,NA,NA,1,40.470725,-103.011685,20.1,1353.3,0.1,99,2,0.1,30,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_032,STER_032.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwmZb0Blc0RH0zm25QpnVNFzgPVfQ9yfoWQ=,A00000253057,OK,NA,NA,1,40.472029,-103.025102,20.1,1362.6,0.1,114,2,0.1,10,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,STER,cfc_fieldData,2022,STER,STER_033,STER_033.basePlot.cfc,distributed,31_400,NA,5NSA7+zQmwnsu5pQmxngFV2fBhx0nFzd5hY7txCuXlU=,A00000253500,OK,NA,NA,1,40.47639,-103.011866,20.1,1356.6,0.22,179,2,0.1,23,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
