uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,tissueDescriptor,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
34190085-e876-4ddb-a36e-b53fb76914d5,NOGP_065.basePlot.cfc,D09,NOGP,tower,nNZJgT36IlMa1Y/c7jtj8DN9+j0EALur9yjKAvft41w=,A00000237584,2020-06-16T15:19:00Z,nNZJgT36IlMa1Y/c7jtj8DN9+j0EALurkwa63qWxRUI=,NA,OK,NA,2020-06-18T19:20:00Z,0000-0002-6068-4956,0.656,2020-06-18T19:21:00Z,2020-06-29T21:41:00Z,0.279,0000-0001-7998-1566,32,3011,100,92.5,0.425,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
f895c410-3fb6-44b5-971b-48ecd0e39d9c,NOGP_062.basePlot.cfc,D09,NOGP,tower,nNZJgT36IlNqjFZ4k4RSkIOoEPgTjWwUGPZwt65QcTI=,A00000237582,2020-06-16T15:54:00Z,nNZJgT36IlNqjFZ4k4RSkIOoEPgTjWwUrVv1HHQSuqU=,NA,OK,NA,2020-06-18T18:29:00Z,0000-0002-6068-4956,0.632,2020-06-18T18:30:00Z,2020-06-29T21:41:00Z,0.314,0000-0001-7998-1566,31,4482,100,70.1,0.497,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
d7fc0343-cc20-4f5b-aa39-f79aac133070,NOGP_064.basePlot.cfc,D09,NOGP,tower,nNZJgT36IlNox5RpIyvfMoPdiliLILtZJC8/lzImb7I=,A00000237583,2020-06-16T16:36:00Z,nNZJgT36IlNox5RpIyvfMoPdiliLILtZhnS2njhf2Wg=,NA,OK,NA,2020-06-18T16:07:00Z,0000-0002-6068-4956,0.79,2020-06-18T16:10:00Z,2020-06-29T21:15:00Z,0.443,0000-0001-7998-1566,24,3646,100,121.4,0.561,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
79b197b6-c9d7-489e-bba9-2ace03e078bf,NOGP_006.basePlot.cfc,D09,NOGP,distributed,nNZJgT36IlPlJE7SF8Pfb0JV0R62oDxbrxfoXnB6GBQ=,A00000237577,2020-06-16T17:41:00Z,nNZJgT36IlPlJE7SF8Pfb0JV0R62oDxbbExOQqu04I8=,NA,OK,NA,2020-06-18T16:33:00Z,0000-0002-6068-4956,0.523,2020-06-18T16:34:00Z,2020-06-29T21:14:00Z,0.276,0000-0001-7998-1566,24,2604,100,106.1,0.529,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
7b7885a8-3db3-4a33-a0e6-057fb9ef56dd,NOGP_010.basePlot.cfc,D09,NOGP,distributed,nNZJgT36IlO0ORAOJdBS77zZjLYHfn16KmvzM1U6Ejk=,A00000237575,2020-06-16T18:36:00Z,nNZJgT36IlO0ORAOJdBS77zZjLYHfn1680YAwxw5+3A=,NA,OK,NA,2020-06-18T17:59:00Z,0000-0002-6068-4956,0.744,2020-06-18T17:59:00Z,2020-06-29T21:41:00Z,0.392,0000-0001-7998-1566,21,2382,100,164.4,0.526,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
cce6ea30-a71e-4e09-adcd-73ceba6305f2,NOGP_061.basePlot.cfc,D09,NOGP,tower,nNZJgT36IlPi60Vww056iN60BN4QbaPBtq93n3s72/I=,A00000237581,2020-06-16T19:14:00Z,nNZJgT36IlPi60Vww056iN60BN4QbaPBi+XJxeRxLgs=,NA,OK,NA,2020-06-18T17:13:00Z,0000-0002-6068-4956,0.66,2020-06-18T17:14:00Z,2020-06-29T21:55:00Z,0.287,0000-0001-7998-1566,29,2787,95,103.1,0.435,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
bc4b5924-ead1-4624-9ba3-c271c33c3a0a,NOGP_007.basePlot.cfc,D09,NOGP,distributed,nNZJgT36IlOTWW2riEOCkZzvIhLOk5it1qbdaXXpMw0=,A00000237572,2020-06-16T20:17:00Z,nNZJgT36IlOTWW2riEOCkZzvIhLOk5itHNWKNw8WxAQ=,NA,OK,NA,2020-06-18T20:10:00Z,0000-0002-6068-4956,1.703,2020-06-18T20:10:00Z,2020-06-29T21:25:00Z,0.71,0000-0001-7998-1566,24,10371,100,68.5,0.417,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
fc7a816b-6e8b-45b7-a677-ebf9dd095b3e,NOGP_012.basePlot.cfc,D09,NOGP,distributed,nNZJgT36IlMyJmDeDP42T/hYX2hir3WFxhJ7IIAZjJY=,A00000237580,2020-06-17T12:47:00Z,nNZJgT36IlMyJmDeDP42T/hYX2hir3WF2y7CyY5a3ao=,NA,OK,NA,2020-06-18T19:49:00Z,0000-0002-6068-4956,0.903,2020-06-18T19:49:00Z,2020-06-29T21:41:00Z,0.372,0000-0001-7998-1566,28,3024,100,123.1,0.412,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
a1f48cda-233e-4196-9d1b-caecdafae852,NOGP_005.basePlot.cfc,D09,NOGP,distributed,nNZJgT36IlN6uhHJ2wixNnM6fJIZ8OnAZA0bPCYjCPY=,A00000237573,2020-06-17T13:39:00Z,nNZJgT36IlN6uhHJ2wixNnM6fJIZ8OnAtIhWuqAQWlw=,NA,OK,NA,2020-06-18T21:01:00Z,0000-0002-6068-4956,1.653,2020-06-18T21:03:00Z,2020-06-29T21:25:00Z,0.665,0000-0001-7998-1566,17,7009,100,94.9,0.402,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
baf5302b-3c50-4900-a215-281f5357c215,NOGP_015.basePlot.cfc,D09,NOGP,distributed,nNZJgT36IlOePeyNJbFZW8xDEC5+y/xrEh4p0NInAdI=,A00000237567,2020-06-17T15:50:00Z,nNZJgT36IlOePeyNJbFZW8xDEC5+y/xrm9MJI4FyTyM=,NA,OK,NA,2020-06-18T21:20:00Z,0000-0002-6068-4956,0.749,2020-06-18T21:22:00Z,2020-06-29T21:25:00Z,0.336,0000-0001-7998-1566,26,3884,100,86.5,0.449,0000-0002-6068-4956,NA,NA,20260106T154524Z,RELEASE-2026,DP1.10026.001,NOGP,2020,cfc_LMA
