dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_001,UKFS_001.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_002,UKFS_002.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_003,UKFS_003.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_004,UKFS_004.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_005,UKFS_005.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_009,UKFS_009.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_031,UKFS_031.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_032,UKFS_032.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_043,UKFS_043.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,UKFS,sls_metagenomicsPooling,2018-2024,UKFS,UKFS_044,UKFS_044.basePlot.bgc,2,2020.5,2020.5,NA,NA
