dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_001,UKFS_001.basePlot.bgc,M,59,7.190677966101695,6.755593220338983,10.059322033898304,13.898305084745763,1.3898305084745763,10.05593220338983,21.694915254237287,2.1610169491525424,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_002,UKFS_002.basePlot.bgc,M,56,7.286428571428571,6.770535714285714,10.064285714285715,13.75,1.3732142857142857,10.060714285714285,21.071428571428573,2.0910714285714285,2020.9464285714287,2020.9464285714287,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_003,UKFS_003.basePlot.bgc,M,55,6.2727272727272725,5.381818181818182,10.076363636363636,14.545454545454543,1.4527272727272726,10.072727272727272,22.545454545454547,2.24,2020.8909090909092,2020.8909090909092,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_003,UKFS_003.basePlot.bgc,O,1,6.41,5.56,1.9,20,10.3,1.9,40,20.6,2024,2024,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_004,UKFS_004.basePlot.bgc,M,56,6.618392857142857,6.064464285714286,10.05,13.214285714285717,1.3214285714285716,10.05,20,1.9910714285714286,2020.9464285714287,2020.9464285714287,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_005,UKFS_005.basePlot.bgc,M,56,6.468214285714286,5.7803571428571425,10.055357142857142,13.214285714285717,1.3214285714285716,10.053571428571429,19.821428571428573,1.9732142857142858,2020.9464285714287,2020.9464285714287,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_009,UKFS_009.basePlot.bgc,M,59,6.375593220338983,5.522033898305085,10.035593220338983,14.06779661016949,1.4067796610169492,10.033898305084746,22.033898305084747,2.194915254237288,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_031,UKFS_031.basePlot.bgc,M,59,6.729661016949152,6.173220338983051,10.054237288135592,13.050847457627121,1.3050847457627115,10.054237288135592,20,1.9898305084745762,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_032,UKFS_032.basePlot.bgc,M,59,6.923389830508475,6.424237288135593,10.035593220338983,13.898305084745765,1.3881355932203392,10.040677966101695,21.694915254237287,2.1610169491525424,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_043,UKFS_043.basePlot.bgc,M,59,7.04135593220339,6.538135593220339,10.06271186440678,13.559322033898308,1.3542372881355933,10.072881355932203,21.016949152542374,2.0898305084745763,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UKFS,sls_soilpH,2018-2024,UKFS,UKFS_044,UKFS_044.basePlot.bgc,M,59,6.686271186440678,6.142033898305085,10.052542372881357,13.559322033898308,1.3542372881355933,10.05593220338983,21.016949152542374,2.0898305084745763,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
