dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_001,KONA_001.basePlot.bgc,M,75,2.199466666666667,12.252133333333333,10.4484,0.22377333333333332,0.8206266666666666,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_002,KONA_002.basePlot.bgc,M,68,2.2101470588235297,12.303676470588236,10.606323529411764,0.20363235294117646,0.8318529411764706,2021.264705882353,2021.264705882353,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_003,KONA_003.basePlot.bgc,M,75,2.2066666666666666,12.297866666666666,10.3024,0.24808,0.8021866666666667,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_004,KONA_004.basePlot.bgc,M,75,2.203866666666667,12.252266666666667,10.486666666666666,0.21584,0.82428,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_005,KONA_005.basePlot.bgc,M,75,2.1988,12.257333333333333,10.686666666666667,0.18728,0.8438,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_006,KONA_006.basePlot.bgc,M,75,2.2088,12.2512,10.4152,0.22494666666666668,0.8171333333333334,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_048,KONA_048.basePlot.bgc,M,75,2.202933333333333,12.276133333333334,10.404933333333334,0.24516,0.8141066666666666,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_054,KONA_054.basePlot.bgc,M,75,2.203466666666667,12.2624,10.397733333333333,0.22898666666666667,0.8146266666666667,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_057,KONA_057.basePlot.bgc,M,75,2.202933333333333,12.2564,10.3804,0.23153333333333334,0.8133333333333334,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,KONA,sls_soilMoisture,2018-2024,KONA,KONA_059,KONA_059.basePlot.bgc,M,75,2.2022666666666666,12.238666666666667,10.3288,0.23726666666666668,0.8096666666666666,2021.12,2021.12,gram,gram,gram,gramsPerGram,NA,NA,NA
