dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_001,MOAB_001.basePlot.bgc,M,3,331.7,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_002,MOAB_002.basePlot.bgc,M,3,348.1666666666667,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_003,MOAB_003.basePlot.bgc,M,3,288.59999999999997,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_004,MOAB_004.basePlot.bgc,M,3,331.9,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_005,MOAB_005.basePlot.bgc,M,3,346.53333333333336,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_006,MOAB_006.basePlot.bgc,M,3,341.8,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_044,MOAB_044.basePlot.bgc,M,3,342.76666666666665,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_045,MOAB_045.basePlot.bgc,M,3,336.43333333333334,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_046,MOAB_046.basePlot.bgc,M,3,330.6,2022,2022,gram,NA,NA
DP1.10086.001,MOAB,sls_bgcSubsampling,2018-2024,MOAB,MOAB_047,MOAB_047.basePlot.bgc,M,3,322.6666666666667,2022,2022,gram,NA,NA
