uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
79f22f16-5f0e-470c-8dc6-e0d8f13cc429,D16,ABBY,2022-04-19,2022-04-19,ABBY-20220419-BREF1,ABBY-20220419-BREF1-A,B00000055336,ABBY-20220419-BREF1-B,B00000055414,NA,NA,NA,NA,20251217T193715Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
5d30224f-517e-4eae-8179-c9465aa92c35,D16,ABBY,2022-04-20,2022-04-20,ABBY-20220420-BREF1,ABBY-20220420-BREF1-A,B00000055407,ABBY-20220420-BREF1-B,B00000055354,ABBY-20220420-BREF1-C,B00000055358,NA,NA,20251217T193715Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
2dc4b4d0-f967-4c9f-88de-18f35c659aed,D16,ABBY,2022-04-21,2022-04-21,ABBY-20220421-BREF1,ABBY-20220421-BREF1-A,B00000055362,ABBY-20220421-BREF1-B,B00000055415,ABBY-20220421-BREF1-C,B00000055330,NA,NA,20251217T193715Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
d76db14a-4bfe-4a64-a005-d78f77ba73ba,D16,ABBY,2022-05-10,2022-05-10,ABBY-20220510-BREF1,ABBY-20220510-BREF1-A,B00000055338,ABBY-20220510-BREF1-B,B00000055372,ABBY-20220510-BREF1-C,B00000055398,NA,NA,20251217T193935Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
a11ae890-80db-4115-8df8-78d8f3f2bc53,D16,ABBY,2022-05-11,2022-05-11,ABBY-20220511-BREF1,ABBY-20220511-BREF1-A,B00000055343,ABBY-20220511-BREF1-B,B00000055345,ABBY-20220511-BREF1-C,B00000055329,NA,NA,20251217T193935Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
c8ea398b-0344-4034-b4b6-fe6887b5743a,D16,ABBY,2022-07-07,2022-07-07,ABBY-20220707-BREF1,ABBY-20220707-BREF1-A,B00000120658,ABBY-20220707-BREF1-B,B00000120719,ABBY-20220707-BREF1-C,B00000055351,NA,NA,20251217T193741Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
c4d7415b-ecc9-4e93-8efe-44ce1a279f7f,D16,ABBY,2022-07-08,2022-07-08,ABBY-20220708-BREF1,ABBY-20220708-BREF1-A,B00000120723,ABBY-20220708-BREF1-B,B00000120732,ABBY-20220708-BREF1-C,B00000120743,NA,NA,20251217T193741Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
35aa6544-d469-45f4-9794-36ad58d02f68,D16,ABBY,2022-07-11,2022-07-11,ABBY-20220711-BREF1,ABBY-20220711-BREF1-A,B00000120741,ABBY-20220711-BREF1-B,B00000120727,NA,NA,NA,NA,20251217T193741Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
3de1eb58-fce9-4090-96c3-8a451c284416,D16,ABBY,2022-06-14,2022-06-14,ABBY-20220614-BREF1,ABBY-20220614-BREF1-A,B00000055350,ABBY-20220614-BREF1-B,B00000055401,ABBY-20220614-BREF1-C,B00000055348,NA,NA,20251217T194050Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
c30c395f-effc-4ce9-afdf-908263446c10,D16,ABBY,2022-06-15,2022-06-15,ABBY-20220615-BREF1,ABBY-20220615-BREF1-A,B00000120655,ABBY-20220615-BREF1-B,B00000120654,ABBY-20220615-BREF1-C,B00000120656,NA,NA,20251217T194050Z,RELEASE-2026,DP1.10086.001,ABBY,2022,ntr_internalLabBlanks
