dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_002,YELL_002.basePlot.cfc,distributed,fNVWi/NGi2ivNEbQHX8tPJ5EDfKiibWx4MUrDYYi9yk=,A00000114961,1,2.53,2020,2020,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_003,YELL_003.basePlot.cfc,distributed,fNVWi/NGi2gYEIEkiO1fkInJ3jEB+vmf37pS1kyJZpE=,A00000114945,1,2.24,2020,2020,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_004,YELL_004.basePlot.cfc,distributed,fNVWi/NGi2gmQ0TwEMDzWwt/qPwaI2ry/pBVtQLi2Dg=,A00000380674,1,5.38,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_004,YELL_004.basePlot.cfc,distributed,fNVWi/NGi2iut4prg+fvF/l0UtU7MvrpO47L2zWMrgs=,A00000380687,1,1.88,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_005,YELL_005.basePlot.cfc,distributed,fNVWi/NGi2gcOAp7tP04SqjQqoNiT8C1JX758/CNZLk=,A00000380695,1,3.22,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_005,YELL_005.basePlot.cfc,distributed,fNVWi/NGi2gcOAp7tP04SuRxX93pnvR/25b/Pzm5kBA=,B00000038601,1,1.95,2020,2020,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_006,YELL_006.basePlot.cfc,distributed,fNVWi/NGi2iAZhABwkppr5PqwZwf86KbPfVFydj3rVA=,A00000380678,1,6.54,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_006,YELL_006.basePlot.cfc,distributed,fNVWi/NGi2iAZhABwkpprxYCXrUajpHr5mgH+j6BEhI=,A00000117102,1,7.65,2020,2020,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_006,YELL_006.basePlot.cfc,distributed,fNVWi/NGi2ihlJjexJq80EdgCuGlSdGNA8mkC8wilLI=,A00000380675,1,4.28,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_006,YELL_006.basePlot.cfc,distributed,fNVWi/NGi2j2HApBFpp6H2BYrGIwNzL9LhIIjE/s8ok=,A00000380677,1,2.96,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_006,YELL_006.basePlot.cfc,distributed,fNVWi/NGi2jFLy3DgzoUB1Th+bwBVSoVlvWDbxT71cQ=,A00000380676,1,6.93,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_007,YELL_007.basePlot.cfc,distributed,fNVWi/NGi2guGOVoVb+wXVy4SXVVDhelYiZJThTDqiE=,A00000380672,1,5.61,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_007,YELL_007.basePlot.cfc,distributed,fNVWi/NGi2hLhzXTQNRKEpLg1RlPlrqeUVElFeOVG80=,A00000380700,1,2.65,2023,2023,gram,NA,NA
DP1.10026.001,YELL,cfc_chemistrySubsampling,"2020,2023",YELL,YELL_007,YELL_007.basePlot.cfc,distributed,fNVWi/NGi2jhtsZJeHskn1E4cmFRckcPkGxmmvkzT4Q=,A00000117129,1,7.14,2020,2020,gram,NA,NA
