uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
23370b52-6ffd-4cbe-8f06-8d54d68ead95,D07,MLBS,2023-04-25,2023-04-25,MLBS-20230425-BREF1,MLBS-20230425-BREF1-A,B00000086520,MLBS-20230425-BREF1-B,B00000086558,MLBS-20230425-BREF1-C,B00000086517,NA,NA,20251217T193900Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
0eced208-4f23-49c0-819c-7753859a3712,D07,MLBS,2023-04-26,2023-04-26,MLBS-20230426-BREF1,MLBS-20230426-BREF1-A,B00000086544,MLBS-20230426-BREF1-B,B00000086578,MLBS-20230426-BREF1-C,B00000086568,NA,NA,20251217T193900Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
77764b38-02ca-4a15-b664-42ae15f4212d,D07,MLBS,2023-04-27,2023-04-27,MLBS-20230427-BREF1,MLBS-20230427-BREF1-A,B00000086562,MLBS-20230427-BREF1-B,B00000086536,MLBS-20230427-BREF1-C,B00000086564,NA,NA,20251217T193900Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
5c3e4366-1962-4d74-8f83-dca724ad90b7,D07,MLBS,2023-07-11,2023-07-11,MLBS-20230711-BREF1,MLBS-20230711-BREF1-A,B00000086893,MLBS-20230711-BREF1-B,B00000086803,MLBS-20230711-BREF1-C,B00000086883,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
a073226c-770a-4fc5-a478-41cb36c72861,D07,MLBS,2023-07-12,2023-07-12,MLBS-20230712-BREF1,MLBS-20230712-BREF1-A,B00000086871,MLBS-20230712-BREF1-B,B00000086861,MLBS-20230712-BREF1-C,B00000086821,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
32319d40-bea0-4645-99c1-79f2275bba20,D07,MLBS,2023-07-13,2023-07-13,MLBS-20230713-BREF1,MLBS-20230713-BREF1-A,B00000086886,MLBS-20230713-BREF1-B,B00000086878,MLBS-20230713-BREF1-C,B00000086887,Blank C vial did not freeze within 24 hours,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
fa2ee69a-06db-4a37-a1d4-b019f1b55108,D07,MLBS,2023-05-16,2023-05-16,MLBS-20230516-BREF1,MLBS-20230516-BREF1-A,B00000086572,MLBS-20230516-BREF1-B,B00000086571,MLBS-20230516-BREF1-C,B00000086499,NA,NA,20251217T193649Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
e97efd5f-2225-4606-b713-0dd071b1bb50,D07,MLBS,2023-05-17,2023-05-17,MLBS-20230517-BREF1,MLBS-20230517-BREF1-A,B00000086484,MLBS-20230517-BREF1-B,B00000058563,MLBS-20230517-BREF1-C,B00000085691,NA,NA,20251217T193649Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
405036ac-4124-42a1-8b39-9cd9a956484d,D07,MLBS,2023-08-01,2023-08-01,MLBS-20230801-BREF1,MLBS-20230801-BREF1-A,B00000060196,MLBS-20230801-BREF1-B,B00000060195,MLBS-20230801-BREF1-C,B00000060198,NA,NA,20251217T193950Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
dd175797-1dd7-433f-8b0f-91cf7b824c21,D07,MLBS,2023-08-02,2023-08-02,MLBS-20230802-BREF1,MLBS-20230802-BREF1-A,B00000060189,MLBS-20230802-BREF1-B,B00000060197,MLBS-20230802-BREF1-C,B00000060182,NA,NA,20251217T193950Z,RELEASE-2026,DP1.10086.001,MLBS,2023,ntr_internalLabBlanks
