uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
5cdc8c8e-282d-4397-88a1-096794955954,D08,DELA,DELA_005,DELA_005.basePlot.bgc,2019-06-24T14:04:00Z,2019-06-24T14:24:00Z,NA,NEON.DOC.014048vL,DELA_005-M-15-34.5-20190624|DELA_005-M-35-35-20190624|DELA_005-M-3-9-20190624,DELA_005-M-20190624-COMP,B00000004984,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
1fe24557-fecc-4326-b373-eb39be31db6e,D08,DELA,DELA_014,DELA_014.basePlot.bgc,2019-06-24T15:11:00Z,2019-06-24T15:37:00Z,NA,NEON.DOC.014048vL,DELA_014-M-8.5-1-20190624|DELA_014-M-23.5-3.5-20190624|DELA_014-M-19-38.5-20190624,DELA_014-M-20190624-COMP,B00000004982,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
5731014c-d917-4d8b-8f4f-686434bc6c41,D08,DELA,DELA_002,DELA_002.basePlot.bgc,2019-06-24T16:35:00Z,2019-06-24T17:01:00Z,NA,NEON.DOC.014048vL,DELA_002-M-8.5-6-20190624|DELA_002-M-19.5-37-20190624|DELA_002-M-32.5-18.5-20190624,DELA_002-M-20190624-COMP,B00000004970,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
0584f594-289d-4c50-a19a-791c4e0c2827,D08,DELA,DELA_004,DELA_004.basePlot.bgc,2019-06-24T17:43:00Z,2019-06-24T18:19:00Z,NA,NEON.DOC.014048vL,DELA_004-M-2-13.5-20190624|DELA_004-M-39-0.5-20190624|DELA_004-M-36.5-34-20190624,DELA_004-M-20190624-COMP,B00000004985,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
92c3c264-bef9-436b-9206-636fae25ccf1,D08,DELA,DELA_001,DELA_001.basePlot.bgc,2019-06-26T12:27:00Z,2019-06-26T13:06:00Z,NA,NEON.DOC.014048vL,DELA_001-M-28-32.5-20190626|DELA_001-M-6-6.5-20190626|DELA_001-M-21.5-0-20190626,DELA_001-M-20190626-COMP,B00000004971,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
09540c6b-da2f-47dd-85b2-ab6500755d67,D08,DELA,DELA_038,DELA_038.basePlot.bgc,2019-06-26T12:40:00Z,2019-06-26T13:19:00Z,NA,NEON.DOC.014048vL,DELA_038-M-32.5-11.5-20190626|DELA_038-M-24.5-36.5-20190626|DELA_038-M-4-24-20190626,DELA_038-M-20190626-COMP,B00000004988,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
057c7f41-bb5b-4ebc-b40f-f0901524ad88,D08,DELA,DELA_041,DELA_041.basePlot.bgc,2019-06-26T13:47:00Z,2019-06-26T14:18:00Z,NA,NEON.DOC.014048vL,DELA_041-M-35-28-20190626|DELA_041-M-4-24-20190626|DELA_041-M-34-8-20190626,DELA_041-M-20190626-COMP,B00000004986,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
bc68506c-3574-413d-8354-eaf9fc8aa54e,D08,DELA,DELA_003,DELA_003.basePlot.bgc,2019-06-26T13:51:00Z,2019-06-26T14:21:00Z,NA,NEON.DOC.014048vL,DELA_003-M-6.5-25.5-20190626|DELA_003-M-0.5-9.5-20190626|DELA_003-M-24-33-20190626,DELA_003-M-20190626-COMP,B00000004987,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
0b2be437-2f30-43b3-a3e8-0b1e0fc314e0,D08,DELA,DELA_037,DELA_037.basePlot.bgc,2019-06-26T14:49:00Z,2019-06-26T15:17:00Z,NA,NEON.DOC.014048vL,DELA_037-M-9.5-23-20190626|DELA_037-M-34.5-29-20190626|DELA_037-M-17-3-20190626,DELA_037-M-20190626-COMP,B00000004983,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
463c1c5a-d2d1-4318-8c2c-2ff42c0619ba,D08,DELA,DELA_040,DELA_040.basePlot.bgc,2019-06-26T15:12:00Z,2019-06-26T15:53:00Z,NA,NEON.DOC.014048vL,DELA_040-M-11-4-20190626|DELA_040-M-32-36.5-20190626|DELA_040-M-9.5-36-20190626,DELA_040-M-20190626-COMP,B00000004978,OK,NA,NA,NA,NA,20251217T193725Z,RELEASE-2026,DP1.10086.001,DELA,2019,sls_metagenomicsPooling
