dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,3,18,maximum,1,15,34,65.174447,-147.478155,20.3,374.1,0.5,0,7.7,4,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,3.4,16.1,obstruction,1,15,34,65.174447,-147.478155,20.3,374.1,0.5,0,9,1.5,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,5.3,18.8,obstruction,1,28,37.5,65.174447,-147.478155,20.3,374.1,0.5,0,9.2,0.5,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,5.5,28,maximum,1,28,37.5,65.174447,-147.478155,20.3,374.1,0.5,0,7.7,5,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,5.7,29.7,maximum,1,37.5,27,65.174447,-147.478155,20.3,374.1,0.5,0,9.9,1.2,2,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,5.8,28.7,maximum,1,37.5,27,65.174447,-147.478155,20.3,374.1,0.5,0,10.3,1.8,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,6.3,29.8,maximum,1,18,2,65.174447,-147.478155,20.3,374.1,0.5,0,9.4,1,2,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,6.7,29.9,maximum,1,30,17,65.174447,-147.478155,20.3,374.1,0.5,0,9.9,0.6,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,8.6,29.4,maximum,1,18,2,65.174447,-147.478155,20.3,374.1,0.5,0,10.3,2.8,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BONA,sls_soilCoreCollection,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,M,10.7,29.1,maximum,1,30,17,65.174447,-147.478155,20.3,374.1,0.5,0,10.2,5,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
