uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
e8f01e43-0127-4154-80c3-c92ac548f69c,D09,DCFS,2019-05-01,2019-05-01,DCFS-20190501-BREF1,DCFS-20190501-BREF1-A,B00000051178,DCFS-20190501-BREF1-B,B00000051179,DCFS-20190501-BREF1-C,B00000051180,NA,NA,20251217T193909Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
949b82c5-43c3-47c2-92e0-1412718cd9a4,D09,DCFS,2019-05-02,2019-05-02,DCFS-20190502-BREF1,DCFS-20190502-BREF1-A,B00000051167,DCFS-20190502-BREF1-B,B00000051166,DCFS-20190502-BREF1-C,B00000051168,NA,NA,20251217T193909Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
f1d4f687-6588-4ab8-a581-bded189efcf8,D09,DCFS,2019-05-03,2019-05-03,DCFS-20190503-BREF1,DCFS-20190503-BREF1-A,B00000000430,DCFS-20190503-BREF1-B,B00000000431,DCFS-20190503-BREF1-C,B00000000429,NA,NA,20251217T193909Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
9acc2d7c-3758-4b5f-be37-2ee4764d796c,D09,DCFS,2019-05-07,2019-05-07,DCFS-20190507-BREF1,DCFS-20190507-BREF1-A,B00000000411,DCFS-20190507-BREF1-B,B00000000408,DCFS-20190507-BREF1-C,B00000000402,NA,NA,20251217T193909Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
abc8fd4c-2e97-43c5-a4d5-7b9fab081c3a,D09,DCFS,2019-05-29,2019-05-29,DCFS-20190529-BREF1,DCFS-20190529-BREF1-A,B00000000421,DCFS-20190529-BREF1-B,B00000000377,DCFS-20190529-BREF1-C,B00000000388,NA,NA,20251217T193909Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
07c6ca18-bd15-4d4e-959c-20e3b8c46cd6,D09,DCFS,2019-05-31,2019-05-31,DCFS-20190531-BREF1,DCFS-20190531-BREF1-A,B00000000380,DCFS-20190531-BREF1-B,B00000000366,DCFS-20190531-BREF1-C,B00000000378,NA,NA,20251217T193909Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
b5e36805-0815-4cd8-ab94-10cad3f4d8f4,D09,DCFS,2019-07-23,2019-07-23,DCFS-20190723-BREF1,DCFS-20190723-BREF1-A,B00000000357,DCFS-20190723-BREF1-B,B00000000358,DCFS-20190723-BREF1-C,B00000000392,NA,NA,20251217T194001Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
f85edfa2-f38d-4bdf-96e2-7cac5e9c7c6a,D09,DCFS,2019-07-25,2019-07-25,DCFS-20190725-BREF1,DCFS-20190725-BREF1-A,B00000000340,DCFS-20190725-BREF1-B,B00000000335,DCFS-20190725-BREF1-C,B00000000303,NA,NA,20251217T194001Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
2a9855e3-b714-4f69-8a54-12edbf701f54,D09,DCFS,2019-07-30,2019-07-30,DCFS-20190730-BREF1,DCFS-20190730-BREF1-A,B00000000318,DCFS-20190730-BREF1-B,B00000000346,DCFS-20190730-BREF1-C,B00000000342,NA,NA,20251217T194001Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
24bc572c-fb69-4aee-8d77-c14ca91b9308,D09,DCFS,2019-07-31,2019-07-31,DCFS-20190731-BREF1,DCFS-20190731-BREF1-A,B00000000289,DCFS-20190731-BREF1-B,B00000000297,DCFS-20190731-BREF1-C,B00000000294,NA,NA,20251217T194001Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
1c171ebb-de8d-4a62-a0f2-b07ea7f68c6c,D09,DCFS,2019-08-12,2019-08-12,DCFS-20190812-BREF1,DCFS-20190812-BREF1-A,B00000000284,DCFS-20190812-BREF1-B,B00000000313,DCFS-20190812-BREF1-C,B00000000283,NA,NA,20251217T193719Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
316081ad-7a09-4b59-bab2-0e801762af10,D09,DCFS,2019-08-14,2019-08-14,DCFS-20190814-BREF1,DCFS-20190814-BREF1-A,B00000050666,DCFS-20190814-BREF1-B,B00000050665,DCFS-20190814-BREF1-C,B00000050664,NA,NA,20251217T193719Z,RELEASE-2026,DP1.10086.001,DCFS,2019,ntr_internalLabBlanks
