uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,tissueDescriptor,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
7f808085-6bc8-44c8-8e14-8a1d908de6dd,OAES_023.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMbr6rZ9B+eO741CoJlm/hUlnttI/wvynGVE=,A00000278191,2023-05-16T15:53:00Z,FMBHGf4LMbr6rZ9B+eO741CoJlm/hUlnyKjk9L0HsjA=,NA,samples held longer than 5 days before processing,leaf,2023-05-16T19:57:00Z,0000-0001-5569-8352,1.739,2023-05-22T16:21:00Z,2023-06-08T16:58:00Z,0.643,0009-0000-3406-7017,80,8424.1,93,76.3,0.37,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
75d23670-34da-4c19-9c4f-e3eb54e32234,OAES_001.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMbqjM3bSBZzLqcl5ecq2XcIk4AxZiDhVyVE=,A00000278175,2023-05-16T16:12:00Z,FMBHGf4LMbqjM3bSBZzLqcl5ecq2XcIkeTe56yP6Jo0=,NA,samples held longer than 5 days before processing,leaf,2023-05-18T15:36:00Z,0000-0001-5569-8352,1.289,2023-05-22T16:25:00Z,2023-06-08T17:13:00Z,0.564,0009-0000-3406-7017,50,7104.1,93,79.4,0.438,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
d3d08986-709d-46e5-9ecc-3126613b28ab,OAES_045.basePlot.cfc,D11,OAES,tower,FMBHGf4LMbpho23rkrGWbhDsL4f32Tf0KlRAUwddPmE=,A00000278178,2023-05-16T17:01:00Z,FMBHGf4LMbpho23rkrGWbhDsL4f32Tf0IlxcJDQO8YE=,NA,samples held longer than 5 days before processing,leaf,2023-05-18T16:37:00Z,0000-0001-5569-8352,2.021,2023-05-22T16:23:00Z,2023-06-08T16:51:00Z,0.684,0009-0000-3406-7017,44,11405.5,98,60,0.338,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
f072970f-8994-49cb-85db-d932dfb20658,OAES_042.basePlot.cfc,D11,OAES,tower,FMBHGf4LMbqK89AxLC8t91DZ30qW9Ill2bZWuenBkDQ=,A00000278173,2023-05-16T17:53:00Z,FMBHGf4LMbqK89AxLC8t91DZ30qW9IllIDQhJWcsVic=,NA,samples held longer than 5 days before processing,leaf,2023-05-18T13:24:00Z,0000-0001-5569-8352,1.648,2023-05-22T16:23:00Z,2023-06-08T16:47:00Z,0.794,0009-0000-3406-7017,70,7881.6,98,100.7,0.482,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
9abce2f7-03e5-4e9c-b9f6-56670feefd9c,OAES_013.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMboW9PoMfswyJnl3xA8zFb8HGnFU/h/ktSU=,A00000278192,2023-05-16T18:13:00Z,FMBHGf4LMboW9PoMfswyJnl3xA8zFb8HkIYsq4Tu/p4=,NA,samples held longer than 5 days before processing,leaf,2023-05-18T14:30:00Z,0000-0001-5569-8352,1.161,2023-05-22T16:24:00Z,2023-06-08T16:54:00Z,0.512,0009-0000-3406-7017,76,7073.2,97,72.4,0.441,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
807b3ae3-9b26-426e-a483-6c2a24490a8b,OAES_004.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMbooZn1DKnlvnv7CY893AQH/gmwD4X9UvLc=,A00000418567,2023-05-30T19:11:00Z,FMBHGf4LMbooZn1DKnlvnv7CY893AQH/UAdQegup4B8=,NA,OK,leaf,2023-05-31T13:28:00Z,0000-0001-5569-8352,1.531,2023-06-01T19:43:00Z,2023-06-08T16:32:00Z,0.584,0009-0000-3406-7017,32,8009,99,72.9,0.381,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
132f73cf-be7a-4d6f-a70d-e99599111ec4,OAES_010.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMbqufCMWfCd4wLKcvf0yZiGbnqFLWGzGGDQ=,A00000418587,2023-05-30T19:13:00Z,FMBHGf4LMbqufCMWfCd4wLKcvf0yZiGb0U2dozEzm/w=,NA,OK,leaf,2023-05-31T14:25:00Z,0000-0002-0594-4276,1.086,2023-06-01T19:43:00Z,2023-06-08T16:34:00Z,0.388,0009-0000-3406-7017,12,5109.5,99,75.9,0.357,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
5cbfe052-7b83-4031-b9e5-2c61f42e139a,OAES_021.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMboVazvuHS4EO141Q+VTEya1aUGWsf883xE=,A00000418569,2023-05-30T19:31:00Z,FMBHGf4LMboVazvuHS4EO141Q+VTEya1Etm1M+Udr7A=,NA,OK,leaf,2023-05-31T13:16:00Z,0000-0001-5569-8352,1.523,2023-06-01T19:43:00Z,2023-06-08T16:28:00Z,0.585,0009-0000-3406-7017,37,6933.8,99,84.4,0.384,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
fff99a93-db19-4203-a64d-5d08ca86f68a,OAES_022.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMboiZ4lx6hHGbohSuFhPkIbFT1TmAg+Iwqg=,A00000418586,2023-05-30T20:17:00Z,FMBHGf4LMboiZ4lx6hHGbohSuFhPkIbFwhZPjZBjwZg=,NA,OK,leaf,2023-05-31T14:27:00Z,0000-0002-0594-4276,1.123,2023-06-01T19:43:00Z,2023-06-08T16:31:00Z,0.459,0009-0000-3406-7017,47,5236.2,99,87.7,0.409,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
33378f8c-7838-410b-85b8-16eacabfe52e,OAES_003.basePlot.cfc,D11,OAES,distributed,FMBHGf4LMbr/iZqPA1nZwlc4wzl8os3K5VRufjWu4g8=,A00000418568,2023-05-30T20:21:00Z,FMBHGf4LMbr/iZqPA1nZwlc4wzl8os3KPTQfsQ0+sjk=,NA,OK,leaf,2023-05-31T13:54:00Z,0000-0002-0594-4276,0.928,2023-06-01T19:43:00Z,2023-06-08T16:34:00Z,0.448,0009-0000-3406-7017,41,4226.8,97,106,0.483,0000-0001-5569-8352,NA,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_LMA
