uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
cc77fefa-2ec3-414c-8d4b-4529b2fa6d01,D16,WREF,WREF_071,WREF_071.basePlot.bgc,2019-06-17T20:27:00Z,2019-06-17T21:40:00Z,NA,NEON.DOC.014048vL,WREF_071-M-30-28-20190617|WREF_071-M-0.5-7.5-20190617|WREF_071-M-6.5-29.5-20190617,WREF_071-M-20190617-COMP,B00000041113,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
cfa74189-e47c-4099-b109-538d3e7782c7,D16,WREF,WREF_071,WREF_071.basePlot.bgc,2019-06-17T20:47:00Z,2019-06-17T20:47:00Z,NA,NEON.DOC.014048vL,WREF_071-O-6.5-29.5-20190617,WREF_071-O-20190617-COMP,B00000041114,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
7702a027-4d39-488d-8f1c-4f1e31fccbde,D16,WREF,WREF_072,WREF_072.basePlot.bgc,2019-06-18T16:48:00Z,2019-06-18T17:35:00Z,NA,NEON.DOC.014048vL,WREF_072-O-17.5-38-20190618|WREF_072-O-20.5-36.5-20190618,WREF_072-O-20190618-COMP,B00000041118,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
5ce2ad94-883d-45b6-b8d9-950e24c05e01,D16,WREF,WREF_072,WREF_072.basePlot.bgc,2019-06-18T16:58:00Z,2019-06-18T18:16:00Z,NA,NEON.DOC.014048vL,WREF_072-M-20.5-36.5-20190618|WREF_072-M-17.5-38-20190618|WREF_072-M-8-9.5-20190618,WREF_072-M-20190618-COMP,B00000041120,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
634e6e87-afb0-47a2-a11c-7d62114cb5a0,D16,WREF,WREF_073,WREF_073.basePlot.bgc,2019-06-18T19:10:00Z,2019-06-18T20:13:00Z,NA,NEON.DOC.014048vL,WREF_073-M-34.5-19-20190618|WREF_073-M-17.5-36.5-20190618|WREF_073-M-0-19-20190618,WREF_073-M-20190618-COMP,B00000041121,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
16bcd4b3-6312-4099-a7a6-f7acac258899,D16,WREF,WREF_073,WREF_073.basePlot.bgc,2019-06-18T20:13:00Z,2019-06-18T20:13:00Z,NA,NEON.DOC.014048vL,WREF_073-O-34.5-19-20190618,WREF_073-O-20190618-COMP,B00000041122,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
2a869b51-23a0-4d54-859d-83dad2490517,D16,WREF,WREF_070,WREF_070.basePlot.bgc,2019-06-18T21:26:00Z,2019-06-18T22:14:00Z,NA,NEON.DOC.014048vL,WREF_070-M-29-1-20190618|WREF_070-M-15-5.5-20190618|WREF_070-M-0-33.5-20190618,WREF_070-M-20190618-COMP,B00000041129,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
d20ac825-44a2-4236-a0f2-194a0ef55c47,D16,WREF,WREF_070,WREF_070.basePlot.bgc,2019-06-18T21:49:00Z,2019-06-18T21:49:00Z,NA,NEON.DOC.014048vL,WREF_070-O-15-5.5-20190618,WREF_070-O-20190618-COMP,B00000041128,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
22f88aec-0a63-4d05-b82c-a02016d29c64,D16,WREF,WREF_004,WREF_004.basePlot.bgc,2019-06-19T16:23:00Z,2019-06-19T16:23:00Z,NA,NEON.DOC.014048vL,WREF_004-O-27.5-33-20190619,WREF_004-O-20190619-COMP,B00000040666,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
4ffadd04-29aa-48f9-bad7-9fcbfbd38219,D16,WREF,WREF_004,WREF_004.basePlot.bgc,2019-06-19T16:49:00Z,2019-06-19T17:45:00Z,NA,NEON.DOC.014048vL,WREF_004-M-27.5-33-20190619|WREF_004-M-18.5-2-20190619|WREF_004-M-6.5-14.5-20190619,WREF_004-M-20190619-COMP,B00000040664,OK,NA,NA,NA,NA,20251217T193928Z,RELEASE-2026,DP1.10086.001,WREF,2019,sls_metagenomicsPooling
