dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,M,3,219.4,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_003,ONAQ_003.basePlot.bgc,M,3,233,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_004,ONAQ_004.basePlot.bgc,M,3,257.4,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_005,ONAQ_005.basePlot.bgc,M,3,242.2,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_008,ONAQ_008.basePlot.bgc,M,3,224.9,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_010,ONAQ_010.basePlot.bgc,M,3,215.96666666666667,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_041,ONAQ_041.basePlot.bgc,M,3,229.13333333333333,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_042,ONAQ_042.basePlot.bgc,M,3,231.83333333333334,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_043,ONAQ_043.basePlot.bgc,M,3,249.1,2021,2021,gram,NA,NA
DP1.10086.001,ONAQ,sls_bgcSubsampling,2018-2024,ONAQ,ONAQ_044,ONAQ_044.basePlot.bgc,M,3,249.9,2021,2021,gram,NA,NA
