dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,M,67,2.1523880597014924,12.002537313432835,11.02089552238806,0.11135820895522389,0.9016417910447762,2021.0149253731342,2021.0149253731342,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_003,ONAQ_003.basePlot.bgc,M,57,2.1498245614035087,11.985438596491228,10.96438596491228,0.1163859649122807,0.8981929824561403,2021.0526315789473,2021.0526315789473,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_004,ONAQ_004.basePlot.bgc,M,58,2.1360344827586206,12.27103448275862,11.248103448275861,0.11486206896551725,0.8993793103448275,2021.0689655172414,2021.0689655172414,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_005,ONAQ_005.basePlot.bgc,M,57,2.145964912280702,11.945964912280703,10.96438596491228,0.11270175438596491,0.9014736842105263,2021.0350877192982,2021.0350877192982,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_008,ONAQ_008.basePlot.bgc,M,63,2.1601587301587304,12.007777777777777,10.808571428571428,0.14107936507936505,0.8804761904761905,2020.904761904762,2020.904761904762,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_010,ONAQ_010.basePlot.bgc,M,54,2.1633333333333336,12.272592592592593,10.863888888888889,0.1677962962962963,0.860574074074074,2020.9444444444443,2020.9444444444443,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_041,ONAQ_041.basePlot.bgc,M,66,2.1540909090909093,11.995151515151516,11.146212121212121,0.09457575757575758,0.9151515151515152,2020.9848484848485,2020.9848484848485,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_042,ONAQ_042.basePlot.bgc,M,64,2.1528125,12.11375,11.34703125,0.083875,0.923953125,2021.0625,2021.0625,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_043,ONAQ_043.basePlot.bgc,M,64,2.152796875,12.015421875,11.12640625,0.09978125,0.911390625,2021.0625,2021.0625,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,ONAQ,sls_soilMoisture,2018-2024,ONAQ,ONAQ_044,ONAQ_044.basePlot.bgc,M,64,2.1354687500000002,12.017609375,11.275625,0.0811875,0.926328125,2021.0625,2021.0625,gram,gram,gram,gramsPerGram,NA,NA,NA
