uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
e4ab0381-93b2-403f-85aa-c4cde4060023,D04,GUAN,GUAN_002,GUAN_002.basePlot.bgc,2020-08-31T12:05:00Z,2020-08-31T13:36:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_002-M-20.5-2-20200831|GUAN_002-M-20-38.5-20200831|GUAN_002-M-19-6-20200831,GUAN_002-M-20200831-COMP,B00000013037,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193520Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
49e8e5e5-d76b-4913-877a-255e0e619d73,D04,GUAN,GUAN_004,GUAN_004.basePlot.bgc,2020-08-31T15:36:00Z,2020-08-31T16:58:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_004-M-16.5-5.5-20200831|GUAN_004-M-24-38.5-20200831|GUAN_004-M-38.5-19-20200831,GUAN_004-M-20200831-COMP,B00000013034,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193520Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
cbf49fd9-d924-47cd-a8e4-3a53514c627e,D04,GUAN,GUAN_001,GUAN_001.basePlot.bgc,2020-08-31T18:43:00Z,2020-08-31T19:41:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_001-M-16.5-39-20200831|GUAN_001-M-32-20-20200831|GUAN_001-M-17.5-3-20200831,GUAN_001-M-20200831-COMP,B00000013055,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193520Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
1940fbf3-d110-4c27-99b5-7f7bb4d5943a,D04,GUAN,GUAN_007,GUAN_007.basePlot.bgc,2020-09-01T11:44:00Z,2020-09-01T12:31:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_007-M-22-3.5-20200901|GUAN_007-M-11-5-20200901|GUAN_007-M-39-33.5-20200901,GUAN_007-M-20200901-COMP,B00000013044,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
5c203508-9a2c-411f-9c66-e6f3840983a1,D04,GUAN,GUAN_003,GUAN_003.basePlot.bgc,2020-09-01T13:53:00Z,2020-09-01T14:46:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_003-M-15-6-20200901|GUAN_003-M-33.5-10.5-20200901|GUAN_003-M-32-39.5-20200901,GUAN_003-M-20200901-COMP,B00000013048,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
01b5f37a-dbec-4a74-b747-4f87ae5c8796,D04,GUAN,GUAN_006,GUAN_006.basePlot.bgc,2020-09-01T16:20:00Z,2020-09-01T17:13:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_006-M-39-30.5-20200901|GUAN_006-M-3.5-24-20200901|GUAN_006-M-22-2-20200901,GUAN_006-M-20200901-COMP,B00000013051,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
5a270fd9-e973-4ff9-a604-cd6a60802bb8,D04,GUAN,GUAN_043,GUAN_043.basePlot.bgc,2020-09-01T18:13:00Z,2020-09-01T19:03:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_043-M-3-2.5-20200901|GUAN_043-M-5-36-20200901|GUAN_043-M-20.5-31-20200901,GUAN_043-M-20200901-COMP,B00000013047,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
9519adf2-5d34-42bd-b507-f1643d4878db,D04,GUAN,GUAN_042,GUAN_042.basePlot.bgc,2020-09-02T11:32:00Z,2020-09-02T12:48:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_042-M-31.5-4.5-20200902|GUAN_042-M-7-38.5-20200902|GUAN_042-M-0.5-19.5-20200902,GUAN_042-M-20200902-COMP,B00000075699,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
d5b8260f-6489-487d-aba0-2fce39fc63f0,D04,GUAN,GUAN_049,GUAN_049.basePlot.bgc,2020-09-02T14:24:00Z,2020-09-02T15:30:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_049-M-33-33.5-20200902|GUAN_049-M-1-31-20200902|GUAN_049-M-5.5-11.5-20200902,GUAN_049-M-20200902-COMP,B00000013056,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
d3a6cdcf-5f72-4299-97f1-29866c905d03,D04,GUAN,GUAN_048,GUAN_048.basePlot.bgc,2020-09-02T16:51:00Z,2020-09-02T17:49:00Z,GUAN.peakGreenness.2020,NEON.DOC.014048vN,GUAN_048-M-27.5-39-20200902|GUAN_048-M-18-35-20200902|GUAN_048-M-12.5-2-20200902,GUAN_048-M-20200902-COMP,B00000013065,OK,NA,0000-0001-8629-4086,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2020,sls_metagenomicsPooling
