uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
b916716c-2f4c-437e-80ed-7e1f425aa2b5,D17,SJER,SJER_003,SJER_003.basePlot.bgc,2023-03-01T19:36:00Z,2023-03-01T20:24:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_003-M-23-20230301|SJER_003-M-21-20230301|SJER_003-M-41-20230301,SJER_003-M-20230301-COMP,B00000124502,OK,NA,0000-0003-0973-4484,NA,NA,20251217T194050Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
fdfd868b-1a2d-4311-a5a4-cd86ef09543d,D17,SJER,SJER_004,SJER_004.basePlot.bgc,2023-03-01T22:39:00Z,2023-03-01T23:33:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_004-M-21-20230301|SJER_004-M-39-20230301|SJER_004-M-23-20230301,SJER_004-M-20230301-COMP,B00000124503,OK,NA,0000-0003-0973-4484,NA,NA,20251217T194050Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
00af918d-895c-4545-8681-3faa67458c99,D17,SJER,SJER_025,SJER_025.basePlot.bgc,2023-03-02T17:35:00Z,2023-03-02T18:16:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_025-M-21-20230302|SJER_025-M-41-20230302|SJER_025-M-39-20230302,SJER_025-M-20230302-COMP,B00000124505,OK,NA,0000-0003-0973-4484,NA,NA,20251217T194050Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
bc739233-1e9b-4ea2-be66-89fb8fb0b57f,D17,SJER,SJER_005,SJER_005.basePlot.bgc,2023-03-06T17:57:00Z,2023-03-06T18:26:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_005-M-21-20230306|SJER_005-M-23-20230306|SJER_005-M-39-20230306,SJER_005-M-20230306-COMP,B00000124504,OK,NA,0000-0003-0250-5865,NA,NA,20251217T194050Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
4e756ca8-4489-460c-8652-1cec890788d9,D17,SJER,SJER_046,SJER_046.basePlot.bgc,2023-02-27T17:55:00Z,2023-02-27T18:43:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_046-M-21-20230227|SJER_046-M-39-20230227|SJER_046-M-23-20230227,SJER_046-M-20230227-COMP,B00000124507,OK,NA,0000-0003-0250-5865,NA,NA,20251217T193708Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
4068f35e-c521-4a20-bad0-5d65d959675e,D17,SJER,SJER_045,SJER_045.basePlot.bgc,2023-02-27T19:52:00Z,2023-02-27T20:18:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_045-M-41-20230227|SJER_045-M-23-20230227|SJER_045-M-39-20230227,SJER_045-M-20230227-COMP,B00000124506,OK,NA,0000-0003-0250-5865,NA,NA,20251217T193708Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
637895c6-cdb6-4fe9-98c4-2d4efdb743b5,D17,SJER,SJER_001,SJER_001.basePlot.bgc,2023-02-27T21:37:00Z,2023-02-27T21:54:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_001-M-41-20230227|SJER_001-M-21-20230227|SJER_001-M-39-20230227,SJER_001-M-20230227-COMP,B00000124500,OK,NA,0000-0003-0250-5865,NA,NA,20251217T193708Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
ef6c4052-e5e9-4293-be2f-15e5c82cafab,D17,SJER,SJER_002,SJER_002.basePlot.bgc,2023-02-28T16:56:00Z,2023-02-28T17:33:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_002-M-23-20230228|SJER_002-M-39-20230228|SJER_002-M-41-20230228,SJER_002-M-20230228-COMP,B00000124501,OK,NA,0000-0003-0250-5865,NA,NA,20251217T193708Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
a3955e0f-7657-4a84-88a3-71806b08b9af,D17,SJER,SJER_047,SJER_047.basePlot.bgc,2023-02-28T19:21:00Z,2023-02-28T20:01:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_047-M-41-20230228|SJER_047-M-21-20230228|SJER_047-M-39-20230228,SJER_047-M-20230228-COMP,B00000124508,OK,NA,0000-0003-0250-5865,NA,NA,20251217T193708Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
fe34cca9-bdd0-4d8d-93ca-e8e5278b24f5,D17,SJER,SJER_048,SJER_048.basePlot.bgc,2023-02-28T21:49:00Z,2023-02-28T22:16:00Z,SJER.peakGreenness.2022-2023,NEON.DOC.014048vO,SJER_048-M-23-20230228|SJER_048-M-39-20230228|SJER_048-M-21-20230228,SJER_048-M-20230228-COMP,B00000124509,OK,NA,0000-0003-0250-5865,NA,NA,20251217T193708Z,RELEASE-2026,DP1.10086.001,SJER,2023,sls_metagenomicsPooling
