dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_001,NIWO_001.basePlot.bgc,M,5,74.1,2022,2022,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_001,NIWO_001.basePlot.bgc,O,5,24.533333333333335,2022,2022,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_002,NIWO_002.basePlot.bgc,M,6,107.13333333333334,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_002,NIWO_002.basePlot.bgc,O,5,18.766666666666666,2022,2022,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_003,NIWO_003.basePlot.bgc,M,6,101.96666666666667,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_004,NIWO_004.basePlot.bgc,M,6,54.199999999999996,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_004,NIWO_004.basePlot.bgc,O,3,79.5,2020.6666666666667,2020.6666666666667,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_005,NIWO_005.basePlot.bgc,M,6,74.5,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_005,NIWO_005.basePlot.bgc,O,2,34.5,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_006,NIWO_006.basePlot.bgc,M,6,119.06666666666666,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_040,NIWO_040.basePlot.bgc,M,6,90.43333333333334,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_040,NIWO_040.basePlot.bgc,O,6,33.833333333333336,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_041,NIWO_041.basePlot.bgc,M,6,61.666666666666664,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_041,NIWO_041.basePlot.bgc,O,1,70.9,2024,2024,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_042,NIWO_042.basePlot.bgc,M,6,104.66666666666667,2021.5,2021.5,gram,NA,NA
DP1.10086.001,NIWO,sls_bgcSubsampling,2018-2024,NIWO,NIWO_043,NIWO_043.basePlot.bgc,M,6,97.66666666666667,2021.5,2021.5,gram,NA,NA
