dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_001,CPER_001.basePlot.cfc,distributed,ksKoEZPUTMUlW39hHxdk9+006Mu/kkNtFtyUSPgQC1I=,A00000123517,1,4.2,-23,2.58,43.62,16.9,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_002,CPER_002.basePlot.cfc,distributed,ksKoEZPUTMWQ6eRrulNTBaVnlHg1TebA/yaWY7hi94Q=,A00000123518,1,1.4,-27.6,2.57,44.84,17.4,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_003,CPER_003.basePlot.cfc,distributed,ksKoEZPUTMVQWixGSBe1EVGgkprDL+9t+WWSbmqq/44=,A00000123521,1,1.7,-27.8,2.21,41.58,18.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_004,CPER_004.basePlot.cfc,distributed,ksKoEZPUTMWrrRQ9N/oTbDjFRcCCEmYqyhKHEXltk8A=,A00000123573,1,0.6,-27.7,3.12,44.26,14.2,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_005,CPER_005.basePlot.cfc,distributed,ksKoEZPUTMXdKHgac6Fr6G5ymk7/UEFkewP7gKyDg7U=,A00000123526,1,2.8,-26.7,2.86,45.78,16,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_006,CPER_006.basePlot.cfc,distributed,ksKoEZPUTMUsUTlNYDmhM2YVcI8vcfV+IVEZpJGJhyM=,A00000123534,1,1.3,-17.7,2.29,45.37,19.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_007,CPER_007.basePlot.cfc,distributed,ksKoEZPUTMUPv1VMlI9VDH7ME/nDs87N8rVP1pQY0tE=,A00000123532,1,0.7,-28.1,2.34,43.78,18.7,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_008,CPER_008.basePlot.cfc,distributed,ksKoEZPUTMUmB73pBYxYRTf5vlp5iPejyKQutFsNWqM=,A00000123531,1,-2.4,-27.1,2.75,47.13,17.1,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_009,CPER_009.basePlot.cfc,distributed,ksKoEZPUTMVN45cJocWL0dzodIVPW2dDPPFDNNPGwpA=,A00000123533,1,-0.3,-26.8,2.5,43.45,17.4,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,CPER,cfc_carbonNitrogen,2021,CPER,CPER_010,CPER_010.basePlot.cfc,distributed,ksKoEZPUTMUhmTpUtUCHTcsLkA001IzOoZM91dwvA1I=,A00000123530,1,4.1,-28.5,2.95,42.59,14.4,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
