uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSamplePrepMethod,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyStatus,canopyPosition,leafSamplePosition,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,previousPolygon,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
7999489f-d40d-4012-883a-c23ef657b77e,KONZ_042.basePlot.cfc,D06,KONZ,KONZ_042,tower,grasslandHerbaceous,WGS84,39.09957,-96.564404,20.2,401.2,0.25,NEON.DOC.001024vJ,2022-05-23T14:37:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP8YwVIKeX8KmGqt7vam/3E9fuNiu9o485g=,A00000319923,OK,Cekj+eelgP8YwVIKeX8KmGqt7vam/3E9JBQY5Gvgl/8=,B00000084850,NA,OK,16,KONZ_042_016,2,0.1,25,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-9241-5582,0000-0001-6443-4922,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
64980316-e5d7-4a36-9322-8d3ad2ee27eb,KONZ_046.basePlot.cfc,D06,KONZ,KONZ_046,tower,shrubScrub,WGS84,39.103068,-96.563925,20.1,405.7,0.14,NEON.DOC.001024vJ,2022-05-23T15:28:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP83+pvaUJG6ubdMpGasiFamQWPbEtQ4Xx0=,A00000319939,OK,Cekj+eelgP83+pvaUJG6ubdMpGasiFamGafp5igrgPs=,B00000084866,NA,OK,22,KONZ_046_022,2,0.1,28,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0001-9167-5158,0000-0002-4565-0256,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
b1bc1c03-6ac0-416a-bcdc-3a161bddb158,KONZ_043.basePlot.cfc,D06,KONZ,KONZ_043,tower,grasslandHerbaceous,WGS84,39.102192,-96.56118,20.2,405.4,0.17,NEON.DOC.001024vJ,2022-05-23T16:10:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP8twWen9yIBWCNegyMjyXHq1c2MjkHE/WI=,A00000319941,OK,Cekj+eelgP8twWen9yIBWCNegyMjyXHqF94gaJ7CHDI=,B00000084848,NA,OK,75,KONZ_043_075,2,0.1,75,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0001-6443-4922,0000-0002-4565-0256,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
53fee439-aba3-4fec-9e59-8d8423807c8f,KONZ_045.basePlot.cfc,D06,KONZ,KONZ_045,tower,grasslandHerbaceous,WGS84,39.103827,-96.561811,20.1,392.1,0.24,NEON.DOC.001024vJ,2022-05-23T17:10:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP9pjZG8ytWEoBoeHe0TR2X0a1dSehW3s+k=,A00000319924,OK,Cekj+eelgP9pjZG8ytWEoBoeHe0TR2X0kq+Ane8mRZg=,B00000084851,NA,OK,143,KONZ_045_143,2,0.1,68,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-9241-5582,0000-0001-9167-5158,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
d569098e-8eda-4404-ad2d-fe9cac367143,KONZ_004.basePlot.cfc,D06,KONZ,KONZ_004,distributed,grasslandHerbaceous,WGS84,39.110568,-96.550145,20.2,374.5,0.26,NEON.DOC.001024vJ,2022-05-26T13:34:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP8HxmkpxRAwFoz5OS4NSzFMD14NneG/O6M=,A00000319925,OK,Cekj+eelgP8HxmkpxRAwFoz5OS4NSzFMP9pb8hwUE58=,B00000084852,NA,OK,173,KONZ_004_173,2,0.1,85,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-2135-1091,0000-0002-4565-0256,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
8b13c060-bbe8-4443-9553-fb46c34ca4e1,KONZ_001.basePlot.cfc,D06,KONZ,KONZ_001,distributed,grasslandHerbaceous,WGS84,39.075067,-96.555874,20.1,437.8,0.15,NEON.DOC.001024vJ,2022-05-26T13:36:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP+FtsCbsa7Fx9aIsCCt7w3+Ls1hd8MkGwk=,A00000319929,OK,Cekj+eelgP+FtsCbsa7Fx9aIsCCt7w3+owndpGsPItM=,B00000084856,NA,OK,75,KONZ_001_075,2,0.1,23,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0001-6443-4922,0000-0002-9241-5582,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
39edafc4-67cb-426e-9992-cafd2a06465d,KONZ_005.basePlot.cfc,D06,KONZ,KONZ_005,distributed,grasslandHerbaceous,WGS84,39.082563,-96.566704,20.1,424,0.19,NEON.DOC.001024vJ,2022-05-26T14:42:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM1yCOXq3P0Gec=,A00000319940,OK,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM14bNNXpuyq/k=,B00000084867,NA,OK,120,KONZ_005_120,2,0.1,27,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-9241-5582,0000-0001-6443-4922,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
dde0c62d-4079-4bb9-b184-ca7dc1385b81,KONZ_024.basePlot.cfc,D06,KONZ,KONZ_024,distributed,deciduousForest,WGS84,39.110903,-96.552209,20.2,351,0.17,NEON.DOC.001024vJ,2022-05-26T14:47:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP9P1Up66iRoAFLDIp0SbyNr5Z+8b1oZvDg=,A00000319926,OK,Cekj+eelgP9P1Up66iRoAFLDIp0SbyNruTOOkWMnVMc=,B00000084853,NA,OK,28,KONZ_024_028,2,0.1,25,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-2135-1091,0000-0002-4565-0256,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
040b99d2-15ab-496a-a6d6-76282eb04783,KONZ_008.basePlot.cfc,D06,KONZ,KONZ_008,distributed,grasslandHerbaceous,WGS84,39.108081,-96.545368,20.1,382.7,0.15,NEON.DOC.001024vJ,2022-05-26T15:39:00Z,2022-06-14,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP8/q2AoGGZ6ckfLQbXG/kI+2YD3xVd2rk4=,A00000319935,OK,Cekj+eelgP8/q2AoGGZ6ckfLQbXG/kI+LE2Bu4XkhE0=,B00000084862,NA,OK,66,KONZ_008_066,2,0.1,35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-2135-1091,0000-0002-4565-0256,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
4aba5423-1689-4d95-8ff7-6f35ddc83160,KONZ_003.basePlot.cfc,D06,KONZ,KONZ_003,distributed,grasslandHerbaceous,WGS84,39.088076,-96.570347,20.1,404.2,0.14,NEON.DOC.001024vJ,2022-05-26T15:58:00Z,2022-06-13,OK,31_400,Herbaceous clip strip,clippers,Cekj+eelgP9s9pDMbarmFzCooO2LsFc0hhLqLCW6PYE=,A00000319922,OK,Cekj+eelgP9s9pDMbarmFzCooO2LsFc03Z+8wATmKDs=,B00000084849,NA,OK,171,KONZ_003_171,2,0.1,35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-7766-4855,0000-0001-6443-4922,NA,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_fieldData
