dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_001,WREF_001.basePlot.bgc,M,4,208.6,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_001,WREF_001.basePlot.bgc,O,2,NA,2019,2019,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_003,WREF_003.basePlot.bgc,M,3,NA,2019,2019,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_003,WREF_003.basePlot.bgc,O,2,56.5,2021,2021,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_004,WREF_004.basePlot.bgc,M,3,NA,2019,2019,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_004,WREF_004.basePlot.bgc,O,2,37.7,2021,2021,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_005,WREF_005.basePlot.bgc,M,4,252.6,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_005,WREF_005.basePlot.bgc,O,1,30.4,2023,2023,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_007,WREF_007.basePlot.bgc,M,4,202.7,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_007,WREF_007.basePlot.bgc,O,2,30,2021,2021,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_008,WREF_008.basePlot.bgc,M,3,NA,2019,2019,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_008,WREF_008.basePlot.bgc,O,2,34.2,2021,2021,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_070,WREF_070.basePlot.bgc,M,4,181.3,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_070,WREF_070.basePlot.bgc,O,1,NA,2019,2019,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_071,WREF_071.basePlot.bgc,M,4,87.3,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_071,WREF_071.basePlot.bgc,O,2,4.7,2021,2021,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_072,WREF_072.basePlot.bgc,M,4,32.2,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_072,WREF_072.basePlot.bgc,O,3,27.9,2020.3333333333333,2020.3333333333333,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_073,WREF_073.basePlot.bgc,M,4,159.3,2020,2020,gram,NA,NA
DP1.10086.001,WREF,sls_bgcSubsampling,2018-2024,WREF,WREF_073,WREF_073.basePlot.bgc,O,1,NA,2019,2019,gram,NA,NA
