dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_001,KONZ_001.basePlot.cfc,distributed,Cekj+eelgP+FtsCbsa7Fx9aIsCCt7w3+Ls1hd8MkGwk=,A00000319929,1,7.48,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_002,KONZ_002.basePlot.cfc,distributed,Cekj+eelgP9EQU0Al2SAyA7rOr58l0LehYPCzt3n39U=,A00000319927,1,7.52,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_003,KONZ_003.basePlot.cfc,distributed,Cekj+eelgP9s9pDMbarmFzCooO2LsFc0hhLqLCW6PYE=,A00000319922,1,7.74,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_004,KONZ_004.basePlot.cfc,distributed,Cekj+eelgP8HxmkpxRAwFoz5OS4NSzFMD14NneG/O6M=,A00000319925,1,6.27,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_005,KONZ_005.basePlot.cfc,distributed,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM1yCOXq3P0Gec=,A00000319940,1,6.45,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_006,KONZ_006.basePlot.cfc,distributed,Cekj+eelgP+cMuvhPkH2BQNlxZxjUdkHtaHXauXrAdQ=,A00000319934,1,8.39,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_007,KONZ_007.basePlot.cfc,distributed,Cekj+eelgP8hUU9GdNe5XW9OYG5OJKCuU431HDG4yeE=,A00000319938,1,6.91,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_008,KONZ_008.basePlot.cfc,distributed,Cekj+eelgP8/q2AoGGZ6ckfLQbXG/kI+2YD3xVd2rk4=,A00000319935,1,7.93,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_009,KONZ_009.basePlot.cfc,distributed,Cekj+eelgP9Fy+DOcsp9U/990fgyQRDR9+CUP/Y7Dwg=,A00000319930,1,5.36,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_010,KONZ_010.basePlot.cfc,distributed,Cekj+eelgP/O8PU4swAXHJ+XKq1FUBWH0c8aiH/+X/w=,A00000319932,1,6.9,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_011,KONZ_011.basePlot.cfc,distributed,Cekj+eelgP/sGcPrqr9Pzpo1lrtVb9zTy62sY/VohfM=,A00000319928,1,8.84,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_012,KONZ_012.basePlot.cfc,distributed,Cekj+eelgP8BVlPglPP6672fYWsKGYA/B9GuuHE9/Zg=,A00000319933,1,8.82,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_013,KONZ_013.basePlot.cfc,distributed,Cekj+eelgP8HXcbi/ODa07AfH9xxtnBqG/LpxIQkOi8=,A00000319936,1,9.33,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_014,KONZ_014.basePlot.cfc,distributed,Cekj+eelgP8rqN6W/F1q6bBAuiaNuWt73npWBA8yXeg=,A00000319937,1,6.13,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_015,KONZ_015.basePlot.cfc,distributed,Cekj+eelgP/mkglYrwe66hvLkiWblTto1jWAy+DlPAo=,A00000319931,1,8.69,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_024,KONZ_024.basePlot.cfc,distributed,Cekj+eelgP9P1Up66iRoAFLDIp0SbyNr5Z+8b1oZvDg=,A00000319926,1,2.47,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_042,KONZ_042.basePlot.cfc,tower,Cekj+eelgP8YwVIKeX8KmGqt7vam/3E9fuNiu9o485g=,A00000319923,1,4.66,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_043,KONZ_043.basePlot.cfc,tower,Cekj+eelgP8twWen9yIBWCNegyMjyXHq1c2MjkHE/WI=,A00000319941,1,7.36,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_045,KONZ_045.basePlot.cfc,tower,Cekj+eelgP9pjZG8ytWEoBoeHe0TR2X0a1dSehW3s+k=,A00000319924,1,6.84,2022,2022,gram,NA,NA
DP1.10026.001,KONZ,cfc_chemistrySubsampling,2022,KONZ,KONZ_046,KONZ_046.basePlot.cfc,tower,Cekj+eelgP83+pvaUJG6ubdMpGasiFamQWPbEtQ4Xx0=,A00000319939,1,7.49,2022,2022,gram,NA,NA
