uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,tissueDescriptor,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
f05ee7ac-b08d-4b97-84e3-95ada7d1da50,LAJA_044.basePlot.cfc,D04,LAJA,tower,Ar6g0CWrZRBd503GeBdeAZ5O11SS7QREa3ntd6t3FfU=,A00000111046,2020-09-08T11:26:00Z,Ar6g0CWrZRBd503GeBdeAZ5O11SS7QREVl0KAd+hawQ=,NA,OK,NA,2020-09-09T18:16:00Z,0000-0001-5314-0662,1.71,2020-09-09T18:16:00Z,2020-09-17T19:00:00Z,0.516,0000-0001-5388-9729,10,6200.3,97,83.3,0.302,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
b36b0197-c8fa-475d-8a1f-736135a18c7a,LAJA_042.basePlot.cfc,D04,LAJA,tower,Ar6g0CWrZRAHbC+0y2ZpVqeGQEAzGzGQ64UylrC762M=,A00000111045,2020-09-08T12:46:00Z,Ar6g0CWrZRAHbC+0y2ZpVqeGQEAzGzGQ0EgFaiDs3Go=,NA,OK,NA,2020-09-09T16:33:00Z,0000-0001-5314-0662,1.156,2020-09-09T16:33:00Z,2020-09-17T19:00:00Z,0.379,0000-0001-5388-9729,8,6805.4,97,55.7,0.328,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
815651de-4edd-4a4d-8a3c-60d41b111967,LAJA_046.basePlot.cfc,D04,LAJA,tower,Ar6g0CWrZRAdmcYYgYd0Imc8ChLpwe9Ws4jTRc6xmAA=,A00000111044,2020-09-08T13:27:00Z,Ar6g0CWrZRAdmcYYgYd0Imc8ChLpwe9WhIWaiD13Y7U=,NA,OK,NA,2020-09-09T16:02:00Z,0000-0001-5314-0662,1.011,2020-09-09T16:02:00Z,2020-09-17T19:00:00Z,0.37,0000-0001-5388-9729,6,4357,97,84.9,0.366,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
20c7cb69-c542-4495-bd07-c4566f26ed84,LAJA_017.basePlot.cfc,D04,LAJA,distributed,Ar6g0CWrZRDvEug1xYJXK45WrUBDn9c5iekccVB2UNc=,A00000111047,2020-09-08T14:20:00Z,Ar6g0CWrZRDvEug1xYJXK45WrUBDn9c5O/zISzQIlXc=,NA,OK,NA,2020-09-08T20:47:00Z,0000-0001-5314-0662,1.302,2020-09-08T20:47:00Z,2020-09-17T19:00:00Z,0.42,0000-0001-5388-9729,20,6652.1,100,63.2,0.323,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
194d2971-2059-4eb6-8669-00020c573a29,LAJA_051.basePlot.cfc,D04,LAJA,tower,Ar6g0CWrZRAiOVXtY893yucH2T0qqQwhVy1vFiKCAAY=,A00000111043,2020-09-08T15:04:00Z,Ar6g0CWrZRAiOVXtY893yucH2T0qqQwhxWNYlN9ANB0=,NA,OK,NA,2020-09-08T21:47:00Z,0000-0001-5314-0662,0.706,2020-09-08T21:47:00Z,2020-09-17T19:00:00Z,0.271,0000-0001-5388-9729,7,2671.6,97,101.3,0.383,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
ef6dfff4-0e08-40bc-b367-bbaac98099f1,LAJA_002.basePlot.cfc,D04,LAJA,distributed,Ar6g0CWrZRDlz60Q7GQRiKbXo9SPlPRL10qzHcB0Kgo=,A00000111062,2020-09-08T15:50:00Z,Ar6g0CWrZRDlz60Q7GQRiKbXo9SPlPRL10l1Smg3SEU=,NA,OK,NA,2020-09-09T18:00:00Z,0000-0001-5314-0662,1.424,2020-09-09T18:00:00Z,2020-09-17T19:00:00Z,0.392,0000-0001-5388-9729,13,5345,97,73.4,0.275,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
70f0110a-7cb6-4217-ac27-85c4b0703d3b,LAJA_010.basePlot.cfc,D04,LAJA,distributed,Ar6g0CWrZRCve5Sg3WtR09D5UsvlfdaMKA3+XudmWMU=,A00000111055,2020-09-09T11:36:00Z,Ar6g0CWrZRCve5Sg3WtR09D5UsvlfdaMpsrNOJbOlNo=,NA,OK,NA,2020-09-10T16:26:00Z,0000-0001-5314-0662,0.91,2020-09-10T16:31:00Z,2020-09-17T19:00:00Z,0.334,0000-0001-5388-9729,11,4747.3,100,70.4,0.367,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
11a1bcee-986e-4819-9759-faa982edb6c4,LAJA_005.basePlot.cfc,D04,LAJA,distributed,Ar6g0CWrZRAE7HddE9FEs4Zfsl3t+9fe9O98oSlZ3Fs=,A00000111054,2020-09-09T12:05:00Z,Ar6g0CWrZRAE7HddE9FEs4Zfsl3t+9feceKR+veriTA=,NA,OK,NA,2020-09-10T16:00:00Z,0000-0001-5314-0662,2.609,2020-09-10T16:20:00Z,2020-09-17T19:00:00Z,0.672,0000-0001-5388-9729,9,14639.9,97,45.9,0.258,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
f2ca9be1-632d-4454-acda-86daecfb88bf,LAJA_003.basePlot.cfc,D04,LAJA,distributed,Ar6g0CWrZRA4jpn6DkrjyXlrTJouo1PgkU+o9DMEZf0=,A00000111053,2020-09-09T12:46:00Z,Ar6g0CWrZRA4jpn6DkrjyXlrTJouo1PgCGtmCfjXKlw=,NA,OK,NA,2020-09-10T18:14:00Z,0000-0001-5314-0662,2.356,2020-09-10T18:33:00Z,2020-09-17T19:00:00Z,0.494,0000-0001-5388-9729,7,13302.4,100,37.1,0.21,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
18a1bbf0-a6f6-452c-bd31-7bd74084434e,LAJA_008.basePlot.cfc,D04,LAJA,distributed,Ar6g0CWrZRDOi5qMQxVM1gpJYdxOPvkAVQHq8DeRK24=,A00000111052,2020-09-09T13:16:00Z,Ar6g0CWrZRDOi5qMQxVM1gpJYdxOPvkAL2fLi36O2jw=,NA,OK,NA,2020-09-10T15:10:00Z,0000-0001-5314-0662,0.633,2020-09-10T15:20:00Z,2020-09-17T19:00:00Z,0.171,0000-0001-5388-9729,12,3796.5,100,44.9,0.269,0000-0001-5314-0662,NA,NA,20260106T154938Z,RELEASE-2026,DP1.10026.001,LAJA,2020,cfc_LMA
