uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF,publicationDate,release,dpID,site_download,year_download,source_table
91e88c79-b686-4e13-96f7-b431af544d43,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-06-06T16:45:00Z,2022-06-06T16:45:00Z,2022-06-21,ONAQ_002-M-23-20220606,A00000286910,ONAQ_002-M-23-20220606-PH,NEON.DOC.014048vO,M,8.36,7.76,10.3,10,1,10.3,20,1.9,NA,0000-0003-1904-3337,NA,20251217T193610Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
84125bb9-7168-4909-83f0-6c1351a1e4b9,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-06-06T17:01:00Z,2022-06-06T17:01:00Z,2022-06-21,ONAQ_002-M-21-20220606,A00000286909,ONAQ_002-M-21-20220606-PH,NEON.DOC.014048vO,M,8.35,7.78,10.4,10,1,10.4,20,1.9,NA,0000-0003-1904-3337,NA,20251217T193610Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
68d5ae0b-5381-4603-be5c-09e3e7cd413f,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-06-06T17:14:00Z,2022-06-06T17:14:00Z,2022-06-21,ONAQ_002-M-39-20220606,A00000286925,ONAQ_002-M-39-20220606-PH,NEON.DOC.014048vO,M,8.93,7.99,10.2,10,1,10.2,20,2,NA,0000-0003-1904-3337,NA,20251217T193610Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
8f8d189b-ba1a-4afc-9838-9b0df0ea33da,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-03-21T17:44:00Z,2022-03-21T17:44:00Z,2022-04-12,ONAQ_002-M-21-20220321,A00000116020,ONAQ_002-M-21-20220321-PH,NEON.DOC.014048vO,M,8.18,7.61,10.1,10,1,10.1,20,2,NA,0000-0002-1727-2294,NA,20251217T193846Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
bb161694-9270-4ca6-bdc4-8200697c38ea,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-03-21T18:16:00Z,2022-03-21T18:16:00Z,2022-04-12,ONAQ_002-M-39-20220321,A00000116021,ONAQ_002-M-39-20220321-PH,NEON.DOC.014048vO,M,8.24,7.64,10.2,10,1,10.2,20,2,NA,0000-0002-1727-2294,NA,20251217T193846Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
f7b2ccda-13ad-4ea7-a151-33df85c3a8a8,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-03-21T18:31:00Z,2022-03-21T18:31:00Z,2022-04-12,ONAQ_002-M-41-20220321,A00000115990,ONAQ_002-M-41-20220321-PH,NEON.DOC.014048vO,M,8.19,7.6,10.1,10,1,10.1,20,2,NA,0000-0002-1727-2294,NA,20251217T193846Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
176fed72-8a2e-41a4-b0c0-68261422e739,D15,ONAQ,ONAQ_002,ONAQ_002.basePlot.bgc,2022-10-26T17:26:00Z,2022-10-26T17:26:00Z,2022-11-03,ONAQ_002-M-23-20221026,A00000287927,ONAQ_002-M-23-20221026-PH,NEON.DOC.014048vO,M,8.43,7.66,10.3,10,1,10.3,20,1.9,NA,0000-0001-8247-7977,NA,20251217T193639Z,RELEASE-2026,DP1.10086.001,ONAQ,2022,sls_soilpH
