uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
623ee74e-3482-4d62-995d-b9d8c0173e9e,JORN_011.basePlot.cfc,D14,JORN,JORN_011,distributed,NrWJnEy30paiSqN+9z7T0vb6Y1PPMSPdlc3fy0lSY1E=,A00000355422,2022-08-29T19:34:00Z,2022-09-01T19:30:00Z,2022-09-09T17:39:00Z,OK,NrWJnEy30paiSqN+9z7T0vb6Y1PPMSPdFHlcT8zk5Hc=,A00000355977,NrWJnEy30paiSqN+9z7T0vb6Y1PPMSPdgYtx58WXY6mFhyqBWB1D6w==,A00000355960,NrWJnEy30paiSqN+9z7T0vb6Y1PPMSPdNq0lbfQOvak=,A00000355939,2.97,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
ce8855b2-fed3-4b48-8f0d-721fcac81979,JORN_001.basePlot.cfc,D14,JORN,JORN_001,distributed,NrWJnEy30pbt+dOpNyz1JZ/gy8NL8mN0qRr5sTWz4HQ=,A00000355437,2022-08-29T21:45:00Z,2022-09-01T19:30:00Z,2022-09-08T20:20:00Z,OK,NrWJnEy30pbt+dOpNyz1JZ/gy8NL8mN0cmtnx64jUw4=,A00000355979,NrWJnEy30pbt+dOpNyz1JZ/gy8NL8mN0obzb1X0ZVF3jF+PL2XzTsA==,A00000355966,NrWJnEy30pbt+dOpNyz1JZ/gy8NL8mN0NUp2idwIBXE=,A00000355946,7.4,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
2d388f1e-46a4-425a-80a1-972cfe0d159d,JORN_001.basePlot.cfc,D14,JORN,JORN_001,distributed,NrWJnEy30palUinYjroI3xIUzpcKuo4o9BmqUX9DvOQ=,A00000355312,2022-08-30T13:50:00Z,2022-09-01T19:30:00Z,2022-09-09T16:25:00Z,OK,NrWJnEy30palUinYjroI3xIUzpcKuo4oVvQbYD+RYDY=,A00000355981,NrWJnEy30palUinYjroI3xIUzpcKuo4osEHSSsMBkZZ6oYIOMTfwZw==,A00000355965,NrWJnEy30palUinYjroI3xIUzpcKuo4oBpnxlgS+4P4=,A00000355947,1.6,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
3283869f-9993-4b6c-9152-907d99ef5eec,JORN_001.basePlot.cfc,D14,JORN,JORN_001,distributed,NrWJnEy30palUinYjroI35or/0tYTJyDDi7eYrKXNCo=,A00000355295,2022-08-30T14:48:00Z,2022-09-01T19:30:00Z,2022-09-09T13:21:00Z,OK,NrWJnEy30palUinYjroI35or/0tYTJyDr/cZMJAUOTE=,A00000355985,NrWJnEy30palUinYjroI35or/0tYTJyDdZl/vMtbWtyb6JHumpqUbg==,A00000355962,NrWJnEy30palUinYjroI35or/0tYTJyDjm4FGrh6EDg=,A00000355948,1.07,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
5f0458df-2c5d-4473-b1da-e0d0cc714fe8,JORN_002.basePlot.cfc,D14,JORN,JORN_002,distributed,NrWJnEy30pbhSG614nyBEB9N4c0Vg5O9ZHZyOFmTgu8=,A00000355421,2022-08-30T16:07:00Z,2022-09-01T19:30:00Z,2022-09-09T15:08:00Z,OK,NrWJnEy30pbhSG614nyBEB9N4c0Vg5O9BElvrNCHJKo=,A00000355978,NrWJnEy30pbhSG614nyBEB9N4c0Vg5O9sMXM5JizGRM=,A00000355969,NrWJnEy30pbhSG614nyBEB9N4c0Vg5O9+zs2pB1fzQ4=,A00000355953,8.95,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
82f65854-7e3a-415c-8a55-262df7da4324,JORN_002.basePlot.cfc,D14,JORN,JORN_002,distributed,NrWJnEy30pZxH/6PUXNbX3+4Fr+xthrXneVNhnZwdj4=,A00000355293,2022-08-30T16:20:00Z,2022-09-01T19:18:00Z,2022-09-08T20:56:00Z,OK,NrWJnEy30pZxH/6PUXNbX3+4Fr+xthrX8+9JxUjTARE=,A00000355982,NrWJnEy30pZxH/6PUXNbX3+4Fr+xthrX8wHRW/rZr7DGAQ2Spix11A==,A00000355970,NrWJnEy30pZxH/6PUXNbX3+4Fr+xthrXKW2IfHVDY8A=,A00000355954,6.61,NA,0000-0001-6592-4421,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
b41cdb45-9769-46dc-95e4-165ad96c5391,JORN_003.basePlot.cfc,D14,JORN,JORN_003,distributed,NrWJnEy30pbcpw8EaMiyiL21KUUfPRkilUpAd98doRI=,A00000355278,2022-08-30T17:40:00Z,2022-09-01T19:26:00Z,2022-09-14T14:56:00Z,OK,NrWJnEy30pbcpw8EaMiyiL21KUUfPRkiY2b6ITkXj+8=,A00000355975,NrWJnEy30pbcpw8EaMiyiL21KUUfPRkisx+E/7PAVB4=,A00000355951,NrWJnEy30pbcpw8EaMiyiL21KUUfPRkiwGab9DxRbMw=,A00000355934,8.12,NA,0000-0001-6592-4421,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
f30ba073-284d-4149-8608-a7ed1ba331e9,JORN_009.basePlot.cfc,D14,JORN,JORN_009,distributed,NrWJnEy30pawL8XCla3vZIOvcKUKVHrD4zKRWeMY820=,A00000355358,2022-08-30T19:00:00Z,2022-09-01T19:30:00Z,2022-09-08T22:37:00Z,OK,NrWJnEy30pawL8XCla3vZIOvcKUKVHrDxj/8KudidHc=,A00000355973,NrWJnEy30pawL8XCla3vZIOvcKUKVHrD4kwVEJPn4O4sm5YsQSmKqQ==,A00000355958,NrWJnEy30pawL8XCla3vZIOvcKUKVHrDGX9qSL901Xw=,A00000355944,7.38,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
790f2fa3-10a6-41f9-9947-f0398fcddd13,JORN_009.basePlot.cfc,D14,JORN,JORN_009,distributed,NrWJnEy30paXWVwPGNeLA8B3YD6xVqKltNpRdY49Bx0=,A00000355311,2022-08-30T19:33:00Z,2022-09-01T19:30:00Z,2022-09-14T17:32:00Z,OK,NrWJnEy30paXWVwPGNeLA8B3YD6xVqKlph3eoaCfpr0=,A00000355972,NrWJnEy30paXWVwPGNeLA8B3YD6xVqKlb0HyJ8T9KtU=,A00000355959,NrWJnEy30paXWVwPGNeLA8B3YD6xVqKlY4lOeW1hVT4=,A00000355938,8.54,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
bbf7f458-3913-4463-81a1-2210104b89fc,JORN_007.basePlot.cfc,D14,JORN,JORN_007,distributed,NrWJnEy30pYr4GLSTAZ24x3y7hW+Ma+ewdsKP6PKpFc=,A00000355406,2022-08-30T20:21:00Z,2022-09-01T19:30:00Z,2022-09-14T15:40:00Z,OK,NrWJnEy30pYr4GLSTAZ24x3y7hW+Ma+eNs0kvO0vGes=,A00000355983,NrWJnEy30pYr4GLSTAZ24x3y7hW+Ma+e3Sk06+hHruBC8JSjTu9Aog==,A00000355963,NrWJnEy30pYr4GLSTAZ24x3y7hW+Ma+eH4AYM6Tx8cY=,A00000355935,9.54,NA,0000-0003-3879-1971,NA,NA,20260106T154441Z,RELEASE-2026,DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
