dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_001,TREE_001.basePlot.bgc,M,3,267.8333333333333,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_002,TREE_002.basePlot.bgc,M,2,109.35,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_002,TREE_002.basePlot.bgc,O,3,41.166666666666664,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_003,TREE_003.basePlot.bgc,M,3,195.6,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_004,TREE_004.basePlot.bgc,O,3,45.5,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_006,TREE_006.basePlot.bgc,M,3,174.73333333333335,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_014,TREE_014.basePlot.bgc,M,3,262.56666666666666,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_041,TREE_041.basePlot.bgc,M,3,161.63333333333333,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_046,TREE_046.basePlot.bgc,M,3,162.7,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_049,TREE_049.basePlot.bgc,M,3,198.06666666666666,2020,2020,gram,NA,NA
DP1.10086.001,TREE,sls_bgcSubsampling,2018-2024,TREE,TREE_050,TREE_050.basePlot.bgc,M,3,202.86666666666667,2020,2020,gram,NA,NA
