uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
885a8788-583a-414e-a355-de0afc6b7849,D12,YELL,2020-08-01,2020-08-01,YELL-20200801-BREF1,YELL-20200801-BREF1-A,B00000038779,YELL-20200801-BREF1-B,B00000038778,YELL-20200801-BREF1-C,B00000038780,NA,NA,20251217T193852Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
42740f55-3f6d-488c-9b5e-55a32ef7f874,D12,YELL,2020-07-09,2020-07-09,YELL-20200709-BREF1,YELL-20200709-BREF1-A,B00000038696,YELL-20200709-BREF1-B,B00000038697,YELL-20200709-BREF1-C,B00000038695,NA,NA,20251217T193652Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
506d1b75-d15a-4013-b183-071d7e757165,D12,YELL,2020-07-10,2020-07-10,YELL-20200710-BREF1,YELL-20200710-BREF1-A,B00000038704,YELL-20200710-BREF1-B,B00000038705,YELL-20200710-BREF1-C,B00000038703,NA,NA,20251217T193652Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
988948ca-0262-4068-af6d-d1697e4ee762,D12,YELL,2020-07-11,2020-07-11,YELL-20200711-BREF1,YELL-20200711-BREF1-A,B00000038723,YELL-20200711-BREF1-B,B00000038722,YELL-20200711-BREF1-C,B00000038721,NA,NA,20251217T193652Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
5c76b193-4a2c-40b2-9e15-ad906c59b105,D12,YELL,2020-07-30,2020-07-30,YELL-20200730-BREF1,YELL-20200730-BREF1-A,B00000038785,YELL-20200730-BREF1-B,B00000038784,YELL-20200730-BREF1-C,B00000038786,NA,NA,20251217T193652Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
f1888e95-6bd4-40b0-b363-7d60927c78ea,D12,YELL,2020-07-31,2020-07-31,YELL-20200731-BREF1,YELL-20200731-BREF1-A,B00000038782,YELL-20200731-BREF1-B,B00000038783,YELL-20200731-BREF1-C,B00000038781,NA,NA,20251217T193652Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
15d08653-125f-48b5-8573-43fb66870e88,D12,YELL,2020-09-16,2020-09-16,YELL-20200916-BREF1,YELL-20200916-BREF1-A,B00000115691,YELL-20200916-BREF1-B,B00000115700,YELL-20200916-BREF1-C,B00000115692,NA,NA,20251217T193758Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
31b7c484-3089-43cb-a50a-022964eafce5,D12,YELL,2020-09-17,2020-09-17,YELL-20200917-BREF1,YELL-20200917-BREF1-A,B00000115704,YELL-20200917-BREF1-B,B00000115695,YELL-20200917-BREF1-C,B00000115705,NA,NA,20251217T193758Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
9b564b86-b81e-4e3a-b3e8-dd8ae80d1dce,D12,YELL,2020-09-23,2020-09-23,YELL-20200923-BREF1,YELL-20200923-BREF1-A,B00000115698,YELL-20200923-BREF1-B,B00000115699,YELL-20200923-BREF1-C,B00000115697,NA,NA,20251217T193758Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
f740df4a-4099-4dfb-bad8-03beec96a861,D12,YELL,2020-09-25,2020-09-25,YELL-20200925-BREF1,YELL-20200925-BREF1-A,B00000115707,YELL-20200925-BREF1-B,B00000115708,YELL-20200925-BREF1-C,B00000115706,NA,NA,20251217T193758Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
1f9ae721-cdef-4a97-a7e0-3560c68c005e,D12,YELL,2020-10-07,2020-10-07,YELL-20201007-BREF1,YELL-20201007-BREF1-A,B00000115715,YELL-20201007-BREF1-B,B00000115711,YELL-20201007-BREF1-C,B00000115712,NA,NA,20251217T193823Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
6c9c30f6-0e0e-47d3-848c-ec9eb6c19687,D12,YELL,2020-10-09,2020-10-09,YELL-20201009-BREF1,YELL-20201009-BREF1-A,B00000115713,YELL-20201009-BREF1-B,B00000115714,NA,NA,NA,NA,20251217T193823Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
58757ed0-d566-44e7-a78c-a6c4c005d72c,D12,YELL,2020-10-14,2020-10-14,YELL-20201014-BREF1,YELL-20201014-BREF1-A,B00000115730,YELL-20201014-BREF1-B,B00000115728,YELL-20201014-BREF1-C,B00000115729,NA,NA,20251217T193823Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
11a29b97-cdce-43bf-9650-8fb62dd8ade8,D12,YELL,2020-10-16,2020-10-16,YELL-20201016-BREF1,YELL-20201016-BREF1-A,B00000115726,YELL-20201016-BREF1-B,B00000115727,NA,NA,NA,NA,20251217T193823Z,RELEASE-2026,DP1.10086.001,YELL,2020,ntr_internalLabBlanks
