uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,cnSampleID,cnSampleCode,collectDate,analysisDate,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
6c9a703c-d01f-4986-b8f5-5091c9af3edc,BLAN_031.basePlot.cfc,D02,BLAN,BLAN_031,tower,9bPqo9r3ZrMLlECH3r51rpuDDNxgCfYnWXZ2WVggK0g=,NA,9bPqo9r3ZrMLlECH3r51rpuDDNxgCfYnE+a4W3WM4Co=,A00000162128,2020-08-17T13:37:00Z,2021-01-08,N,3.4,-15.5,1.75,46.15,26.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
2ec79ebe-a844-4ecd-95f3-8a20baec64bb,BLAN_055.basePlot.cfc,D02,BLAN,BLAN_055,tower,9bPqo9r3ZrNX8vJey56QuUi0m54y7uQSF2Hnko2yMS0=,NA,9bPqo9r3ZrNX8vJey56QuUi0m54y7uQS66kalLpN9zk=,A00000162021,2020-08-17T14:05:00Z,2021-01-05,N,-1.7,-29.6,1.8,49.3,27.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
023421d4-fbc5-4866-82ec-a55802f9183a,BLAN_038.basePlot.cfc,D02,BLAN,BLAN_038,tower,9bPqo9r3ZrOuujdlsPoIq4EihTERhNJ6/UKTopMT/98=,NA,9bPqo9r3ZrOuujdlsPoIq4EihTERhNJ6P4wcR68/7O4=,A00000162143,2020-08-17T14:21:00Z,2021-01-05,N,1.8,-18.7,2.27,47.9,21.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
6ea50f8a-33cf-4d8e-bd67-90a5781e3dd4,BLAN_055.basePlot.cfc,D02,BLAN,BLAN_055,tower,9bPqo9r3ZrP/IYACrQCXJFUZanIvngSCUrocq1vSxvQ=,NA,9bPqo9r3ZrP/IYACrQCXJFUZanIvngSCilWCex7i8fY=,A00000162183,2020-08-17T15:16:00Z,2021-01-05,N,0.6,-26.3,1.36,52.75,38.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
98bab83f-75ad-4acf-82c8-a42ea80d0fe8,BLAN_032.basePlot.cfc,D02,BLAN,BLAN_032,tower,9bPqo9r3ZrNNEzYCrLK71mIqtpxFH1DjRyJHEM+vNUk=,NA,9bPqo9r3ZrNNEzYCrLK71mIqtpxFH1DjznHHsM7IWu0=,A00000162144,2020-08-17T15:23:00Z,2021-01-08,N,-1.2,-30.6,2,48.7,24.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
2d9ebb1e-3250-435e-8d50-cdcbbb56574d,BLAN_007.basePlot.cfc,D02,BLAN,BLAN_007,distributed,9bPqo9r3ZrOsn06XKPtJ1O0w+dNuMAVax80FA8RIrFk=,NA,9bPqo9r3ZrOsn06XKPtJ1O0w+dNuMAVaKJf4nxvwusc=,A00000162163,2020-08-17T16:15:00Z,2021-01-01,N,-1.4,-30,2.16,48.33,22.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
c4afb06a-ae23-4813-813c-221db5323390,BLAN_004.basePlot.cfc,D02,BLAN,BLAN_004,distributed,9bPqo9r3ZrNKBQJ6HsoC4TGiO2QF5gZSIMK2YUcWTdY=,NA,9bPqo9r3ZrNKBQJ6HsoC4TGiO2QF5gZS5sYGYIFmBN4=,A00000162156,2020-08-17T17:07:00Z,2021-01-01,N,0.4,-27.2,2.12,45.31,21.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
2ebaf3cb-74d9-4e8b-a2fe-b63f7dbdbe4b,BLAN_057.basePlot.cfc,D02,BLAN,BLAN_057,tower,9bPqo9r3ZrNBZGPowHLWA4CG0XmR9dOqYYGox6S95Og=,NA,9bPqo9r3ZrNBZGPowHLWA4CG0XmR9dOq7QxYvv7GC5M=,A00000162131,2020-08-17T17:27:00Z,2021-01-05,N,-0.3,-27.2,2.29,47.75,20.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
c9fbcdfa-52a0-47d4-ac22-95925acf74b8,BLAN_017.basePlot.cfc,D02,BLAN,BLAN_017,distributed,9bPqo9r3ZrOJJg0At4sPvXNcGU2Ut1rG5uPQwEei5FE=,NA,9bPqo9r3ZrOJJg0At4sPvXNcGU2Ut1rGsPgJHwlEUtU=,A00000162149,2020-08-17T17:46:00Z,2021-01-08,N,0.7,-25.4,1.95,51.05,26.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
83369be3-8f48-42bb-a75f-976bffd163f4,BLAN_003.basePlot.cfc,D02,BLAN,BLAN_003,distributed,9bPqo9r3ZrPVekffnzp8zQJqybz5Src1qoUuM2P/8ds=,NA,9bPqo9r3ZrPVekffnzp8zQJqybz5Src1KW4u2IX//n0=,A00000162169,2020-08-17T17:57:00Z,2021-01-01,N,1.9,-14.7,2.5,45.17,18.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T154903Z,RELEASE-2026,DP1.10026.001,BLAN,2020,cfc_carbonNitrogen
