uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,sampleID,sampleCode,cnSampleID,cnSampleCode,sampleType,acidTreatment,co2Trapped,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
648cd93a-0d74-4cfc-814a-2d2734a0e203,2023-12-14,LENO_001.basePlot.bgc,D08,LENO,LENO_001,distributed,2023-06-27T14:35:00Z,2023-06-27T14:35:00Z,LENO_001-M-41-20230627,A00000416608,LENO_001-M-41-20230627-CN,A00000416890,soil,N,N,6.1,-27.3,0.14,1.4,10,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
a7060dd9-9119-4d75-81fe-ed5bc7de66f8,2023-12-14,LENO_001.basePlot.bgc,D08,LENO,LENO_001,distributed,2023-06-27T15:08:00Z,2023-06-27T15:08:00Z,LENO_001-M-39-20230627,A00000416610,LENO_001-M-39-20230627-CN,A00000416869,soil,N,N,6.7,-27.1,0.14,1.39,9.6,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
4a714974-f7cb-48ea-bb34-a2227aa5ae35,2023-12-14,LENO_001.basePlot.bgc,D08,LENO,LENO_001,distributed,2023-06-27T15:08:00Z,2023-06-27T15:08:00Z,LENO_001-M-39-20230627,A00000416610,LENO_001-M-39-20230627-CN,A00000416869,soil,N,N,6.5,-27.3,0.15,1.43,9.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
d9943aab-c999-446c-9ed1-37d5a24e3da0,2023-12-14,LENO_001.basePlot.bgc,D08,LENO,LENO_001,distributed,2023-06-27T15:32:00Z,2023-06-27T15:32:00Z,LENO_001-M-21-20230627,A00000416593,LENO_001-M-21-20230627-CN,A00000233239,soil,N,N,7.2,-26.6,0.13,1.24,9.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
cf03eb3e-fddc-4f46-8140-b8bfc6f7a08d,2023-12-14,LENO_063.basePlot.bgc,D08,LENO,LENO_063,tower,2023-06-27T16:33:00Z,2023-06-27T16:33:00Z,LENO_063-M-39-20230627,A00000416690,LENO_063-M-39-20230627-CN,A00000416868,soil,N,N,4.8,-26.9,0.17,2.04,12.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
18f409b0-b5ff-4946-844c-7986486cc320,2023-12-14,LENO_063.basePlot.bgc,D08,LENO,LENO_063,tower,2023-06-27T16:53:00Z,2023-06-27T16:53:00Z,LENO_063-M-41-20230627,A00000416691,LENO_063-M-41-20230627-CN,A00000416873,soil,N,N,4.4,-26.2,0.12,1.35,11.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
d6efda25-07c6-482e-aaea-b0c87759df7f,2023-12-14,LENO_063.basePlot.bgc,D08,LENO,LENO_063,tower,2023-06-27T17:10:00Z,2023-06-27T17:10:00Z,LENO_063-M-23-20230627,A00000416669,LENO_063-M-23-20230627-CN,A00000233279,soil,N,N,4.1,-26.7,0.12,1.38,11.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
6c08c7ef-c60a-4e01-82cb-7ded439e8764,2023-12-14,LENO_005.basePlot.bgc,D08,LENO,LENO_005,distributed,2023-06-27T17:18:00Z,2023-06-27T17:18:00Z,LENO_005-M-21-20230627,A00000416605,LENO_005-M-21-20230627-CN,A00000233277,soil,N,N,5.8,-27.3,0.15,1.63,10.7,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
166be3a9-a563-4e7f-8073-54d455ffa152,2023-12-14,LENO_005.basePlot.bgc,D08,LENO,LENO_005,distributed,2023-06-27T17:43:00Z,2023-06-27T17:43:00Z,LENO_005-M-23-20230627,A00000416606,LENO_005-M-23-20230627-CN,A00000416884,soil,N,N,3.4,-27.6,0.06,0.63,11.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
27997c7c-2467-40c1-9c10-dad2ddddb83d,2023-12-14,LENO_064.basePlot.bgc,D08,LENO,LENO_064,tower,2023-06-27T17:56:00Z,2023-06-27T17:56:00Z,LENO_064-M-39-20230627,A00000416692,LENO_064-M-39-20230627-CN,A00000416888,soil,N,N,5.5,-26.6,0.12,1.6,13.7,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,ZjWX5bqkyMQiRv1XOCD7+A==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20251217T193824Z,RELEASE-2026,DP1.10086.001,LENO,2023,sls_soilChemistry
