uid,startDate,endDate,domainID,siteID,downloadFileName,downloadFileUrl,shapefileAopYear,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
d4c3afbe-915c-4587-92b0-2966d0a99d6d,2022-05-16,2022-06-09,D07,ORNL,ORNL-2022-polygons-v2.zip,https://storage.neonscience.org/neon-crown-shapefiles/ORNL-2022-polygons-v2.zip,2021,NA,20260106T154957Z,RELEASE-2026,DP1.10026.001,ORNL,2022,cfc_shapefile
