uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,foliarPhosphorusQF,foliarPotassiumQF,foliarCalciumQF,foliarMagnesiumQF,foliarSulfurQF,foliarManganeseQF,foliarIronQF,foliarCopperQF,foliarBoronQF,foliarZincQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
44f165f6-361f-40fd-9606-603bc32306b8,CLBJ_041.basePlot.cfc,D11,CLBJ,CLBJ_041,distributed,+Bzwz4UdNwTbcq+85vzPJcvK57GikbmTM480sL3Abdg=,A00000420741,+Bzwz4UdNwTbcq+85vzPJcvK57GikbmTfKIBXKOfflc=,A00000420565,2024-06-04T14:35:00Z,2024-10-04,1,0.203,25,0.104,0.632,1.046,0.328,0.132,249.1,47.5,8,58.6,17.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T154545Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
9a6bfa6f-58d8-4e52-bd65-ec49d84db804,CLBJ_041.basePlot.cfc,D11,CLBJ,CLBJ_041,distributed,+Bzwz4UdNwTYyt9k90H0Zdd7hch/Nb7MPeX2N8CvSE8=,A00000420742,+Bzwz4UdNwTYyt9k90H0Zdd7hch/Nb7M1vF2M0NShW5Q6DJcrvftIg==,A00000420547,2024-06-04T14:35:00Z,2024-10-04,1,0.202,25,0.102,0.726,1.333,0.345,0.156,135,39.8,4,32.4,8.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T154545Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
2539249e-d2df-45c8-81eb-8921697df744,CLBJ_051.basePlot.cfc,D11,CLBJ,CLBJ_051,distributed,+Bzwz4UdNwRkjoE9n1+vrCzTy8K2buNwEOVXuIiiP3w=,A00000421154,+Bzwz4UdNwRkjoE9n1+vrCzTy8K2buNwFlLOx4oFgSQ=,A00000420623,2024-06-04T17:27:00Z,2024-10-04,1,0.2,25,0.063,0.672,0.859,0.306,0.08,555.6,43.1,3.8,34.6,17.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T154545Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
38f4d0b1-5f94-42bc-b9ae-071b28d61996,CLBJ_051.basePlot.cfc,D11,CLBJ,CLBJ_051,distributed,+Bzwz4UdNwSSXDA8VhTykweEQUv/LN+bugSRiDRu21Y=,A00000420740,+Bzwz4UdNwSSXDA8VhTykweEQUv/LN+bZWwBoqSz0kM=,A00000420592,2024-06-04T17:27:00Z,2024-10-04,1,0.193,25,0.07,0.589,0.912,0.267,0.086,297.1,24.4,6.6,42.3,12.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T154545Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
3149edde-e6a5-4968-834f-e8581f151522,CLBJ_032.basePlot.cfc,D11,CLBJ,CLBJ_032,distributed,+Bzwz4UdNwR8QoErHxHC0u7jNX8uVEfREUq4VMxeC0o=,A00000421245,+Bzwz4UdNwR8QoErHxHC0u7jNX8uVEfRmIgtyvvILF0=,A00000420550,2024-05-14T15:03:00Z,2024-10-04,1,0.198,25,0.134,1.347,0.744,0.236,0.153,59,123.4,6,15.9,37.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T155259Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
a970808c-d7fa-404b-9ad4-776320823837,CLBJ_041.basePlot.cfc,D11,CLBJ,CLBJ_041,distributed,+Bzwz4UdNwSgSPMNhaN+WL9dB6FoXdytbxaOVyPvnk0=,A00000419751,+Bzwz4UdNwSgSPMNhaN+WL9dB6FoXdyt2ysbiIeO7NM=,A00000420596,2024-05-14T16:43:00Z,2024-10-04,1,0.205,25,0.111,1.531,0.862,0.188,0.127,60.5,60.8,8.6,18.9,29.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T155259Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
12687d75-67df-4b43-9c91-47e908e4ea9e,CLBJ_025.basePlot.cfc,D11,CLBJ,CLBJ_025,tower,+Bzwz4UdNwTesgxgVegeknyWNr3V8n3Xy7CzG1kFaHk=,A00000419770,+Bzwz4UdNwTesgxgVegeknyWNr3V8n3XxIR9PaWto09GfTAxFTuUXw==,A00000420588,2024-05-15T14:55:00Z,2024-10-04,1,0.2,25,0.098,0.808,0.991,0.174,0.131,71.4,35.4,3.9,19.6,7.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T155259Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
c4f85680-e88d-4506-82b6-0e7ee2842f78,CLBJ_001.basePlot.cfc,D11,CLBJ,CLBJ_001,tower,+Bzwz4UdNwRuKiaPM//J3gE48RZtHLlQyFu/iKmACek=,A00000419769,+Bzwz4UdNwRuKiaPM//J3gE48RZtHLlQLt6I0v080yU=,A00000420627,2024-05-15T15:46:00Z,2024-10-04,1,0.203,25,0.11,1.232,1.156,0.161,0.152,129.4,59.9,7.4,17.1,33.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T155259Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
3e91b1c7-cf0a-4efc-901b-f67fbf706d60,CLBJ_001.basePlot.cfc,D11,CLBJ,CLBJ_001,tower,+Bzwz4UdNwRGtRw0dtxs1wl2LPHPpLnQUAOawvKOEnU=,A00000419771,+Bzwz4UdNwRGtRw0dtxs1wl2LPHPpLnQY/a7fgnxziRcvZ4TYCsz1Q==,A00000420567,2024-05-15T15:46:00Z,2024-10-04,1,0.202,25,0.097,0.504,0.722,0.24,0.11,661.5,36.1,5.5,37.9,15.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T155259Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
5cb87367-ef01-4a98-a8de-904354d92851,CLBJ_034.basePlot.cfc,D11,CLBJ,CLBJ_034,distributed,+Bzwz4UdNwQUqBQSfrjofjY0KfpE95q3bj39xcnXW50=,A00000421252,+Bzwz4UdNwQUqBQSfrjofjY0KfpE95q3/NK3q4p5tTg=,A00000420556,2024-05-21T14:08:00Z,2024-10-04,1,0.198,25,0.075,1.18,1.407,0.158,0.223,16.3,129.6,8.2,19.2,37.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T155259Z,RELEASE-2026,DP1.10026.001,CLBJ,2024,cfc_elements
