dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_001,BARR_001.basePlot.cfc,distributed,TN1TQAl40/t4cMzFe84HKwWFXWd0bkey+iOGgGJBl0o=,A00000349375,1,1,0.496,2.63,29.12,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_002,BARR_002.basePlot.cfc,distributed,TN1TQAl40/vqyPfKxP0qWrPjgXK1s71DDOrOHpicakU=,A00000349362,1,1,0.469,4.59,23.55,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_003,BARR_003.basePlot.cfc,distributed,TN1TQAl40/t7xtGQseCUH/XCJ4qfIg2CpTR6cazlEb0=,A00000349314,1,1,0.491,2,22.65,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_004,BARR_004.basePlot.cfc,distributed,TN1TQAl40/tUlQ+Lfmu4AWrWc6Iv3GpIhvHRBMVnwCI=,A00000349358,1,1,0.489,13.61,21.32,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_006,BARR_006.basePlot.cfc,distributed,TN1TQAl40/vs6dka0vUsZZjqrIbY6rR7ov13X+8d2xU=,A00000349345,1,1,0.473,4.8,27.03,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_007,BARR_007.basePlot.cfc,distributed,TN1TQAl40/uovFJwr6HcovMNF59+jaORcyfSa7CIuxQ=,A00000349331,1,1,0.495,5.17,25.61,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_008,BARR_008.basePlot.cfc,distributed,TN1TQAl40/t5vglrnm9Mr62329N+eC4tlnqcjAJMAgo=,A00000349327,1,1,0.467,6.75,28.58,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_009,BARR_009.basePlot.cfc,distributed,TN1TQAl40/uqpVfkODdhLAh1GqXaQyAdZjgD+nZvrVw=,A00000349357,1,1,0.481,6.2,23.83,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_011,BARR_011.basePlot.cfc,distributed,TN1TQAl40/tyHYgMn9YmcP1hNBO6LEG9+ptMMnWyb24=,A00000349330,1,1,0.467,4.26,29.57,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_013,BARR_013.basePlot.cfc,distributed,TN1TQAl40/uSwIilM+BaXzQHgi1JM9mOlXKgXIOfADg=,A00000349312,1,1,0.482,6.74,23.16,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_014,BARR_014.basePlot.cfc,distributed,TN1TQAl40/vkUREDaN0DgbD1lpx6G23xHj3RFKwcoA0=,A00000349359,1,1,0.471,7.86,27.01,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_015,BARR_015.basePlot.cfc,distributed,TN1TQAl40/sB+d9UYqY0n5SzmRzSg575JKl84e9jPnc=,A00000349341,1,1,0.44,5.15,21.82,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_016,BARR_016.basePlot.cfc,distributed,TN1TQAl40/vGDEGwGaeW20XbFsp0mauRk6h8L2x2Gdg=,A00000349325,1,1,0.46,4.11,24.79,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,BARR,cfc_lignin,2022,BARR,BARR_017,BARR_017.basePlot.cfc,distributed,TN1TQAl40/v5a6n6GQA9zFQbBMzjJeXD6foPJDvYJZE=,A00000349376,1,1,0.461,8.09,23.89,2022,2022,number,gram,percent,percent,NA,NA
