dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,subplotID,individualID,sampleID,sampleCode,plantStatus,taxonID,scientificName,n_raw_records,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,clipCellNumber_mean_2018_2024,clipLength_mean_2018_2024,clipWidth_mean_2018_2024,percentCoverClip_mean_2018_2024,subsample1Height_mean_2018_2024,subsample2Height_mean_2018_2024,subsample3Height_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,clipCellNumber_mean_2018_2024_unit,clipLength_mean_2018_2024_unit,clipWidth_mean_2018_2024_unit,percentCoverClip_mean_2018_2024_unit,subsample1Height_mean_2018_2024_unit,subsample2Height_mean_2018_2024_unit,subsample3Height_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_002,PUUM_002.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08335,5DDwl49GZC1OW2rB2zVCxPcrnfiW3V6tSImpqFDp/1E=,NA,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.595002,-155.346931,20.1,1792.8,0.1,NA,NA,NA,NA,1.6,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_002,PUUM_002.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08336,5DDwl49GZC1OW2rB2zVCxC3W/Gs2RSm0j7UhrXsCp0Q=,A00000066452,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.595002,-155.346931,20.1,1792.8,0.1,NA,NA,NA,NA,4.7,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_002,PUUM_002.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08337,5DDwl49GZC1OW2rB2zVCxPkxxx9T+PmAIcgktBKPsm0=,A00000066454,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.595002,-155.346931,20.1,1792.8,0.1,NA,NA,NA,NA,3.8,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_004,PUUM_004.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08226Z,5DDwl49GZC0a7Ogbd29ik185KlceSA5a5P/dfzp/x4Y=,A00000066428,OK,CIME8,Cibotium menziesii Hook.,1,19.557778,-155.230067,20.2,1100.7,0.22,NA,NA,NA,NA,3.3,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_004,PUUM_004.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08227Z,5DDwl49GZC2ZHSjqmHJACCnDH7Od5lkKL/JkluU9AM4=,A00000066451,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.557778,-155.230067,20.2,1100.7,0.22,NA,NA,NA,NA,4.1,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_013,PUUM_013.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08332Z,5DDwl49GZC1IWMFlibF2J+PCCppoF6Khc+viSeTiJfQ=,A00000066435,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.564986,-155.34223,20.1,1871.6,0.11,NA,NA,NA,NA,2.9,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_013,PUUM_013.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08333Z,5DDwl49GZC1IWMFlibF2JxVfXVt4F2TdYQRX/sX1dJA=,A00000066429,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.564986,-155.34223,20.1,1871.6,0.11,NA,NA,NA,NA,3.5,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_013,PUUM_013.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08334,5DDwl49GZC1IWMFlibF2J+ZR+3s2iCRBme+aBnSm0eU=,A00000066425,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.564986,-155.34223,20.1,1871.6,0.11,NA,NA,NA,NA,3.9,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_015,PUUM_015.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08228Z,5DDwl49GZC0v9RFpGRmIUPlLH4n4xHTTLwX+10XNisI=,A00000066442,OK,MEPO5,Metrosideros polymorpha Gaudich.,1,19.561039,-155.249535,20.3,1207.5,0.58,NA,NA,NA,NA,4.1,NA,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,PUUM,cfc_fieldData,2019,PUUM,PUUM_015,PUUM_015.basePlot.cfc,distributed,NA,NEON.PLA.D20.PUUM.08239Z,5DDwl49GZC1xf3xkjPyN8s3C/1QQ1Nw2jgkvuSzxdxw=,A00000066441,OK,CHTR2,Cheirodendron trigynum (Gaudich.) A. Heller,1,19.561039,-155.249535,20.3,1207.5,0.58,NA,NA,NA,NA,3.4,2.9,NA,2019,2019,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
