uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
28768c37-1067-4fb3-96e9-14fd0b904491,D09,DCFS,2023-05-16,2023-05-16,DCFS-20230516-BREF1,DCFS-20230516-BREF1-A,B00000133819,DCFS-20230516-BREF1-B,B00000133814,DCFS-20230516-BREF1-C,B00000133815,NA,NA,20251217T193423Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
39ffeca6-a21f-4340-9a56-b4c78922e058,D09,DCFS,2023-05-17,2023-05-17,DCFS-20230517-BREF1,DCFS-20230517-BREF1-A,B00000133840,DCFS-20230517-BREF1-B,B00000133836,DCFS-20230517-BREF1-C,B00000133851,NA,NA,20251217T193423Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
6981aa1b-bf0d-4110-a1d5-887ec3941d09,D09,DCFS,2023-05-18,2023-05-18,DCFS-20230518-BREF1,DCFS-20230518-BREF1-A,B00000133859,DCFS-20230518-BREF1-B,B00000133860,DCFS-20230518-BREF1-C,B00000133861,NA,NA,20251217T193423Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
0ebc8b66-9632-49c3-aabf-d16c0405b983,D09,DCFS,2023-07-26,2023-07-26,DCFS-20230726-BREF1,DCFS-20230726-BREF1-A,B00000134112,DCFS-20230726-BREF1-B,B00000134104,DCFS-20230726-BREF1-C,B00000134106,NA,NA,20251217T193850Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
c7e5949a-ad70-43b4-8984-c85587c3b1d8,D09,DCFS,2023-07-27,2023-07-27,DCFS-20230727-BREF1,DCFS-20230727-BREF1-A,B00000134162,DCFS-20230727-BREF1-B,B00000134163,NA,NA,NA,NA,20251217T193850Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
9b91f34c-2a0f-4195-b641-745b3ff8a79d,D09,DCFS,2023-06-06,2023-06-06,DCFS-20230606-BREF1,DCFS-20230606-BREF1-A,B00000133930,DCFS-20230606-BREF1-B,B00000133931,DCFS-20230606-BREF1-C,B00000133929,NA,NA,20251217T193621Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
9bb25ab2-4fac-4ec6-afbf-c67fa5e9e973,D09,DCFS,2023-06-06,2023-06-06,DCFS-20230606-BREF2,DCFS-20230606-BREF2-A,B00000133952,DCFS-20230606-BREF2-B,B00000133953,NA,NA,NA,NA,20251217T193621Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
c3187409-9330-4a35-8222-9bc5e11dbf3c,D09,DCFS,2023-06-13,2023-06-13,DCFS-20230613-BREF1,DCFS-20230613-BREF1-A,B00000133958,DCFS-20230613-BREF1-B,B00000133962,DCFS-20230613-BREF1-C,B00000133960,NA,NA,20251217T193621Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
5f849618-0100-4aba-b305-e55fc8e3f306,D09,DCFS,2023-08-02,2023-08-02,DCFS-20230802-BREF1,DCFS-20230802-BREF1-A,B00000134259,DCFS-20230802-BREF1-B,B00000134260,DCFS-20230802-BREF1-C,B00000134261,NA,NA,20251217T193556Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
1a6b1e8a-ea4b-4daa-bd1e-3f10e206a102,D09,DCFS,2023-08-15,2023-08-15,DCFS-20230815-BREF1,DCFS-20230815-BREF1-A,B00000134310,DCFS-20230815-BREF1-B,B00000134311,DCFS-20230815-BREF1-C,B00000134312,NA,NA,20251217T193556Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
aba2a01a-9357-4a2c-8bba-805720655c06,D09,DCFS,2023-08-17,2023-08-17,DCFS-20230817-BREF1,DCFS-20230817-BREF1-A,B00000134301,DCFS-20230817-BREF1-B,B00000134300,DCFS-20230817-BREF1-C,B00000134302,NA,NA,20251217T193556Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
a92c215d-1ed6-4e29-8166-46b1644f3866,D09,DCFS,2023-10-04,2023-10-04,DCFS-20231004-BREF1,DCFS-20231004-BREF1-A,B00000134407,DCFS-20231004-BREF1-B,B00000134399,DCFS-20231004-BREF1-C,B00000134411,NA,NA,20251217T193935Z,RELEASE-2026,DP1.10086.001,DCFS,2023,ntr_internalLabBlanks
