uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
8bdab590-e5f1-4afa-aa67-5e2856fa5c1f,D07,ORNL,ORNL_043,ORNL_043.basePlot.bgc,2022-06-13T13:22:00Z,2022-06-13T14:58:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_043-M-21-20220613|ORNL_043-M-39-20220613|ORNL_043-M-41-20220613,ORNL_043-M-20220613-COMP,B00000088932,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
0b1b674b-59ab-49af-8232-a3295862a4ba,D07,ORNL,ORNL_043,ORNL_043.basePlot.bgc,2022-06-13T14:10:00Z,2022-06-13T14:10:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_043-O-39-20220613,ORNL_043-O-20220613-COMP,B00000088979,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
98e1c891-0b2b-42f4-83c1-25504c758d9f,D07,ORNL,ORNL_053,ORNL_053.basePlot.bgc,2022-06-13T15:46:00Z,2022-06-13T16:19:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_053-M-41-20220613|ORNL_053-M-23-20220613|ORNL_053-M-21-20220613,ORNL_053-M-20220613-COMP,B00000088929,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
0212a394-9564-4eb1-96fd-6039b72bfa31,D07,ORNL,ORNL_046,ORNL_046.basePlot.bgc,2022-06-13T17:14:00Z,2022-06-13T18:09:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_046-M-39-20220613|ORNL_046-M-23-20220613|ORNL_046-M-21-20220613,ORNL_046-M-20220613-COMP,B00000088931,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
140f1d27-53a2-4efe-a0e5-61997d2fd252,D07,ORNL,ORNL_004,ORNL_004.basePlot.bgc,2022-06-14T14:50:00Z,2022-06-14T14:50:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_004-M-41-20220614,ORNL_004-M-20220614-COMP,B00000088935,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
6f091ba6-28d8-4b07-acd1-894e23e22907,D07,ORNL,ORNL_027,ORNL_027.basePlot.bgc,2022-06-14T17:00:00Z,2022-06-14T17:53:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_027-M-41-20220614|ORNL_027-M-39-20220614|ORNL_027-M-23-20220614,ORNL_027-M-20220614-COMP,B00000088933,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
94ae845d-1176-4d57-8932-54fe7349469c,D07,ORNL,ORNL_001,ORNL_001.basePlot.bgc,2022-06-15T12:59:00Z,2022-06-15T14:04:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_001-M-39-20220615|ORNL_001-M-41-20220615|ORNL_001-M-21-20220615,ORNL_001-M-20220615-COMP,B00000088928,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
92ac1ae3-b57a-4c46-ae3e-0ab4f874846c,D07,ORNL,ORNL_001,ORNL_001.basePlot.bgc,2022-06-15T13:16:00Z,2022-06-15T13:16:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_001-O-21-20220615,ORNL_001-O-20220615-COMP,B00000025172,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
b06b15b5-713d-4466-adf1-2b304c9dfc72,D07,ORNL,ORNL_049,ORNL_049.basePlot.bgc,2022-06-15T15:34:00Z,2022-06-15T15:34:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_049-O-21-20220615,ORNL_049-O-20220615-COMP,B00000085902,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
cb4dd049-88e1-4880-82a4-c10774d0fa69,D07,ORNL,ORNL_049,ORNL_049.basePlot.bgc,2022-06-15T15:34:00Z,2022-06-15T16:27:00Z,ORNL.peakGreenness.2022,NEON.DOC.014048vO,ORNL_049-M-39-20220615|ORNL_049-M-21-20220615|ORNL_049-M-41-20220615,ORNL_049-M-20220615-COMP,B00000088930,OK,NA,0000-0002-7992-1560,NA,NA,20251217T193731Z,RELEASE-2026,DP1.10086.001,ORNL,2022,sls_metagenomicsPooling
