dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,0,18.3,obstruction,1,19.5,38,44.047079,-71.306661,20.3,467.7,0.62,0,10.9,0.1,2,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,0,27.4,obstruction,1,34.5,38,44.047079,-71.306661,20.3,467.7,0.62,0,12.6,1.3,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,1,25,obstruction,1,5,16.5,44.047079,-71.306661,20.3,467.7,0.62,0,10.4,2.1,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,1,27,obstruction,1,8,32,44.047079,-71.306661,20.3,467.7,0.62,0,11,2.6,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,1.5,22,obstruction,1,33.5,17,44.047079,-71.306661,20.3,467.7,0.62,0,11.1,1.8,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,1.8,17.5,entire,1,3,6,44.047079,-71.306661,20.3,467.7,0.62,2,8.8,1.7,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,1.8,30,maximum,1,38,1.5,44.047079,-71.306661,20.3,467.7,0.62,0,5.2,1.9,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,2.2,9.5,obstruction,1,24.5,31,44.047079,-71.306661,20.3,467.7,0.62,0,6.2,3.4,2,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,2.2,20,obstruction,1,10.5,8,44.047079,-71.306661,20.3,467.7,0.62,0,11.4,4.2,2,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,BART,sls_soilCoreCollection,2018-2024,BART,BART_001,BART_001.basePlot.bgc,distributed,M,2.2,27.3,obstruction,1,33.5,17,44.047079,-71.306661,20.3,467.7,0.62,0,7.4,2.5,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
