dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_001,BART_001.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_002,BART_002.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_003,BART_003.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_004,BART_004.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_005,BART_005.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_023,BART_023.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_036,BART_036.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_040,BART_040.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_042,BART_042.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,BART,sls_metagenomicsPooling,2018-2024,BART,BART_071,BART_071.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
