dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_002,BONA_002.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_004,BONA_004.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_006,BONA_006.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_009,BONA_009.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_013,BONA_013.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_070,BONA_070.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_071,BONA_071.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_080,BONA_080.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,BONA,sls_metagenomicsPooling,2018-2024,BONA,BONA_084,BONA_084.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
