dpID,site,year,table
DP1.10026.001,BONA,2024,cfc_lignin
DP1.10026.001,BONA,2024,cfc_LMA
DP1.10026.001,BONA,2024,cfc_shapefile
DP1.10026.001,BONA,2024,citation_10026_RELEASE-2026
DP1.10026.001,BONA,2024,issueLog_10026
DP1.10026.001,BONA,2024,readme_10026
DP1.10026.001,BONA,2024,validation_10026
DP1.10026.001,BONA,2024,variables_10026
DP1.10026.001,CLBJ,2019,categoricalCodes_10026
DP1.10026.001,CLBJ,2019,cfc_carbonNitrogen
DP1.10026.001,CLBJ,2019,cfc_chemistrySubsampling
DP1.10026.001,CLBJ,2019,cfc_chlorophyll
DP1.10026.001,CLBJ,2019,cfc_elements
DP1.10026.001,CLBJ,2019,cfc_fieldData
DP1.10026.001,CLBJ,2019,cfc_lignin
DP1.10026.001,CLBJ,2019,cfc_LMA
DP1.10026.001,CLBJ,2019,citation_10026_RELEASE-2026
DP1.10026.001,CLBJ,2019,issueLog_10026
DP1.10026.001,CLBJ,2019,readme_10026
DP1.10026.001,CLBJ,2019,validation_10026
DP1.10026.001,CLBJ,2019,variables_10026
DP1.10026.001,CLBJ,2024,categoricalCodes_10026
DP1.10026.001,CLBJ,2024,cfc_carbonNitrogen
DP1.10026.001,CLBJ,2024,cfc_chemistrySubsampling
DP1.10026.001,CLBJ,2024,cfc_chlorophyll
DP1.10026.001,CLBJ,2024,cfc_elements
DP1.10026.001,CLBJ,2024,cfc_fieldData
DP1.10026.001,CLBJ,2024,cfc_lignin
DP1.10026.001,CLBJ,2024,cfc_LMA
DP1.10026.001,CLBJ,2024,cfc_shapefile
DP1.10026.001,CLBJ,2024,citation_10026_RELEASE-2026
DP1.10026.001,CLBJ,2024,issueLog_10026
DP1.10026.001,CLBJ,2024,readme_10026
DP1.10026.001,CLBJ,2024,validation_10026
DP1.10026.001,CLBJ,2024,variables_10026
DP1.10026.001,CPER,2021,categoricalCodes_10026
DP1.10026.001,CPER,2021,cfc_carbonNitrogen
DP1.10026.001,CPER,2021,cfc_chemistrySubsampling
DP1.10026.001,CPER,2021,cfc_chlorophyll
DP1.10026.001,CPER,2021,cfc_elements
DP1.10026.001,CPER,2021,cfc_fieldData
DP1.10026.001,CPER,2021,cfc_lignin
DP1.10026.001,CPER,2021,cfc_LMA
DP1.10026.001,CPER,2021,citation_10026_RELEASE-2026
DP1.10026.001,CPER,2021,issueLog_10026
DP1.10026.001,CPER,2021,readme_10026
DP1.10026.001,CPER,2021,validation_10026
DP1.10026.001,CPER,2021,variables_10026
DP1.10026.001,DCFS,2019,categoricalCodes_10026
DP1.10026.001,DCFS,2019,cfc_carbonNitrogen
DP1.10026.001,DCFS,2019,cfc_chemistrySubsampling
DP1.10026.001,DCFS,2019,cfc_chlorophyll
DP1.10026.001,DCFS,2019,cfc_elements
DP1.10026.001,DCFS,2019,cfc_fieldData
DP1.10026.001,DCFS,2019,cfc_lignin
DP1.10026.001,DCFS,2019,cfc_LMA
DP1.10026.001,DCFS,2019,citation_10026_RELEASE-2026
DP1.10026.001,DCFS,2019,issueLog_10026
DP1.10026.001,DCFS,2019,readme_10026
DP1.10026.001,DCFS,2019,validation_10026
DP1.10026.001,DCFS,2019,variables_10026
DP1.10026.001,DCFS,2023,categoricalCodes_10026
DP1.10026.001,DCFS,2023,cfc_carbonNitrogen
DP1.10026.001,DCFS,2023,cfc_chemistrySubsampling
DP1.10026.001,DCFS,2023,cfc_chlorophyll
DP1.10026.001,DCFS,2023,cfc_elements
DP1.10026.001,DCFS,2023,cfc_fieldData
DP1.10026.001,DCFS,2023,cfc_lignin
DP1.10026.001,DCFS,2023,cfc_LMA
DP1.10026.001,DCFS,2023,citation_10026_RELEASE-2026
DP1.10026.001,DCFS,2023,issueLog_10026
DP1.10026.001,DCFS,2023,readme_10026
DP1.10026.001,DCFS,2023,validation_10026
DP1.10026.001,DCFS,2023,variables_10026
DP1.10026.001,DEJU,2018,categoricalCodes_10026
DP1.10026.001,DEJU,2018,cfc_carbonNitrogen
DP1.10026.001,DEJU,2018,cfc_chemistrySubsampling
DP1.10026.001,DEJU,2018,cfc_chlorophyll
DP1.10026.001,DEJU,2018,cfc_elements
DP1.10026.001,DEJU,2018,cfc_fieldData
DP1.10026.001,DEJU,2018,cfc_lignin
DP1.10026.001,DEJU,2018,cfc_LMA
DP1.10026.001,DEJU,2018,citation_10026_RELEASE-2026
DP1.10026.001,DEJU,2018,issueLog_10026
DP1.10026.001,DEJU,2018,readme_10026
DP1.10026.001,DEJU,2018,validation_10026
DP1.10026.001,DEJU,2018,variables_10026
DP1.10026.001,DEJU,2023,categoricalCodes_10026
DP1.10026.001,DEJU,2023,cfc_carbonNitrogen
DP1.10026.001,DEJU,2023,cfc_chemistrySubsampling
DP1.10026.001,DEJU,2023,cfc_chlorophyll
DP1.10026.001,DEJU,2023,cfc_elements
DP1.10026.001,DEJU,2023,cfc_fieldData
DP1.10026.001,DEJU,2023,cfc_lignin
DP1.10026.001,DEJU,2023,cfc_LMA
DP1.10026.001,DEJU,2023,cfc_shapefile
DP1.10026.001,DEJU,2023,citation_10026_RELEASE-2026
DP1.10026.001,DEJU,2023,issueLog_10026
DP1.10026.001,DEJU,2023,readme_10026
DP1.10026.001,DEJU,2023,validation_10026
DP1.10026.001,DEJU,2023,variables_10026
DP1.10026.001,DELA,2019,categoricalCodes_10026
DP1.10026.001,DELA,2019,cfc_carbonNitrogen
DP1.10026.001,DELA,2019,cfc_chemistrySubsampling
DP1.10026.001,DELA,2019,cfc_chlorophyll
DP1.10026.001,DELA,2019,cfc_elements
DP1.10026.001,DELA,2019,cfc_fieldData
DP1.10026.001,DELA,2019,cfc_lignin
DP1.10026.001,DELA,2019,cfc_LMA
DP1.10026.001,DELA,2019,citation_10026_RELEASE-2026
DP1.10026.001,DELA,2019,issueLog_10026
DP1.10026.001,DELA,2019,readme_10026
DP1.10026.001,DELA,2019,validation_10026
DP1.10026.001,DELA,2019,variables_10026
DP1.10026.001,DELA,2024,categoricalCodes_10026
DP1.10026.001,DELA,2024,cfc_carbonNitrogen
DP1.10026.001,DELA,2024,cfc_chemistrySubsampling
DP1.10026.001,DELA,2024,cfc_chlorophyll
DP1.10026.001,DELA,2024,cfc_elements
DP1.10026.001,DELA,2024,cfc_fieldData
DP1.10026.001,DELA,2024,cfc_lignin
DP1.10026.001,DELA,2024,cfc_LMA
DP1.10026.001,DELA,2024,cfc_shapefile
DP1.10026.001,DELA,2024,citation_10026_RELEASE-2026
DP1.10026.001,DELA,2024,issueLog_10026
DP1.10026.001,DELA,2024,readme_10026
DP1.10026.001,DELA,2024,validation_10026
DP1.10026.001,DELA,2024,variables_10026
DP1.10026.001,DSNY,2018,categoricalCodes_10026
DP1.10026.001,DSNY,2018,cfc_carbonNitrogen
DP1.10026.001,DSNY,2018,cfc_chemistrySubsampling
DP1.10026.001,DSNY,2018,cfc_chlorophyll
DP1.10026.001,DSNY,2018,cfc_elements
DP1.10026.001,DSNY,2018,cfc_fieldData
DP1.10026.001,DSNY,2018,cfc_lignin
DP1.10026.001,DSNY,2018,cfc_LMA
DP1.10026.001,DSNY,2018,citation_10026_RELEASE-2026
DP1.10026.001,DSNY,2018,issueLog_10026
DP1.10026.001,DSNY,2018,readme_10026
DP1.10026.001,DSNY,2018,validation_10026
DP1.10026.001,DSNY,2018,variables_10026
DP1.10026.001,DSNY,2023,categoricalCodes_10026
DP1.10026.001,DSNY,2023,cfc_carbonNitrogen
DP1.10026.001,DSNY,2023,cfc_chemistrySubsampling
DP1.10026.001,DSNY,2023,cfc_chlorophyll
DP1.10026.001,DSNY,2023,cfc_elements
DP1.10026.001,DSNY,2023,cfc_fieldData
DP1.10026.001,DSNY,2023,cfc_lignin
DP1.10026.001,DSNY,2023,cfc_LMA
DP1.10026.001,DSNY,2023,cfc_shapefile
DP1.10026.001,DSNY,2023,citation_10026_RELEASE-2026
DP1.10026.001,DSNY,2023,issueLog_10026
DP1.10026.001,DSNY,2023,readme_10026
DP1.10026.001,DSNY,2023,validation_10026
DP1.10026.001,DSNY,2023,variables_10026
DP1.10026.001,GRSM,2021,categoricalCodes_10026
DP1.10026.001,GRSM,2021,cfc_carbonNitrogen
DP1.10026.001,GRSM,2021,cfc_chemistrySubsampling
DP1.10026.001,GRSM,2021,cfc_chlorophyll
DP1.10026.001,GRSM,2021,cfc_elements
DP1.10026.001,GRSM,2021,cfc_fieldData
DP1.10026.001,GRSM,2021,cfc_lignin
DP1.10026.001,GRSM,2021,cfc_LMA
DP1.10026.001,GRSM,2021,cfc_shapefile
DP1.10026.001,GRSM,2021,citation_10026_RELEASE-2026
DP1.10026.001,GRSM,2021,issueLog_10026
DP1.10026.001,GRSM,2021,readme_10026
DP1.10026.001,GRSM,2021,validation_10026
DP1.10026.001,GRSM,2021,variables_10026
DP1.10026.001,GUAN,2018,categoricalCodes_10026
DP1.10026.001,GUAN,2018,cfc_carbonNitrogen
DP1.10026.001,GUAN,2018,cfc_chemistrySubsampling
DP1.10026.001,GUAN,2018,cfc_chlorophyll
DP1.10026.001,GUAN,2018,cfc_elements
DP1.10026.001,GUAN,2018,cfc_fieldData
DP1.10026.001,GUAN,2018,cfc_lignin
DP1.10026.001,GUAN,2018,cfc_LMA
DP1.10026.001,GUAN,2018,citation_10026_RELEASE-2026
DP1.10026.001,GUAN,2018,issueLog_10026
DP1.10026.001,GUAN,2018,readme_10026
DP1.10026.001,GUAN,2018,validation_10026
DP1.10026.001,GUAN,2018,variables_10026
DP1.10026.001,GUAN,2022,categoricalCodes_10026
DP1.10026.001,GUAN,2022,cfc_carbonNitrogen
DP1.10026.001,GUAN,2022,cfc_chemistrySubsampling
DP1.10026.001,GUAN,2022,cfc_chlorophyll
DP1.10026.001,GUAN,2022,cfc_elements
DP1.10026.001,GUAN,2022,cfc_fieldData
DP1.10026.001,GUAN,2022,cfc_lignin
DP1.10026.001,GUAN,2022,cfc_LMA
DP1.10026.001,GUAN,2022,cfc_shapefile
DP1.10026.001,GUAN,2022,citation_10026_RELEASE-2026
DP1.10026.001,GUAN,2022,issueLog_10026
DP1.10026.001,GUAN,2022,readme_10026
DP1.10026.001,GUAN,2022,validation_10026
DP1.10026.001,GUAN,2022,variables_10026
DP1.10026.001,HARV,2018,categoricalCodes_10026
DP1.10026.001,HARV,2018,cfc_carbonNitrogen
DP1.10026.001,HARV,2018,cfc_chemistrySubsampling
DP1.10026.001,HARV,2018,cfc_chlorophyll
DP1.10026.001,HARV,2018,cfc_elements
DP1.10026.001,HARV,2018,cfc_fieldData
DP1.10026.001,HARV,2018,cfc_lignin
DP1.10026.001,HARV,2018,cfc_LMA
DP1.10026.001,HARV,2018,citation_10026_RELEASE-2026
DP1.10026.001,HARV,2018,issueLog_10026
DP1.10026.001,HARV,2018,readme_10026
DP1.10026.001,HARV,2018,validation_10026
DP1.10026.001,HARV,2018,variables_10026
DP1.10026.001,HARV,2024,categoricalCodes_10026
DP1.10026.001,HARV,2024,cfc_carbonNitrogen
DP1.10026.001,HARV,2024,cfc_chemistrySubsampling
DP1.10026.001,HARV,2024,cfc_chlorophyll
DP1.10026.001,HARV,2024,cfc_elements
DP1.10026.001,HARV,2024,cfc_fieldData
DP1.10026.001,HARV,2024,cfc_lignin
DP1.10026.001,HARV,2024,cfc_LMA
DP1.10026.001,HARV,2024,cfc_shapefile
DP1.10026.001,HARV,2024,citation_10026_RELEASE-2026
DP1.10026.001,HARV,2024,issueLog_10026
DP1.10026.001,HARV,2024,readme_10026
DP1.10026.001,HARV,2024,validation_10026
DP1.10026.001,HARV,2024,variables_10026
DP1.10026.001,HEAL,2021,categoricalCodes_10026
DP1.10026.001,HEAL,2021,cfc_carbonNitrogen
DP1.10026.001,HEAL,2021,cfc_chemistrySubsampling
DP1.10026.001,HEAL,2021,cfc_chlorophyll
DP1.10026.001,HEAL,2021,cfc_elements
DP1.10026.001,HEAL,2021,cfc_fieldData
DP1.10026.001,HEAL,2021,cfc_lignin
DP1.10026.001,HEAL,2021,cfc_LMA
DP1.10026.001,HEAL,2021,citation_10026_RELEASE-2026
DP1.10026.001,HEAL,2021,issueLog_10026
DP1.10026.001,HEAL,2021,readme_10026
DP1.10026.001,HEAL,2021,validation_10026
DP1.10026.001,HEAL,2021,variables_10026
DP1.10026.001,JERC,2019,categoricalCodes_10026
DP1.10026.001,JERC,2019,cfc_carbonNitrogen
DP1.10026.001,JERC,2019,cfc_chemistrySubsampling
DP1.10026.001,JERC,2019,cfc_chlorophyll
DP1.10026.001,JERC,2019,cfc_elements
DP1.10026.001,JERC,2019,cfc_fieldData
DP1.10026.001,JERC,2019,cfc_lignin
DP1.10026.001,JERC,2019,cfc_LMA
DP1.10026.001,JERC,2019,citation_10026_RELEASE-2026
DP1.10026.001,JERC,2019,issueLog_10026
DP1.10026.001,JERC,2019,readme_10026
DP1.10026.001,JERC,2019,validation_10026
DP1.10026.001,JERC,2019,variables_10026
DP1.10026.001,JERC,2024,categoricalCodes_10026
DP1.10026.001,JERC,2024,cfc_carbonNitrogen
DP1.10026.001,JERC,2024,cfc_chemistrySubsampling
DP1.10026.001,JERC,2024,cfc_chlorophyll
DP1.10026.001,JERC,2024,cfc_elements
DP1.10026.001,JERC,2024,cfc_fieldData
DP1.10026.001,JERC,2024,cfc_lignin
DP1.10026.001,JERC,2024,cfc_LMA
DP1.10026.001,JERC,2024,cfc_shapefile
DP1.10026.001,JERC,2024,citation_10026_RELEASE-2026
DP1.10026.001,JERC,2024,issueLog_10026
DP1.10026.001,JERC,2024,readme_10026
DP1.10026.001,JERC,2024,validation_10026
DP1.10026.001,JERC,2024,variables_10026
DP1.10026.001,JORN,2022,categoricalCodes_10026
DP1.10026.001,JORN,2022,cfc_carbonNitrogen
DP1.10026.001,JORN,2022,cfc_chemistrySubsampling
DP1.10026.001,JORN,2022,cfc_chlorophyll
DP1.10026.001,JORN,2022,cfc_elements
DP1.10026.001,JORN,2022,cfc_fieldData
DP1.10026.001,JORN,2022,cfc_lignin
DP1.10026.001,JORN,2022,cfc_LMA
DP1.10026.001,JORN,2022,cfc_shapefile
DP1.10026.001,JORN,2022,citation_10026_RELEASE-2026
DP1.10026.001,JORN,2022,issueLog_10026
DP1.10026.001,JORN,2022,readme_10026
DP1.10026.001,JORN,2022,validation_10026
DP1.10026.001,JORN,2022,variables_10026
DP1.10026.001,KONA,2019,categoricalCodes_10026
DP1.10026.001,KONA,2019,cfc_carbonNitrogen
DP1.10026.001,KONA,2019,cfc_chemistrySubsampling
DP1.10026.001,KONA,2019,cfc_chlorophyll
DP1.10026.001,KONA,2019,cfc_elements
DP1.10026.001,KONA,2019,cfc_fieldData
DP1.10026.001,KONA,2019,cfc_lignin
DP1.10026.001,KONA,2019,cfc_LMA
DP1.10026.001,KONA,2019,citation_10026_RELEASE-2026
DP1.10026.001,KONA,2019,issueLog_10026
DP1.10026.001,KONA,2019,readme_10026
DP1.10026.001,KONA,2019,validation_10026
DP1.10026.001,KONA,2019,variables_10026
DP1.10026.001,KONA,2024,categoricalCodes_10026
DP1.10026.001,KONA,2024,cfc_carbonNitrogen
DP1.10026.001,KONA,2024,cfc_chemistrySubsampling
DP1.10026.001,KONA,2024,cfc_chlorophyll
DP1.10026.001,KONA,2024,cfc_elements
DP1.10026.001,KONA,2024,cfc_fieldData
DP1.10026.001,KONA,2024,cfc_lignin
DP1.10026.001,KONA,2024,cfc_LMA
DP1.10026.001,KONA,2024,citation_10026_RELEASE-2026
DP1.10026.001,KONA,2024,issueLog_10026
DP1.10026.001,KONA,2024,readme_10026
DP1.10026.001,KONA,2024,validation_10026
DP1.10026.001,KONA,2024,variables_10026
DP1.10026.001,KONZ,2022,categoricalCodes_10026
DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
DP1.10026.001,KONZ,2022,cfc_chemistrySubsampling
DP1.10026.001,KONZ,2022,cfc_chlorophyll
DP1.10026.001,KONZ,2022,cfc_elements
DP1.10026.001,KONZ,2022,cfc_fieldData
DP1.10026.001,KONZ,2022,cfc_lignin
DP1.10026.001,KONZ,2022,cfc_LMA
DP1.10026.001,KONZ,2022,citation_10026_RELEASE-2026
DP1.10026.001,KONZ,2022,issueLog_10026
DP1.10026.001,KONZ,2022,readme_10026
DP1.10026.001,KONZ,2022,validation_10026
DP1.10026.001,KONZ,2022,variables_10026
DP1.10026.001,LAJA,2020,categoricalCodes_10026
DP1.10026.001,LAJA,2020,cfc_carbonNitrogen
DP1.10026.001,LAJA,2020,cfc_chemistrySubsampling
DP1.10026.001,LAJA,2020,cfc_chlorophyll
DP1.10026.001,LAJA,2020,cfc_elements
DP1.10026.001,LAJA,2020,cfc_fieldData
DP1.10026.001,LAJA,2020,cfc_lignin
DP1.10026.001,LAJA,2020,cfc_LMA
DP1.10026.001,LAJA,2020,citation_10026_RELEASE-2026
DP1.10026.001,LAJA,2020,issueLog_10026
DP1.10026.001,LAJA,2020,readme_10026
DP1.10026.001,LAJA,2020,validation_10026
DP1.10026.001,LAJA,2020,variables_10026
DP1.10026.001,LENO,2018,categoricalCodes_10026
DP1.10026.001,LENO,2018,cfc_carbonNitrogen
DP1.10026.001,LENO,2018,cfc_chemistrySubsampling
DP1.10026.001,LENO,2018,cfc_chlorophyll
DP1.10026.001,LENO,2018,cfc_elements
DP1.10026.001,LENO,2018,cfc_fieldData
DP1.10026.001,LENO,2018,cfc_lignin
DP1.10026.001,LENO,2018,cfc_LMA
DP1.10026.001,LENO,2018,citation_10026_RELEASE-2026
DP1.10026.001,LENO,2018,issueLog_10026
DP1.10026.001,LENO,2018,readme_10026
DP1.10026.001,LENO,2018,validation_10026
DP1.10026.001,LENO,2018,variables_10026
DP1.10026.001,LENO,2023,categoricalCodes_10026
DP1.10026.001,LENO,2023,cfc_carbonNitrogen
DP1.10026.001,LENO,2023,cfc_chemistrySubsampling
DP1.10026.001,LENO,2023,cfc_chlorophyll
DP1.10026.001,LENO,2023,cfc_elements
DP1.10026.001,LENO,2023,cfc_fieldData
DP1.10026.001,LENO,2023,cfc_lignin
DP1.10026.001,LENO,2023,cfc_LMA
DP1.10026.001,LENO,2023,cfc_shapefile
DP1.10026.001,LENO,2023,citation_10026_RELEASE-2026
DP1.10026.001,LENO,2023,issueLog_10026
DP1.10026.001,LENO,2023,readme_10026
DP1.10026.001,LENO,2023,validation_10026
DP1.10026.001,LENO,2023,variables_10026
DP1.10026.001,MLBS,2018,categoricalCodes_10026
DP1.10026.001,MLBS,2018,cfc_carbonNitrogen
DP1.10026.001,MLBS,2018,cfc_chemistrySubsampling
DP1.10026.001,MLBS,2018,cfc_chlorophyll
DP1.10026.001,MLBS,2018,cfc_elements
DP1.10026.001,MLBS,2018,cfc_fieldData
DP1.10026.001,MLBS,2018,cfc_lignin
DP1.10026.001,MLBS,2018,cfc_LMA
DP1.10026.001,MLBS,2018,citation_10026_RELEASE-2026
DP1.10026.001,MLBS,2018,issueLog_10026
DP1.10026.001,MLBS,2018,readme_10026
DP1.10026.001,MLBS,2018,validation_10026
DP1.10026.001,MLBS,2018,variables_10026
DP1.10026.001,MLBS,2023,categoricalCodes_10026
DP1.10026.001,MLBS,2023,cfc_carbonNitrogen
DP1.10026.001,MLBS,2023,cfc_chemistrySubsampling
DP1.10026.001,MLBS,2023,cfc_chlorophyll
DP1.10026.001,MLBS,2023,cfc_elements
DP1.10026.001,MLBS,2023,cfc_fieldData
DP1.10026.001,MLBS,2023,cfc_lignin
DP1.10026.001,MLBS,2023,cfc_LMA
DP1.10026.001,MLBS,2023,cfc_shapefile
DP1.10026.001,MLBS,2023,citation_10026_RELEASE-2026
DP1.10026.001,MLBS,2023,issueLog_10026
DP1.10026.001,MLBS,2023,readme_10026
DP1.10026.001,MLBS,2023,validation_10026
DP1.10026.001,MLBS,2023,variables_10026
DP1.10026.001,MOAB,2022,categoricalCodes_10026
DP1.10026.001,MOAB,2022,cfc_carbonNitrogen
DP1.10026.001,MOAB,2022,cfc_chemistrySubsampling
DP1.10026.001,MOAB,2022,cfc_chlorophyll
DP1.10026.001,MOAB,2022,cfc_elements
DP1.10026.001,MOAB,2022,cfc_fieldData
DP1.10026.001,MOAB,2022,cfc_lignin
DP1.10026.001,MOAB,2022,cfc_LMA
DP1.10026.001,MOAB,2022,cfc_shapefile
DP1.10026.001,MOAB,2022,citation_10026_RELEASE-2026
DP1.10026.001,MOAB,2022,issueLog_10026
DP1.10026.001,MOAB,2022,readme_10026
DP1.10026.001,MOAB,2022,validation_10026
DP1.10026.001,MOAB,2022,variables_10026
DP1.10026.001,NIWO,2019,categoricalCodes_10026
DP1.10026.001,NIWO,2019,cfc_carbonNitrogen
DP1.10026.001,NIWO,2019,cfc_chemistrySubsampling
DP1.10026.001,NIWO,2019,cfc_chlorophyll
DP1.10026.001,NIWO,2019,cfc_elements
DP1.10026.001,NIWO,2019,cfc_fieldData
DP1.10026.001,NIWO,2019,cfc_lignin
DP1.10026.001,NIWO,2019,cfc_LMA
DP1.10026.001,NIWO,2019,citation_10026_RELEASE-2026
DP1.10026.001,NIWO,2019,issueLog_10026
DP1.10026.001,NIWO,2019,readme_10026
DP1.10026.001,NIWO,2019,validation_10026
DP1.10026.001,NIWO,2019,variables_10026
DP1.10026.001,NIWO,2024,categoricalCodes_10026
DP1.10026.001,NIWO,2024,cfc_carbonNitrogen
DP1.10026.001,NIWO,2024,cfc_chemistrySubsampling
DP1.10026.001,NIWO,2024,cfc_chlorophyll
DP1.10026.001,NIWO,2024,cfc_elements
DP1.10026.001,NIWO,2024,cfc_fieldData
DP1.10026.001,NIWO,2024,cfc_lignin
DP1.10026.001,NIWO,2024,cfc_LMA
DP1.10026.001,NIWO,2024,cfc_shapefile
DP1.10026.001,NIWO,2024,citation_10026_RELEASE-2026
DP1.10026.001,NIWO,2024,issueLog_10026
DP1.10026.001,NIWO,2024,readme_10026
DP1.10026.001,NIWO,2024,validation_10026
DP1.10026.001,NIWO,2024,variables_10026
DP1.10026.001,NOGP,2020,categoricalCodes_10026
DP1.10026.001,NOGP,2020,cfc_carbonNitrogen
DP1.10026.001,NOGP,2020,cfc_chemistrySubsampling
DP1.10026.001,NOGP,2020,cfc_chlorophyll
DP1.10026.001,NOGP,2020,cfc_elements
DP1.10026.001,NOGP,2020,cfc_fieldData
DP1.10026.001,NOGP,2020,cfc_lignin
DP1.10026.001,NOGP,2020,cfc_LMA
DP1.10026.001,NOGP,2020,citation_10026_RELEASE-2026
DP1.10026.001,NOGP,2020,issueLog_10026
DP1.10026.001,NOGP,2020,readme_10026
DP1.10026.001,NOGP,2020,validation_10026
DP1.10026.001,NOGP,2020,variables_10026
DP1.10026.001,OAES,2018,categoricalCodes_10026
DP1.10026.001,OAES,2018,cfc_carbonNitrogen
DP1.10026.001,OAES,2018,cfc_chemistrySubsampling
DP1.10026.001,OAES,2018,cfc_chlorophyll
DP1.10026.001,OAES,2018,cfc_elements
DP1.10026.001,OAES,2018,cfc_fieldData
DP1.10026.001,OAES,2018,cfc_lignin
DP1.10026.001,OAES,2018,cfc_LMA
DP1.10026.001,OAES,2018,citation_10026_RELEASE-2026
DP1.10026.001,OAES,2018,issueLog_10026
DP1.10026.001,OAES,2018,readme_10026
DP1.10026.001,OAES,2018,validation_10026
DP1.10026.001,OAES,2018,variables_10026
DP1.10026.001,OAES,2023,categoricalCodes_10026
DP1.10026.001,OAES,2023,cfc_carbonNitrogen
DP1.10026.001,OAES,2023,cfc_chemistrySubsampling
DP1.10026.001,OAES,2023,cfc_chlorophyll
DP1.10026.001,OAES,2023,cfc_elements
DP1.10026.001,OAES,2023,cfc_fieldData
DP1.10026.001,OAES,2023,cfc_lignin
DP1.10026.001,OAES,2023,cfc_LMA
DP1.10026.001,OAES,2023,citation_10026_RELEASE-2026
DP1.10026.001,OAES,2023,issueLog_10026
DP1.10026.001,OAES,2023,readme_10026
DP1.10026.001,OAES,2023,validation_10026
DP1.10026.001,OAES,2023,variables_10026
DP1.10026.001,ONAQ,2021,categoricalCodes_10026
