uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
d393daee-8555-47a2-8e78-ab69aa9d93fb,D16,WREF,WREF_003,WREF_003.basePlot.bgc,2022-07-26T17:59:00Z,2022-07-26T17:59:00Z,WREF.peakGreenness.2022,NEON.DOC.014048vO,WREF_003-O-41-20220726,WREF_003-O-20220726-COMP,B00000055523,OK,NA,0000-0002-6107-3313,NA,NA,20251217T193554Z,RELEASE-2026,DP1.10086.001,WREF,2022,sls_metagenomicsPooling
