dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,subplotID,individualID,sampleID,sampleCode,plantStatus,taxonID,scientificName,n_raw_records,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,clipCellNumber_mean_2018_2024,clipLength_mean_2018_2024,clipWidth_mean_2018_2024,percentCoverClip_mean_2018_2024,subsample1Height_mean_2018_2024,subsample2Height_mean_2018_2024,subsample3Height_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,clipCellNumber_mean_2018_2024_unit,clipLength_mean_2018_2024_unit,clipWidth_mean_2018_2024_unit,percentCoverClip_mean_2018_2024_unit,subsample1Height_mean_2018_2024_unit,subsample2Height_mean_2018_2024_unit,subsample3Height_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_001,MOAB_001.basePlot.cfc,distributed,31_400,NA,S9R44vg6v28f+Zts8A8BN6I91/2YUfSnrqwuM00nSrU=,A00000286532,NA,NA,NA,1,38.257569,-109.413674,20.1,1799.3,0.1,211,2,0.5,3,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_001,MOAB_001.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00123,S9R44vg6v2/Rn0PdpKa4UbXjjYF9BRtDyJ0hHuSTzvc=,A00000286531,Physically damaged,ATCA2,Atriplex canescens (Pursh) Nutt.,1,38.257569,-109.413674,20.1,1799.3,0.1,NA,NA,NA,NA,0.9,0.4,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_001,MOAB_001.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.03997,S9R44vg6v28OoDmDc+n+k5T3DU7ZN8+4id85y5C19Cg=,A00000286537,OK,KRLA2,Krascheninnikovia lanata (Pursh) A. Meeuse & Smit,1,38.257569,-109.413674,20.1,1799.3,0.1,NA,NA,NA,NA,0.1,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_002,MOAB_002.basePlot.cfc,distributed,31_400,NA,S9R44vg6v2+SKjSdx5MDkjv9caCTGEhRbMk5ant3nyg=,A00000286632,NA,NA,NA,1,38.210793,-109.414698,20.1,1773.5,0.1,204,2,0.5,5,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_003,MOAB_003.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00656,S9R44vg6v2+pbBt1Vnwnmay1cwWshwLbol49SJAp9sA=,A00000286490,Disease damaged,PIED,Pinus edulis Engelm.,1,38.261284,-109.349483,20.1,2006.8,0.11,NA,NA,NA,NA,2.5,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_003,MOAB_003.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00683,S9R44vg6v28Ulz9XyZYlkasmaL98fUCo0sLh221vblY=,A00000286489,Physically damaged,JUOS,Juniperus osteosperma (Torr.) Little,1,38.261284,-109.349483,20.1,2006.8,0.11,NA,NA,NA,NA,2.5,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_003,MOAB_003.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00690,S9R44vg6v2+zzQrNsiiSQR0oz1RAfnr6VMQu+OTwTdc=,A00000286488,Physically damaged,EPVI,Ephedra viridis Coville,1,38.261284,-109.349483,20.1,2006.8,0.11,NA,NA,NA,NA,0.7,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_005,MOAB_005.basePlot.cfc,distributed,31_400,NA,S9R44vg6v28kwEsUGHI0epks1I310xBRrDfxkyL2L/k=,A00000286535,NA,NA,NA,1,38.21093,-109.403726,20.1,1768.1,0.11,27,2,0.5,3,NA,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_005,MOAB_005.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.03987,S9R44vg6v2/HVigvKOUsg402HWkBPoSMZvyYwM3884c=,A00000286534,OK,ATCA2,Atriplex canescens (Pursh) Nutt.,1,38.21093,-109.403726,20.1,1768.1,0.11,NA,NA,NA,NA,1,0.8,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_007,MOAB_007.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00394,S9R44vg6v2/9NxS7VLe+v1B6weS/rC8HinORKWXTVRg=,A00000286528,OK,ARTR2,Artemisia tridentata Nutt.,1,38.265495,-109.34184,20.1,1996.4,0.1,NA,NA,NA,NA,1.1,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_009,MOAB_009.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00101,S9R44vg6v2850hevezE0kVciMhaJCWxEvpBH64PnJXA=,A00000286539,OK,ARTR2,Artemisia tridentata Nutt.,1,38.258224,-109.423272,20.1,1793.4,0.1,NA,NA,NA,NA,0.6,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_009,MOAB_009.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00106,S9R44vg6v299pKiWg3BMs11H8o+jmL16/fZhTDni9K0=,A00000286477,OK,ATCA2,Atriplex canescens (Pursh) Nutt.,1,38.258224,-109.423272,20.1,1793.4,0.1,NA,NA,NA,NA,0.8,0.5,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_010,MOAB_010.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00261,S9R44vg6v2/UPBHhSB8uzHvJQAU8x7Svj0EX1ZRzu30=,A00000286543,OK,ARTR2,Artemisia tridentata Nutt.,1,38.25519,-109.37809,20.1,1815.6,0.1,NA,NA,NA,NA,0.3,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_010,MOAB_010.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.03996,S9R44vg6v29asw3BrXkkW9kbsPiyWGVnCDrVL1yv26o=,A00000286542,OK,KRLA2,Krascheninnikovia lanata (Pursh) A. Meeuse & Smit,1,38.25519,-109.37809,20.1,1815.6,0.1,NA,NA,NA,NA,0.1,0.2,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_011,MOAB_011.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00148,S9R44vg6v2+i3FBAV8P5+5JjxbQXCC/YGD7J0MM8oLc=,A00000286541,OK,ARTR2,Artemisia tridentata Nutt.,1,38.26511,-109.411809,20.1,1816.2,0.1,NA,NA,NA,NA,0.8,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_016,MOAB_016.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.03995,S9R44vg6v2+BnKnG+DfiUjqLSZEGpeqAOsxynu2wu2U=,A00000286538,OK,ATCA2,Atriplex canescens (Pursh) Nutt.,1,38.206372,-109.407265,20.1,1768,0.11,NA,NA,NA,NA,0.3,NA,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
DP1.10026.001,MOAB,cfc_fieldData,2022,MOAB,MOAB_018,MOAB_018.basePlot.cfc,distributed,NA,NEON.PLA.D13.MOAB.00283,S9R44vg6v2+LKvXQpZ1PMDX/oFJoZlFXti8XMcQ6P6k=,A00000286544,OK,ATCA2,Atriplex canescens (Pursh) Nutt.,1,38.232317,-109.406016,20.2,1739.1,0.39,NA,NA,NA,NA,0.8,0.4,NA,2022,2022,decimalDegree,decimalDegree,meter,meter,meter,NA,meter,meter,percent,meter,meter,meter,NA,NA
