dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_001,NOGP_001.basePlot.bgc,M,56,6.8275,6.010892857142857,10.032142857142857,13.392857142857146,1.3375,10.032142857142857,20.357142857142858,2.0339285714285715,2020.9107142857142,2020.9107142857142,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_002,NOGP_002.basePlot.bgc,M,54,7.223148148148148,6.681481481481481,10.035185185185185,13.703703703703702,1.3685185185185185,10.035185185185185,20.74074074074074,2.066666666666667,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_003,NOGP_003.basePlot.bgc,M,56,7.311071428571428,6.856964285714286,10.055357142857142,14.285714285714283,1.4285714285714284,10.053571428571429,21.071428571428573,2.1035714285714286,2020.9107142857142,2020.9107142857142,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_005,NOGP_005.basePlot.bgc,M,52,6.548653846153846,5.846730769230769,10.069230769230769,12.692307692307692,1.2692307692307692,10.069230769230769,20,1.9942307692307693,2021.1346153846155,2021.1346153846155,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_005,NOGP_005.basePlot.bgc,O,4,6.7625,6.0425,5.025,20,4,5,35,6.975,2018,2018,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_006,NOGP_006.basePlot.bgc,M,48,6.6075,5.920416666666667,10.0875,12.708333333333334,1.2708333333333335,10.0875,20,1.9854166666666666,2021.2708333333333,2021.2708333333333,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_006,NOGP_006.basePlot.bgc,O,6,6.6466666666666665,5.941666666666666,4.933333333333334,20,4.05,4.933333333333334,23.333333333333332,4.783333333333333,2018.8333333333333,2018.8333333333333,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_012,NOGP_012.basePlot.bgc,M,51,6.442352941176471,5.745882352941177,10.050980392156863,12.549019607843139,1.254901960784314,10.050980392156863,20,1.9901960784313726,2021.1960784313726,2021.1960784313726,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_012,NOGP_012.basePlot.bgc,O,5,6.838,6.104,5,20,4,5,28,5.6,2018,2018,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,NOGP,sls_soilpH,2018-2024,NOGP,NOGP_061,NOGP_061.basePlot.bgc,M,50,6.2784,5.5628,10.022,13,1.302,10.022,20.4,2.04,2021.24,2021.24,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
