dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_001,NOGP_001.basePlot.bgc,M,62,5.84941935483871,15.85325806451613,14.990467741935484,0.09593548387096774,0.9137903225806452,2020.8225806451612,2020.8225806451612,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_002,NOGP_002.basePlot.bgc,M,57,5.849368421052632,15.821315789473685,13.950964912280702,0.23573684210526316,0.8125964912280702,2020.9473684210527,2020.9473684210527,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_003,NOGP_003.basePlot.bgc,M,62,5.863532258064516,15.856564516129032,13.61233870967742,0.3071935483870968,0.7752096774193549,2020.8225806451612,2020.8225806451612,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_005,NOGP_005.basePlot.bgc,M,58,5.855810344827586,15.835879310344827,14.1545,0.20772413793103447,0.8314482758620689,2021.0172413793102,2021.0172413793102,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_005,NOGP_005.basePlot.bgc,O,4,5.4225,10.425,8.93,0.44225000000000003,0.7010000000000001,2018,2018,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_006,NOGP_006.basePlot.bgc,M,51,5.836215686274509,15.890607843137255,14.229235294117647,0.20190196078431372,0.8347450980392157,2021.1960784313726,2021.1960784313726,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_006,NOGP_006.basePlot.bgc,O,6,4.126666666666667,9.121666666666666,7.773333333333333,0.38383333333333336,0.7303333333333334,2018.8333333333333,2018.8333333333333,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_012,NOGP_012.basePlot.bgc,M,57,5.82161403508772,15.80942105263158,14.082982456140352,0.21498245614035089,0.827140350877193,2021.0701754385964,2021.0701754385964,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_012,NOGP_012.basePlot.bgc,O,5,6.654,11.652,10.216,0.4188,0.713,2018,2018,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_061,NOGP_061.basePlot.bgc,M,53,5.814264150943396,15.775056603773585,13.862622641509434,0.24207547169811322,0.808433962264151,2021.1698113207547,2021.1698113207547,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_061,NOGP_061.basePlot.bgc,O,5,3.58,8.588000000000001,7.146,0.4212,0.712,2019,2019,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_062,NOGP_062.basePlot.bgc,M,57,5.731842105263158,15.678666666666667,13.608947368421052,0.26728070175438595,0.7921578947368421,2021.0350877192982,2021.0350877192982,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_062,NOGP_062.basePlot.bgc,O,1,1.81,6.86,5.18,0.499,0.667,2018,2018,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_064,NOGP_064.basePlot.bgc,M,39,5.791025641025641,15.733333333333333,13.715128205128206,0.2691025641025641,0.7974615384615384,2020.871794871795,2020.871794871795,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_064,NOGP_064.basePlot.bgc,O,17,5.243235294117647,10.195823529411765,8.96029411764706,0.3552941176470588,0.7518235294117647,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_065,NOGP_065.basePlot.bgc,M,33,5.792727272727273,15.802121212121213,13.943333333333333,0.23342424242424242,0.8141212121212121,2021.121212121212,2021.121212121212,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,NOGP,sls_soilMoisture,2018-2024,NOGP,NOGP_065,NOGP_065.basePlot.bgc,O,25,5.43896,10.35872,8.813279999999999,0.5021599999999999,0.68608,2020.68,2020.68,gram,gram,gram,gramsPerGram,NA,NA,NA
