dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_001,LAJA_001.basePlot.bgc,M,56,7.2178571428571425,6.598928571428571,10.105357142857143,21.78571428571429,2.1642857142857146,10.105357142857143,34.28571428571429,3.392857142857143,2020.8392857142858,2020.8392857142858,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_002,LAJA_002.basePlot.bgc,M,66,6.794242424242424,5.983030303030303,10.125757575757575,20.90909090909091,2.074242424242424,10.125757575757575,33.93939393939394,3.3454545454545452,2020.9545454545455,2020.9545454545455,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_003,LAJA_003.basePlot.bgc,M,48,7.521875,6.9475,10.716666666666667,21.666666666666664,2.091666666666667,10.720833333333333,31.25,3.03125,2020.125,2020.125,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_004,LAJA_004.basePlot.bgc,M,48,7.2075,6.347291666666667,10.1625,22.291666666666664,2.1958333333333333,10.160416666666666,32.5,3.1875,2020.125,2020.125,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_005,LAJA_005.basePlot.bgc,M,45,6.711111111111111,5.758666666666667,10.108888888888888,20,1.9755555555555555,10.115555555555556,30.66666666666667,3.026666666666667,2020.0666666666666,2020.0666666666666,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_015,LAJA_015.basePlot.bgc,M,53,5.780377358490566,4.893018867924528,10.143396226415094,20.566037735849058,2.0339622641509436,10.147169811320754,30.94339622641509,3.0433962264150947,2020.8490566037735,2020.8490566037735,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_042,LAJA_042.basePlot.bgc,M,63,7.21,6.532222222222222,10.125396825396825,20.952380952380953,2.073015873015873,10.125396825396825,33.65079365079366,3.3238095238095235,2020.8412698412699,2020.8412698412699,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_044,LAJA_044.basePlot.bgc,M,64,7.26625,6.49671875,10.1125,20.9375,2.078125,10.1125,34.0625,3.3625000000000003,2020.953125,2020.953125,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_046,LAJA_046.basePlot.bgc,M,63,7.446825396825397,6.6814285714285715,10.136507936507936,20.952380952380953,2.073015873015873,10.136507936507936,33.96825396825396,3.3492063492063493,2020.952380952381,2020.952380952381,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_051,LAJA_051.basePlot.bgc,M,60,7.612833333333334,6.885166666666667,10.118333333333332,21.333333333333336,2.12,10.116666666666667,34,3.36,2020.95,2020.95,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_074,LAJA_074.basePlot.bgc,M,8,6.77125,6.0375,10.175,20,1.975,10.175,40,3.9375,2024,2024,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_076,LAJA_076.basePlot.bgc,M,7,7.274285714285714,6.4714285714285715,10.157142857142857,20,1.9857142857142858,10.157142857142857,40,3.9571428571428573,2024,2024,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_077,LAJA_077.basePlot.bgc,M,3,5.556666666666667,4.816666666666666,10.266666666666667,20,1.9333333333333333,10.266666666666667,40,3.9,2024,2024,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,LAJA,sls_soilpH,2018-2024,LAJA,LAJA_079,LAJA_079.basePlot.bgc,M,4,7.2725,6.5925,10.15,20,1.975,10.15,40,3.9,2024,2024,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
