dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_001,GRSM_001.basePlot.bgc,M,3,66.53333333333333,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_002,GRSM_002.basePlot.bgc,M,3,43.93333333333334,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_002,GRSM_002.basePlot.bgc,O,3,9.566666666666666,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_003,GRSM_003.basePlot.bgc,M,3,54.03333333333333,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_003,GRSM_003.basePlot.bgc,O,2,14.7,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_006,GRSM_006.basePlot.bgc,M,3,92.03333333333333,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_006,GRSM_006.basePlot.bgc,O,1,14.2,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_007,GRSM_007.basePlot.bgc,M,3,52,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_016,GRSM_016.basePlot.bgc,M,3,17.266666666666666,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_016,GRSM_016.basePlot.bgc,O,2,2.65,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_055,GRSM_055.basePlot.bgc,M,3,127.03333333333333,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_058,GRSM_058.basePlot.bgc,M,3,108.53333333333333,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_059,GRSM_059.basePlot.bgc,M,3,113.36666666666666,2021,2021,gram,NA,NA
DP1.10086.001,GRSM,sls_bgcSubsampling,2018-2024,GRSM,GRSM_060,GRSM_060.basePlot.bgc,M,3,109.33333333333334,2021,2021,gram,NA,NA
