uid,namedLocation,domainID,siteID,plotID,startDate,collectDate,sampleID,sampleCode,kclSampleID,kclSampleCode,sampleCondition,ammoniumNAnalysisDate,kclAmmoniumNConc,ammoniumNRepNum,ammoniumNQF,ammoniumNRemarks,nitrateNitriteNAnalysisDate,kclNitrateNitriteNConc,nitrateNitriteNRepNum,nitrateNitriteNQF,nitrateNitriteNRemarks,laboratoryName,ammoniumNMethod,ammoniumNInstrument,ammoniumNAnalyzedBy,ammoniumNReviewedBy,nitrateNitriteNMethod,nitrateNitriteNInstrument,nitrateNitriteNAnalyzedBy,nitrateNitriteNReviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
fe731662-1a45-43ee-8772-079632ee6852,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-09-25T16:25:00Z,2018-10-09T13:06:00Z,GUAN_003-M-21.5-8-20181009,A00000039024,GUAN_003-M-21.5-8-20181009-KCL,B00000005822,ok,2019-02-13,0.303,1,OK,NA,2019-02-12,11.02,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
477eb94b-0234-4d96-983c-0ab3a623a748,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-09-25T17:00:00Z,2018-10-09T12:59:00Z,GUAN_003-M-34.5-34.5-20181009,A00000039026,GUAN_003-M-34.5-34.5-20181009-KCL,B00000005823,ok,2019-02-13,0.139,1,OK,NA,2019-02-12,2.199,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
4f3597da-d95a-4240-a69f-a4d7b29202c6,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-09-25T17:30:00Z,2018-10-09T12:52:00Z,GUAN_003-M-5.5-29-20181009,A00000039025,GUAN_003-M-5.5-29-20181009-KCL,B00000005834,ok,2019-02-13,0.236,1,OK,NA,2019-02-12,3.532,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
5a91b4c0-ed7b-4d2e-bae1-576815951a17,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-09-25T16:25:00Z,2018-09-25T16:25:00Z,GUAN_003-M-21.5-8-20180925,A00000038779,GUAN_003-M-21.5-8-20180925-KCL,B00000012908,ok,2019-02-13,1.506,1,OK,NA,2019-02-12,8.954,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
06b2fe78-112c-4d00-b343-4f5a8d7fa7f0,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-09-25T17:00:00Z,2018-09-25T17:00:00Z,GUAN_003-M-34.5-34.5-20180925,A00000038780,GUAN_003-M-34.5-34.5-20180925-KCL,B00000012909,ok,2019-02-13,0.502,1,OK,NA,2019-02-12,3.966,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
6a57f3d9-f7f6-40b4-8f6d-afc40f42d5da,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-09-25T17:30:00Z,2018-09-25T17:30:00Z,GUAN_003-M-5.5-29-20180925,A00000038781,GUAN_003-M-5.5-29-20180925-KCL,B00000012906,ok,2019-02-13,0.766,1,OK,NA,2019-02-12,0.973,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
2aa00924-c407-474a-bcee-b40f4d389157,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-07-03T17:04:00Z,2018-07-03T17:04:00Z,GUAN_003-M-0.5-13-20180703,A00000006978,GUAN_003-M-0.5-13-20180703-KCL,B00000005899,ok,2018-12-03,0.222,1,OK,NA,2018-12-04,2.269,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
cedebc0f-8d10-402d-884b-37405c82c235,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-07-03T17:04:00Z,2018-07-16T15:12:00Z,GUAN_003-M-0.5-13-20180716,A00000006628,GUAN_003-M-0.5-13-20180716-KCL,B00000005916,ok,2018-12-03,0.215,1,OK,NA,2018-12-04,3.478,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
3e8f6070-5cc1-40a4-a787-c8cf664a2c77,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-07-03T17:22:00Z,2018-07-03T17:22:00Z,GUAN_003-M-31.5-37-20180703,A00000006977,GUAN_003-M-31.5-37-20180703-KCL,B00000005889,ok,2018-12-03,0.24,1,OK,NA,2018-12-04,1.239,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
a28728be-4365-4831-a82d-b413fdc03dcb,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-07-03T17:22:00Z,2018-07-16T15:07:00Z,GUAN_003-M-31.5-37-20180716,A00000006627,GUAN_003-M-31.5-37-20180716-KCL,B00000005896,ok,2018-12-03,0.388,1,OK,NA,2018-12-04,2.818,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
78d4c4e0-d875-4fb1-a122-e16d2dcbfbc9,GUAN_003.basePlot.bgc,D04,GUAN,GUAN_003,2018-07-03T17:53:00Z,2018-07-03T17:53:00Z,GUAN_003-M-19-32-20180703,A00000006979,GUAN_003-M-19-32-20180703-KCL,B00000005804,ok,2018-12-03,0.571,1,OK,NA,2018-12-04,3.369,1,OK,NA,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_externalLab
