dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_001,JERC_001.basePlot.bgc,M,51,5.841176470588235,4.855490196078431,10.07843137254902,13.52941176470588,1.3529411764705879,10.080392156862745,20,1.9862745098039216,2020.9607843137255,2020.9607843137255,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_002,JERC_002.basePlot.bgc,M,51,5.838039215686274,4.880980392156863,10.045098039215686,13.52941176470588,1.3529411764705879,10.029411764705882,20,1.996078431372549,2020.9607843137255,2020.9607843137255,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_003,JERC_003.basePlot.bgc,M,31,5.897741935483871,4.961935483870968,10.019354838709678,15.806451612903226,1.5806451612903227,10.003225806451614,20,2.0064516129032257,2019.5483870967741,2019.5483870967741,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_004,JERC_004.basePlot.bgc,M,47,5.82936170212766,4.764468085106383,10.017021276595745,13.829787234042552,1.3829787234042554,10.029787234042553,20,1.9978723404255319,2020.8085106382978,2020.8085106382978,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_005,JERC_005.basePlot.bgc,M,48,5.906041666666667,4.908125,10.08125,13.333333333333334,1.3333333333333333,10.085416666666667,20,1.9895833333333333,2021.0416666666667,2021.0416666666667,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_006,JERC_006.basePlot.bgc,M,48,5.779166666666667,4.776875,10.077083333333333,13.75,1.375,10.077083333333333,20,1.9875,2020.8333333333333,2020.8333333333333,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_007,JERC_007.basePlot.bgc,M,14,5.822857142857143,4.911428571428571,9.992857142857142,10,1,9.992857142857142,20,2.007142857142857,2023.5,2023.5,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_047,JERC_047.basePlot.bgc,M,50,6.0578,5.141,10.056,13.199999999999998,1.3199999999999998,10.062,20,1.992,2021.1,2021.1,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_047,JERC_047.basePlot.bgc,O,1,7.36,6.81,5,20,4,5,20,4,2019,2019,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_048,JERC_048.basePlot.bgc,M,52,5.865769230769231,4.8875,10.038461538461538,13.46153846153846,1.3461538461538458,10.048076923076923,20,1.9942307692307693,2020.9807692307693,2020.9807692307693,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_049,JERC_049.basePlot.bgc,M,52,5.758653846153846,4.813846153846154,10.051923076923076,13.46153846153846,1.3461538461538458,10.053846153846154,20,1.9923076923076923,2020.9807692307693,2020.9807692307693,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,JERC,sls_soilpH,2018-2024,JERC,JERC_050,JERC_050.basePlot.bgc,M,50,6.114,5.2198,10.058,13.600000000000001,1.36,10.06,20,1.99,2020.92,2020.92,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
