dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_010,HEAL_010.basePlot.cfc,distributed,+Xi+AbDD9//pEm9jVHyJfk+MVukWZ/QjkRKfdObDExw=,A00000308097,1,-3.9,-29,0.65,50.15,77.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_014,HEAL_014.basePlot.cfc,distributed,+Xi+AbDD9/+P0GB1MrNU0b2CxdO8FWLGyFqrRXZ28Gs=,A00000308110,1,-4.5,-28.1,1.74,47.86,27.6,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_014,HEAL_014.basePlot.cfc,distributed,+Xi+AbDD9//56xb2xEH8WZH5y0dteZE6fddfiqEFPEo=,A00000308109,1,-1.8,-29.7,2,50.06,25,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_014,HEAL_014.basePlot.cfc,distributed,+Xi+AbDD9/9NocSqaAVIoNlWJdfATCsusvmLxv1v828=,A00000308114,1,-4.3,-27.5,0.86,50.57,58.6,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_014,HEAL_014.basePlot.cfc,distributed,+Xi+AbDD9/9NocSqaAVIoP7gfqVf/lLvRw0EnZaI2FY=,A00000308117,1,-6.6,-28.8,0.77,49.98,65.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_015,HEAL_015.basePlot.cfc,distributed,+Xi+AbDD9/8j59Kw31gKxBh9B52iWXYbnf4It/Oj0V4=,A00000308119,1,-8.9,-27.1,0.75,50.9,68.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_015,HEAL_015.basePlot.cfc,distributed,+Xi+AbDD9/8j59Kw31gKxGMaN/m+TvttK5nsOCHZpTg=,A00000308205,1,-9.6,-27.2,0.89,50.23,56.1,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_015,HEAL_015.basePlot.cfc,distributed,+Xi+AbDD9/8j59Kw31gKxJl1f8FtF5u+EvYysnw3KVQ=,A00000308098,1,-10,-27,0.82,50.22,61.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_017,HEAL_017.basePlot.cfc,distributed,+Xi+AbDD9/+SIxcv9yUilh/CLCZY9g82V4V2JgoAy30=,A00000308122,1,-3.9,-28.8,0.66,50,76.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_017,HEAL_017.basePlot.cfc,distributed,+Xi+AbDD9/+SIxcv9yUilppvWKeIilhq9976jJWIzpQ=,A00000308121,1,-5.6,-28.9,0.85,50.23,59.4,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_020,HEAL_020.basePlot.cfc,distributed,+Xi+AbDD9/+FM3MXV1hJhLHyQ0wfaO8UO5t5ygDAM9Q=,A00000308123,1,-3.3,-29.4,0.88,50.04,56.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_020,HEAL_020.basePlot.cfc,distributed,+Xi+AbDD9/9ph51w8gtFsEjyxmYqt6HqzpysLO1xYRo=,A00000308120,1,-0.7,-26.5,2.47,51.6,20.9,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_023,HEAL_023.basePlot.cfc,distributed,+Xi+AbDD9/+8ltxcnGioqfOcPsStWE9kPPFN2wBp18w=,A00000308112,1,-3.5,-29.2,1.77,49.9,28.2,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_023,HEAL_023.basePlot.cfc,distributed,+Xi+AbDD9/+rcomSmESCfRmbcFStjeuzTGSpsyHSa/T/z9R40YDOHA==,A00000308111,1,-4.5,-28.1,2.06,50.2,24.4,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_023,HEAL_023.basePlot.cfc,distributed,+Xi+AbDD9/9YOQNto+x+X0aN2yr64mbL/9D55zLPW/c=,A00000308113,1,-6.4,-27.4,1.01,50.06,49.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_023,HEAL_023.basePlot.cfc,distributed,+Xi+AbDD9/9YOQNto+x+X93yRoD8y6ucTqNxv+a7+mY=,A00000308115,1,-8.5,-28.5,0.64,50.1,78.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_047,HEAL_047.basePlot.cfc,tower,+Xi+AbDD9/+ocg9lqFdxv8/5tmM28jdhRCIv4XdWQ3U=,A00000308095,1,-5.5,-27.5,0.9,48.96,54.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_047,HEAL_047.basePlot.cfc,tower,+Xi+AbDD9/+ocg9lqFdxvzrWGPOvS/9kqGUgEqhhVsI=,A00000308124,1,-6.2,-28.4,0.74,49.29,66.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_066,HEAL_066.basePlot.cfc,tower,+Xi+AbDD9/+Bt0CIrTG4zxxTNRys0gkADwfbpHpgAQQ=,A00000308096,1,-8.8,-26.6,0.73,50.1,68.7,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HEAL,cfc_carbonNitrogen,2021,HEAL,HEAL_066,HEAL_066.basePlot.cfc,tower,+Xi+AbDD9/9msQtWxdZ5DOOZfpMHomtc/onJivaATa0=,A00000308094,2,-7.15,-27.5,0.615,50.59,81.95,1.5,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
