uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF,publicationDate,release,dpID,site_download,year_download,source_table
c945df2a-f07a-4b8a-b973-ef050b4c1d7d,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-04-17T18:12:00Z,2024-04-17T18:12:00Z,2024-05-20,KONZ_003-M-41-20240417,A00000438665,KONZ_003-M-41-20240417-PH,NEON.DOC.014048vP,M,6.4,5.82,9.8,10,1,9.8,20,2,NA,0009-0005-6527-0647,NA,20251217T193743Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
ec9346d8-be0f-40a8-9254-bb023905ed96,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-04-17T18:50:00Z,2024-04-17T18:50:00Z,2024-05-20,KONZ_003-M-23-20240417,A00000438667,KONZ_003-M-23-20240417-PH,NEON.DOC.014048vP,M,7.33,6.87,10,10,1,10,20,2,NA,0009-0005-6527-0647,NA,20251217T193743Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
fa873065-ad7b-45ff-af19-bf297f62f427,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-04-17T19:28:00Z,2024-04-17T19:28:00Z,2024-05-20,KONZ_003-M-39-20240417,A00000438666,KONZ_003-M-39-20240417-PH,NEON.DOC.014048vP,M,6.65,6.2,9.9,10,1,9.9,20,2,NA,0009-0005-6527-0647,NA,20251217T193743Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
b024a3e4-a87d-438b-88f0-05ac727e1832,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-07-24T14:20:00Z,2024-07-24T14:20:00Z,2024-09-16,KONZ_003-M-21-20240724,A00000439908,KONZ_003-M-21-20240724-PH,NEON.DOC.014048vP,M,6.59,6.56,10.3,10,1,10.3,20,1.9,NA,0009-0005-6527-0647,NA,20251217T193621Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
38c924e6-ef20-443d-983f-97a7d7f6d8a9,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-07-24T15:47:00Z,2024-07-24T15:47:00Z,2024-09-16,KONZ_003-M-41-20240724,A00000439906,KONZ_003-M-41-20240724-PH,NEON.DOC.014048vP,M,7.06,6.46,10.3,20,1.9,10.3,40,3.9,NA,0009-0005-6527-0647,NA,20251217T193621Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
216203a0-f4dc-4dce-b207-3ca9a6fbc190,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-07-24T16:22:00Z,2024-07-24T16:22:00Z,2024-09-16,KONZ_003-M-39-20240724,A00000439907,KONZ_003-M-39-20240724-PH,NEON.DOC.014048vP,M,7.23,6.56,10.2,10,1,10.2,20,2,NA,0009-0005-6527-0647,NA,20251217T193621Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
d7f0f698-364b-4e42-a96b-0d49043b1a0a,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-10-16T16:45:00Z,2024-10-16T16:45:00Z,2024-10-30,KONZ_003-M-41-20241016,A00000440793,KONZ_003-M-41-20241016-PH,NEON.DOC.014048vP,M,7.75,7.19,10.3,10,1,10.3,20,1.9,NA,0009-0005-6527-0647,NA,20251217T193538Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
462c77da-dfd3-4fab-8a58-344aa769ffe8,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-10-16T17:05:00Z,2024-10-16T17:05:00Z,2024-10-30,KONZ_003-M-39-20241016,A00000440792,KONZ_003-M-39-20241016-PH,NEON.DOC.014048vP,M,6.53,5.69,10.4,10,1,10.4,20,1.9,NA,0009-0005-6527-0647,NA,20251217T193538Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
a0990a74-1a2b-47cb-873a-9e0620e03daa,D06,KONZ,KONZ_003,KONZ_003.basePlot.bgc,2024-10-16T17:44:00Z,2024-10-16T17:44:00Z,2024-10-30,KONZ_003-M-23-20241016,A00000440791,KONZ_003-M-23-20241016-PH,NEON.DOC.014048vP,M,6.67,6.26,10.4,10,1,10.4,20,1.9,NA,0009-0005-6527-0647,NA,20251217T193538Z,RELEASE-2026,DP1.10086.001,KONZ,2024,sls_soilpH
