uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,sampleID,sampleCode,cnSampleID,cnSampleCode,sampleType,acidTreatment,co2Trapped,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
235a4319-e594-4be5-989f-2d9344eb3690,2022-10-13,SCBI_003.basePlot.bgc,D02,SCBI,SCBI_003,distributed,2022-07-11T14:04:00Z,2022-07-11T14:04:00Z,SCBI_003-M-21-20220711,A00000167498,SCBI_003-M-21-20220711-CN,A00000169702,soil,N,N,3.2,-26.2,0.4,4.76,11.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
73cfa5a5-7b6f-4f96-99a3-16e071d8e196,2022-10-13,SCBI_003.basePlot.bgc,D02,SCBI,SCBI_003,distributed,2022-07-11T15:07:00Z,2022-07-11T15:07:00Z,SCBI_003-M-39-20220711,A00000167503,SCBI_003-M-39-20220711-CN,A00000169700,soil,N,N,3.3,-25.5,0.46,6.7,14.6,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
d862a8f6-a02a-47bf-a8cb-d07aeb5b3abe,2022-10-13,SCBI_003.basePlot.bgc,D02,SCBI,SCBI_003,distributed,2022-07-11T15:07:00Z,2022-07-11T15:07:00Z,SCBI_003-M-39-20220711,A00000167503,SCBI_003-M-39-20220711-CN,A00000169700,soil,N,N,3.8,-25.5,0.39,5.47,13.9,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
8bf37752-6e3d-43c3-89a4-d56ed124e411,2022-10-13,SCBI_005.basePlot.bgc,D02,SCBI,SCBI_005,distributed,2022-07-11T15:10:00Z,2022-07-11T15:10:00Z,SCBI_005-M-21-20220711,NA,SCBI_005-M-21-20220711-CN,A00000169703,soil,N,N,5.8,-24.2,0.18,1.98,11,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
02639b30-69fb-4e27-8a93-29d6b3556b07,2022-10-13,SCBI_005.basePlot.bgc,D02,SCBI,SCBI_005,distributed,2022-07-11T15:44:00Z,2022-07-11T15:44:00Z,SCBI_005-M-39-20220711,A00000167497,SCBI_005-M-39-20220711-CN,A00000169701,soil,N,N,5.3,-22.9,0.26,2.8,10.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
cdd3584b-8d4d-4b03-b420-afae91b00033,2022-10-13,SCBI_003.basePlot.bgc,D02,SCBI,SCBI_003,distributed,2022-07-11T16:05:00Z,2022-07-11T16:05:00Z,SCBI_003-M-41-20220711,A00000167500,SCBI_003-M-41-20220711-CN,A00000169705,soil,N,N,2.4,-26.3,0.39,5.71,14.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
ca494a22-504e-4d1f-87a0-74a177e0a65a,2022-10-13,SCBI_005.basePlot.bgc,D02,SCBI,SCBI_005,distributed,2022-07-11T17:13:00Z,2022-07-11T17:13:00Z,SCBI_005-M-23-20220711,NA,SCBI_005-M-23-20220711-CN,A00000169704,soil,N,N,3.3,-25.6,0.28,3.46,12.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
b5b3d0b7-a5a2-4127-a6f9-19a5ff9e7a7e,2022-10-13,SCBI_010.basePlot.bgc,D02,SCBI,SCBI_010,distributed,2022-07-11T17:27:00Z,2022-07-11T17:27:00Z,SCBI_010-M-23-20220711,A00000167504,SCBI_010-M-23-20220711-CN,A00000169707,soil,N,N,4.1,-26,0.37,4.81,12.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
9e811e28-6627-48ba-8e91-06b20c18c145,2022-10-13,SCBI_010.basePlot.bgc,D02,SCBI,SCBI_010,distributed,2022-07-11T17:55:00Z,2022-07-11T17:55:00Z,SCBI_010-M-21-20220711,A00000167505,SCBI_010-M-21-20220711-CN,A00000169708,soil,N,N,3.7,-26.4,0.33,3.85,11.6,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
22a4b1c6-9e7e-4982-b345-fd5624cb85fa,2022-10-13,SCBI_010.basePlot.bgc,D02,SCBI,SCBI_010,distributed,2022-07-11T18:18:00Z,2022-07-11T18:18:00Z,SCBI_010-M-39-20220711,A00000167506,SCBI_010-M-39-20220711-CN,A00000169712,soil,N,N,3,-26.3,0.42,4.91,11.7,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193747Z,RELEASE-2026,DP1.10086.001,SCBI,2022,sls_soilChemistry
