dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_004,PUUM_004.basePlot.bgc,M,29,1.0441379310344827,11.06793103448276,3.8817241379310343,2.7851724137931035,0.2826206896551724,2019.3793103448277,2019.3793103448277,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_004,PUUM_004.basePlot.bgc,O,42,1.0476190476190477,6.217380952380952,2.2328571428571427,3.504166666666667,0.2291904761904762,2022.404761904762,2022.404761904762,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_006,PUUM_006.basePlot.bgc,M,18,1.0372222222222223,10.763333333333334,2.88,4.3265,0.19044444444444444,2018.6666666666667,2018.6666666666667,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_006,PUUM_006.basePlot.bgc,O,69,1.0420289855072464,6.121739130434783,1.998840579710145,4.397173913043479,0.18818840579710144,2021.0869565217392,2021.0869565217392,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_007,PUUM_007.basePlot.bgc,M,24,1.0420833333333335,11.0775,4.02125,2.5503333333333336,0.29625,2020,2020,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_007,PUUM_007.basePlot.bgc,O,69,1.0460869565217392,6.152898550724638,2.1543478260869566,3.8021159420289856,0.21694202898550724,2021.0869565217392,2021.0869565217392,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_010,PUUM_010.basePlot.bgc,M,17,1.035294117647059,11.08,3.3970588235294117,3.3502941176470586,0.23511764705882354,2018.6470588235295,2018.6470588235295,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_010,PUUM_010.basePlot.bgc,O,69,1.0469565217391306,6.164927536231884,2.108695652173913,3.925130434782609,0.20721739130434783,2021.0869565217392,2021.0869565217392,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_014,PUUM_014.basePlot.bgc,O,69,1.042463768115942,6.128550724637681,2.2195652173913043,3.4938985507246376,0.2313768115942029,2021.0869565217392,2021.0869565217392,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_015,PUUM_015.basePlot.bgc,M,19,1.045263157894737,11.035263157894736,4.053684210526316,2.7554210526315788,0.30057894736842106,2018.7368421052631,2018.7368421052631,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_015,PUUM_015.basePlot.bgc,O,68,1.0430882352941178,6.088235294117647,2.0175,4.265264705882353,0.1930735294117647,2021.1029411764705,2021.1029411764705,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_031,PUUM_031.basePlot.bgc,M,20,1.052,10.9225,3.2545,4.03975,0.22195,2018.75,2018.75,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_031,PUUM_031.basePlot.bgc,O,9,1.0344444444444445,6.083333333333333,2.11,4.0265555555555554,0.21255555555555555,2020.2222222222222,2020.2222222222222,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_032,PUUM_032.basePlot.bgc,O,14,1.0364285714285715,6.057142857142857,2.124285714285714,3.7237142857142858,0.2165,2018.5714285714287,2018.5714285714287,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_034,PUUM_034.basePlot.bgc,O,69,1.0436231884057972,6.145217391304348,1.9755072463768115,4.693695652173913,0.18259420289855072,2021.0869565217392,2021.0869565217392,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_036,PUUM_036.basePlot.bgc,O,68,1.045,6.1635294117647055,2.211470588235294,3.5951470588235295,0.228,2021.1176470588234,2021.1176470588234,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,PUUM,sls_soilMoisture,2018-2024,PUUM,PUUM_040,PUUM_040.basePlot.bgc,O,51,1.0505882352941176,6.096078431372549,2.203921568627451,3.6046274509803924,0.22831372549019607,2021.9411764705883,2021.9411764705883,gram,gram,gram,gramsPerGram,NA,NA,NA
