uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
c7b4e117-b0e5-45ab-827a-d0dbe1c0baf0,D02,SCBI,SCBI_005,SCBI_005.basePlot.bgc,2021-07-19T13:58:00Z,2021-07-19T15:03:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_005-M-1.5-36.5-20210719|SCBI_005-M-18.5-7-20210719|SCBI_005-M-34.5-23-20210719,SCBI_005-M-20210719-COMP,B00000052756,OK,NA,0000-0001-8122-5196,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
46e8bb61-aec9-4c9f-ba0d-4391a8279d8a,D02,SCBI,SCBI_003,SCBI_003.basePlot.bgc,2021-07-19T14:17:00Z,2021-07-19T15:21:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_003-M-36-11-20210719|SCBI_003-M-3-6-20210719|SCBI_003-M-9.5-28-20210719,SCBI_003-M-20210719-COMP,B00000052741,OK,NA,0000-0001-7914-5891,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
13b670ac-f86f-4e44-b8f3-372fe93a35b3,D02,SCBI,SCBI_010,SCBI_010.basePlot.bgc,2021-07-19T16:44:00Z,2021-07-19T17:37:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_010-M-35-10.5-20210719|SCBI_010-M-14-6.5-20210719|SCBI_010-M-37.5-29.5-20210719,SCBI_010-M-20210719-COMP,B00000052745,OK,NA,0000-0001-7914-5891,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
9d2bd46e-147a-49ee-8f69-d977dc95b28a,D02,SCBI,SCBI_004,SCBI_004.basePlot.bgc,2021-07-19T17:05:00Z,2021-07-19T18:33:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_004-M-22-6-20210719|SCBI_004-M-12-2.5-20210719|SCBI_004-M-38.5-35-20210719,SCBI_004-M-20210719-COMP,B00000052749,OK,NA,0000-0001-8122-5196,The following samples included in the composite are from resampled locations: SCBI_004-M-22-6-20210719,location-resampled,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
7103055b-d00c-4c49-a492-cc097b6c8f16,D02,SCBI,SCBI_008,SCBI_008.basePlot.bgc,2021-07-19T18:50:00Z,2021-07-19T20:20:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_008-M-37.5-2-20210719|SCBI_008-M-15-32.5-20210719|SCBI_008-M-8.5-14.5-20210719,SCBI_008-M-20210719-COMP,B00000052773,OK,NA,0000-0001-7914-5891,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
551f8c73-e017-408d-b2f3-b47940b8f0d0,D02,SCBI,SCBI_006,SCBI_006.basePlot.bgc,2021-07-19T19:26:00Z,2021-07-19T20:18:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_006-M-7.5-0.5-20210719|SCBI_006-M-34.5-11.5-20210719|SCBI_006-M-22.5-31.5-20210719,SCBI_006-M-20210719-COMP,B00000052765,OK,NA,0000-0001-8122-5196,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
f43c25f3-6c5e-454c-8327-e02c86024624,D02,SCBI,SCBI_045,SCBI_045.basePlot.bgc,2021-07-20T12:11:00Z,2021-07-20T13:27:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_045-M-34-16.5-20210720|SCBI_045-M-19-2-20210720|SCBI_045-M-5.5-35.5-20210720,SCBI_045-M-20210720-COMP,B00000052752,OK,NA,0000-0001-8122-5196,The following samples included in the composite are from resampled locations: SCBI_045-M-19-2-20210720,location-resampled,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
0652fe3a-dbdd-4be1-bbb5-df1a11fe2c65,D02,SCBI,SCBI_047,SCBI_047.basePlot.bgc,2021-07-20T12:49:00Z,2021-07-20T13:47:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_047-M-31.5-27-20210720|SCBI_047-M-9.5-27-20210720|SCBI_047-M-10.5-3-20210720,SCBI_047-M-20210720-COMP,B00000052761,OK,NA,0000-0001-7914-5891,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
b8753fe2-f385-47d1-a785-29a448730247,D02,SCBI,SCBI_067,SCBI_067.basePlot.bgc,2021-07-20T14:27:00Z,2021-07-20T15:23:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_067-M-11-36-20210720|SCBI_067-M-34-17.5-20210720|SCBI_067-M-4-6.5-20210720,SCBI_067-M-20210720-COMP,B00000052777,OK,NA,0000-0001-7914-5891,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
0e4255f5-3e11-40c7-9c2c-854f1c519255,D02,SCBI,SCBI_049,SCBI_049.basePlot.bgc,2021-07-20T14:37:00Z,2021-07-20T15:31:00Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_049-M-5-14.5-20210720|SCBI_049-M-33-35-20210720|SCBI_049-M-6-36.5-20210720,SCBI_049-M-20210720-COMP,B00000052766,OK,NA,0000-0001-8122-5196,NA,NA,20251217T193841Z,RELEASE-2026,DP1.10086.001,SCBI,2021,sls_metagenomicsPooling
