dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_001,UNDE_001.basePlot.bgc,M,4,122.25,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_001,UNDE_001.basePlot.bgc,O,5,48.3,2021,2021,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_002,UNDE_002.basePlot.bgc,O,6,14.333333333333334,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_003,UNDE_003.basePlot.bgc,M,2,152,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_003,UNDE_003.basePlot.bgc,O,5,40.43333333333334,2022,2022,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_006,UNDE_006.basePlot.bgc,M,5,123.19999999999999,2021,2021,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_008,UNDE_008.basePlot.bgc,M,6,174.3,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_010,UNDE_010.basePlot.bgc,M,1,NA,2019,2019,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_010,UNDE_010.basePlot.bgc,O,5,40.5,2022,2022,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_037,UNDE_037.basePlot.bgc,M,5,109.43333333333334,2022,2022,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_037,UNDE_037.basePlot.bgc,O,5,40.63333333333333,2022,2022,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_038,UNDE_038.basePlot.bgc,M,2,145.5,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_038,UNDE_038.basePlot.bgc,O,6,30.5,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_043,UNDE_043.basePlot.bgc,M,6,187.33333333333331,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_044,UNDE_044.basePlot.bgc,M,6,181.5,2021.5,2021.5,gram,NA,NA
DP1.10086.001,UNDE,sls_bgcSubsampling,2018-2024,UNDE,UNDE_044,UNDE_044.basePlot.bgc,O,2,38.1,2021.5,2021.5,gram,NA,NA
