dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_001,MLBS_001.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_002,MLBS_002.basePlot.bgc,4,2020.5,2020.5,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_003,MLBS_003.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_005,MLBS_005.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_006,MLBS_006.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_007,MLBS_007.basePlot.bgc,4,2020.5,2020.5,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_061,MLBS_061.basePlot.bgc,4,2020.5,2020.5,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_063,MLBS_063.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_064,MLBS_064.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
DP1.10086.001,MLBS,sls_metagenomicsPooling,2018-2024,MLBS,MLBS_067,MLBS_067.basePlot.bgc,3,2019.6666666666667,2019.6666666666667,NA,NA
