uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
4df3ced0-b981-4fef-b66c-2244bb962782,D13,MOAB,2022-03-15,2022-03-15,MOAB-20220315-BREF1,MOAB-20220315-BREF1-A,B00000116216,MOAB-20220315-BREF1-B,B00000116217,NA,NA,NA,NA,20251217T193611Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
65576515-5e92-4e67-ba70-f730a08669f8,D13,MOAB,2022-03-16,2022-03-16,MOAB-20220316-BREF1,MOAB-20220316-BREF1-A,B00000116209,MOAB-20220316-BREF1-B,B00000116230,MOAB-20220316-BREF1-C,B00000116205,NA,NA,20251217T193611Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
4d9e65ef-fb7b-4dac-afe7-1a43fccac7a1,D13,MOAB,2022-03-17,2022-03-17,MOAB-20220317-BREF1,MOAB-20220317-BREF1-A,B00000116207,MOAB-20220317-BREF1-B,B00000116220,NA,NA,NA,NA,20251217T193611Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
3150683b-b1fe-4817-9b56-7ff15e5b4dd5,D13,MOAB,2022-04-05,2022-04-05,MOAB-20220405-BREF1,MOAB-20220405-BREF1-A,B00000113291,MOAB-20220405-BREF1-B,B00000113290,MOAB-20220405-BREF1-C,B00000113285,NA,NA,20251217T193635Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
6db741da-8122-4748-ac6e-6f313d26e5d0,D13,MOAB,2022-04-06,2022-04-06,MOAB-20220406-BREF1,MOAB-20220406-BREF1-A,B00000113271,MOAB-20220406-BREF1-B,B00000113270,NA,NA,NA,NA,20251217T193635Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
88087aad-5384-4e5a-bb61-1ddb2aa1dd71,D13,MOAB,2022-06-14,2022-06-14,MOAB-20220614-BREF1,MOAB-20220614-BREF1-A,B00000113742,MOAB-20220614-BREF1-B,B00000113736,MOAB-20220614-BREF1-C,B00000113737,NA,NA,20251217T193513Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
b01fa028-651d-4f49-8dd1-00adec944275,D13,MOAB,2022-06-16,2022-06-16,MOAB-20220616-BREF1,MOAB-20220616-BREF1-A,B00000113738,MOAB-20220616-BREF1-B,B00000113740,NA,NA,NA,NA,20251217T193513Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
d28e3fe9-45e8-481e-aa5a-7d8f4bf6bfb6,D13,MOAB,2022-06-22,2022-06-22,MOAB-20220622-BREF2,MOAB-20220622-BREF2-A,B00000113747,MOAB-20220622-BREF2-B,B00000113748,NA,NA,NA,NA,20251217T193513Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
b4dab4f0-2a26-40c1-983d-7502b6ef2a9a,D13,MOAB,2022-07-05,2022-07-05,MOAB-20220705-BREF2,MOAB-20220705-BREF2-A,B00000113788,MOAB-20220705-BREF2-B,B00000113785,MOAB-20220705-BREF2-C,B00000113786,NA,NA,20251217T194047Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
2e2034c2-9609-4b6e-9afa-00af6f103299,D13,MOAB,2022-07-06,2022-07-06,MOAB-20220706-BREF2,MOAB-20220706-BREF2-A,B00000113789,MOAB-20220706-BREF2-B,B00000113790,NA,NA,NA,NA,20251217T194047Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
6dd7cf6d-617d-4eba-ad6a-a9977c48041a,D13,MOAB,2022-07-12,2022-07-12,MOAB-20220712-BREF2,MOAB-20220712-BREF2-A,B00000116212,MOAB-20220712-BREF2-B,B00000113787,NA,NA,NA,NA,20251217T194047Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
a7a7319b-41f0-4d46-bb27-e3ab170870c6,D13,MOAB,2022-11-08,2022-11-08,MOAB-20221108-BREF3,MOAB-20221108-BREF3-A,B00000114062,MOAB-20221108-BREF3-B,B00000114063,MOAB-20221108-BREF3-C,B00000114064,NA,NA,20251217T194008Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
6298c25d-245d-42d1-8d93-0ed68e9a8848,D13,MOAB,2022-11-09,2022-11-09,MOAB-20221109-BREF2,MOAB-20221109-BREF2-A,B00000114065,MOAB-20221109-BREF2-B,B00000114066,NA,NA,NA,NA,20251217T194008Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
3d2b9d89-899a-4dfc-851c-b5b0c9453bb0,D13,MOAB,2022-11-15,2022-11-15,MOAB-20221115-BREF2,MOAB-20221115-BREF2-A,B00000114067,MOAB-20221115-BREF2-B,B00000114068,NA,NA,NA,NA,20251217T194008Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
e8c9fcdc-e021-4596-9102-91d93880f1e4,D13,MOAB,2022-10-18,2022-10-18,MOAB-20221018-BREF2,MOAB-20221018-BREF2-A,B00000114071,MOAB-20221018-BREF2-B,B00000114072,MOAB-20221018-BREF2-C,B00000114074,NA,NA,20251217T193755Z,RELEASE-2026,DP1.10086.001,MOAB,2022,ntr_internalLabBlanks
