dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_001,YELL_001.basePlot.bgc,2,2018.5,2018.5,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_002,YELL_002.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_003,YELL_003.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_005,YELL_005.basePlot.bgc,4,2022,2022,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_009,YELL_009.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_012,YELL_012.basePlot.bgc,7,2020.857142857143,2020.857142857143,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_016,YELL_016.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_046,YELL_046.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_048,YELL_048.basePlot.bgc,7,2021.2857142857142,2021.2857142857142,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_051,YELL_051.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,YELL,sls_metagenomicsPooling,2018-2024,YELL,YELL_052,YELL_052.basePlot.bgc,7,2020.5714285714287,2020.5714285714287,NA,NA
