dpID,site,table,years_available_averaged,siteID,n_raw_records,shapefileAopYear_mean_2018_2024,year_download_mean_2018_2024,shapefileAopYear_mean_2018_2024_unit,year_download_mean_2018_2024_unit
DP1.10026.001,YELL,cfc_shapefile,"2020,2023",YELL,2,2019.5,2021.5,NA,NA
