uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
e4afe738-511e-4750-94a8-57020bc344b2,D10,CPER,CPER_002,CPER_002.basePlot.bgc,2023-06-28T15:35:00Z,2023-06-28T16:11:00Z,CPER.peakGreenness.2023,NEON.DOC.014048vO,CPER_002-M-39-20230628|CPER_002-M-41-20230628|CPER_002-M-23-20230628,CPER_002-M-20230628-COMP,B00000103914,OK,NA,0009-0002-9678-9896,NA,NA,20251217T193912Z,RELEASE-2026,DP1.10086.001,CPER,2023,sls_metagenomicsPooling
