uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF,publicationDate,release,dpID,site_download,year_download,source_table
933ff21f-d465-4dd4-9c14-ae1e272f0f19,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-06-03T20:29:00Z,2019-06-03T20:29:00Z,2019-06-10,RMNP_043-M-38-23.5-20190603,A00000090570,RMNP_043-M-38-23.5-20190603-PH,NEON.DOC.014048vL,M,5.89,5.02,10,20.1,2,9.9,20,2,NA,0000-0002-5587-1976,NA,20251217T193659Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
3defe88a-77ea-4aa2-aec7-25c301dda2c7,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-06-03T20:46:00Z,2019-06-03T20:46:00Z,2019-06-20,RMNP_043-O-1.5-31.5-20190603,A00000090553,RMNP_043-O-1.5-31.5-20190603-PH,NEON.DOC.014048vL,O,6.23,4.91,5,20,4,5,20,4,NA,0000-0002-5795-6850,NA,20251217T193659Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
5b5cad1c-dfb4-4e48-a3a3-cff14e112ed7,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-06-03T21:05:00Z,2019-06-03T21:05:00Z,2019-06-10,RMNP_043-O-12-8.5-20190603,A00000090554,RMNP_043-O-12-8.5-20190603-PH,NEON.DOC.014048vL,O,4.74,4.1,5.1,20,3.9,5,20,4,NA,0000-0002-5587-1976,NA,20251217T193659Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
7e7e20d8-72b5-412d-884d-90ea351cf341,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-07-25T17:05:00Z,2019-07-25T17:05:00Z,2019-08-26,RMNP_043-O-1-12.5-20190725,A00000091350,RMNP_043-O-1-12.5-20190725-PH,NEON.DOC.014048vL,O,5.44,4.52,3.2,20,6.3,3.2,20,6.2,NA,0000-0002-9897-9899,NA,20251217T193718Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
da34d56f-7c99-4763-80e3-008290c91314,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-07-25T17:26:00Z,2019-07-25T17:26:00Z,2019-08-26,RMNP_043-M-32-30.5-20190725,A00000091345,RMNP_043-M-32-30.5-20190725-PH,NEON.DOC.014048vL,M,5.92,4.96,9.9,20,2,10,20,2,NA,0000-0002-9897-9899,NA,20251217T193718Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
af77ce4c-5113-4d8f-9b9a-e890cbe0c5e5,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-07-25T17:42:00Z,2019-07-25T17:42:00Z,2019-08-26,RMNP_043-O-15-39.5-20190725,A00000091346,RMNP_043-O-15-39.5-20190725-PH,NEON.DOC.014048vL,O,5.14,4.48,4.9,20,4.1,4.9,20,4.1,NA,0000-0002-9897-9899,NA,20251217T193718Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
e538c963-2349-487c-8f2e-46d02eae64d5,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-09-19T17:21:00Z,2019-09-19T17:21:00Z,2019-09-30,RMNP_043-M-32.5-18-20190919,A00000092668,RMNP_043-M-32.5-18-20190919-PH,NEON.DOC.014048vL,M,5.74,4.65,10,20,2,9.9,20,2,NA,0000-0002-2359-6738,NA,20251217T193651Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
7be29a45-4bbc-4422-8cab-98e6ee4bc30b,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-09-19T17:32:00Z,2019-09-19T17:32:00Z,2019-09-30,RMNP_043-M-5.5-21-20190919,A00000092685,RMNP_043-M-5.5-21-20190919-PH,NEON.DOC.014048vL,M,5.96,4.98,10,20,2,9.9,20,2,NA,0000-0002-2359-6738,NA,20251217T193651Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
e4c6b19b-25a7-4401-a7a6-9fd2c041d2b2,D10,RMNP,RMNP_043,RMNP_043.basePlot.bgc,2019-09-19T17:49:00Z,2019-09-19T17:49:00Z,2019-09-30,RMNP_043-M-6-19.5-20190919,A00000092702,RMNP_043-M-6-19.5-20190919-PH,NEON.DOC.014048vL,M,6.09,5.08,10,20,2,10,20,2,NA,0000-0002-2359-6738,NA,20251217T193651Z,RELEASE-2026,DP1.10086.001,RMNP,2019,sls_soilpH
