dpID,site,table,years_available_averaged,siteID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,freshMass_mean_2018_2024,dryMass_mean_2018_2024,scannedLeafNumber_mean_2018_2024,leafArea_mean_2018_2024,percentGreen_mean_2018_2024,leafMassPerArea_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,freshMass_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,scannedLeafNumber_mean_2018_2024_unit,leafArea_mean_2018_2024_unit,percentGreen_mean_2018_2024_unit,leafMassPerArea_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_002.basePlot.cfc,distributed,kfvvZaGzVPFU5M6V7OvUnOENGPzY3sWwCr3kxNfDvTg=,NA,1,0.495,0.187,33,960,100,194.4,0.377,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_002.basePlot.cfc,distributed,kfvvZaGzVPGkB14bgRrp3GeJJptmchH6oVcez6grFyU=,NA,1,0.89,0.36,30,1474.8,100,243.9,0.404,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_003.basePlot.cfc,distributed,kfvvZaGzVPFhSFFsweBnQqPj+XT9nWPXNERaZzDy3Mw=,A00000293105,1,1.642,0.556,13,12145.7,100,45.7,0.338,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_003.basePlot.cfc,distributed,kfvvZaGzVPHjZxtG0dwk1ZQLiAJ+z9ZBDRS6EYSw7dM=,A00000293086,1,0.909,0.288,18,8110.5,100,35.5,0.317,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_009.basePlot.cfc,distributed,kfvvZaGzVPEZ6NvgAVPspoY8sc9cpgyDdseCwurFQXs=,A00000293100,1,3.498,1.346,4,19395.1,100,69.4,0.385,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_011.basePlot.cfc,distributed,kfvvZaGzVPEFPQQCMZee+24rsqGRZN/KwKL5Qv2z68I=,NA,1,3.404,1.526,4,27346.6,100,55.8,0.448,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_011.basePlot.cfc,distributed,kfvvZaGzVPExLx6BiA79chacx1CrOpHsRiUHBij6NPM=,NA,1,6.095,2.559,4,23449.8,100,109.1,0.42,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_013.basePlot.cfc,distributed,kfvvZaGzVPEIrp3+5hasl+cL+F/QacoaN1j+nc4XcHo=,A00000293089,1,1.277,0.497,40,2987.6,100,166.2,0.389,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_013.basePlot.cfc,distributed,kfvvZaGzVPExrsMcoYMjR5UtvgRFZhhMQ6rzCVA5h7c=,A00000293084,1,2.556,1.152,4,17821.2,100,64.6,0.451,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,ABBY,cfc_LMA,2022,ABBY,ABBY_013.basePlot.cfc,distributed,kfvvZaGzVPFoMWqFjzgPpkmrzQisk8y2+gBz7kx/RwY=,A00000293090,1,1.688,0.758,19,15505.1,100,48.9,0.449,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
