uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
601639a2-bc1d-4130-a455-9c671f7dacf8,D03,OSBS,OSBS_002,OSBS_002.basePlot.bgc,2021-07-06T14:57:00Z,2021-07-06T15:51:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_002-M-1-8-20210706|OSBS_002-M-35-10.5-20210706|OSBS_002-M-31-32.5-20210706,OSBS_002-M-20210706-COMP,B00000065265,OK,NA,0000-0002-4028-6977,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
e4e1016a-d5db-4016-9a9b-a2be66951898,D03,OSBS,OSBS_027,OSBS_027.basePlot.bgc,2021-07-06T15:02:00Z,2021-07-06T15:53:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_027-M-21.5-37-20210706|OSBS_027-M-33.5-1.5-20210706|OSBS_027-M-6.5-36.5-20210706,OSBS_027-M-20210706-COMP,B00000024970,OK,NA,0000-0001-6893-5601,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
e96015fa-6bd4-4934-b54a-825712062ec6,D03,OSBS,OSBS_026,OSBS_026.basePlot.bgc,2021-07-06T16:50:00Z,2021-07-06T17:30:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_026-M-7.5-18.5-20210706|OSBS_026-M-24.5-3.5-20210706|OSBS_026-M-25-35-20210706,OSBS_026-M-20210706-COMP,B00000065261,OK,NA,0000-0001-6893-5601,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
e46201a9-e80b-495a-ba5c-a4ac2d56c183,D03,OSBS,OSBS_001,OSBS_001.basePlot.bgc,2021-07-06T17:22:00Z,2021-07-06T18:56:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_001-M-16.5-31.5-20210706|OSBS_001-M-38-4-20210706|OSBS_001-M-4-18-20210706,OSBS_001-M-20210706-COMP,B00000065266,OK,NA,0000-0002-4028-6977,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
c3383557-ac7d-4317-a533-537460985420,D03,OSBS,OSBS_001,OSBS_001.basePlot.bgc,2021-07-06T17:22:00Z,2021-07-06T18:56:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_001-O-16.5-31.5-20210706|OSBS_001-O-38-4-20210706,OSBS_001-O-20210706-COMP,B00000024939,OK,NA,0000-0002-4028-6977,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
5fd615c3-85cc-4083-a22e-71341b0f9ee7,D03,OSBS,OSBS_029,OSBS_029.basePlot.bgc,2021-07-06T19:17:00Z,2021-07-06T19:50:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_029-M-9.5-19-20210706|OSBS_029-M-36.5-33.5-20210706|OSBS_029-M-32-10-20210706,OSBS_029-M-20210706-COMP,B00000065259,OK,NA,0000-0001-6893-5601,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
ea20b137-7ee3-4cfb-aa86-37b4032f47a7,D03,OSBS,OSBS_004,OSBS_004.basePlot.bgc,2021-07-08T16:19:00Z,2021-07-08T16:59:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_004-M-3-35-20210708|OSBS_004-M-33.5-11-20210708|OSBS_004-M-34.5-24.5-20210708,OSBS_004-M-20210708-COMP,B00000065263,OK,NA,0000-0001-6893-5601,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
5cc046bc-0e39-45ab-80ff-86d1420d15f8,D03,OSBS,OSBS_005,OSBS_005.basePlot.bgc,2021-07-08T16:27:00Z,2021-07-08T17:09:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_005-O-5.5-11-20210708|OSBS_005-O-35-17-20210708|OSBS_005-O-39-32-20210708,OSBS_005-O-20210708-COMP,B00000065299,OK,NA,0000-0001-8642-686X,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
3a5ff018-8abe-4c4c-9d0f-a8626b08d114,D03,OSBS,OSBS_003,OSBS_003.basePlot.bgc,2021-07-08T18:17:00Z,2021-07-08T19:03:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_003-O-21.5-6-20210708|OSBS_003-O-27-30.5-20210708,OSBS_003-O-20210708-COMP,B00000024805,OK,NA,0000-0003-1476-1962,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
9ef90f42-44f7-47a6-9b8c-7b3f6ca7c17e,D03,OSBS,OSBS_003,OSBS_003.basePlot.bgc,2021-07-08T18:17:00Z,2021-07-08T19:29:00Z,OSBS.peakGreenness.2021,NEON.DOC.014048vN,OSBS_003-M-10-34-20210708|OSBS_003-M-27-30.5-20210708|OSBS_003-M-21.5-6-20210708,OSBS_003-M-20210708-COMP,B00000065264,OK,NA,0000-0003-1476-1962,NA,NA,20251217T193539Z,RELEASE-2026,DP1.10086.001,OSBS,2021,sls_metagenomicsPooling
