dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_001,JORN_001.basePlot.cfc,distributed,NrWJnEy30palUinYjroI35or/0tYTJyDDi7eYrKXNCo=,A00000355295,1,1,0.48,5.58,6.6,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_001,JORN_001.basePlot.cfc,distributed,NrWJnEy30palUinYjroI3xIUzpcKuo4o9BmqUX9DvOQ=,A00000355312,1,1,0.474,4.7,7.68,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_001,JORN_001.basePlot.cfc,distributed,NrWJnEy30pbn8ga5/09DP8mhuvsVtjk6Hh+bbBmU/TQ=,A00000355405,1,1,0.484,7.9,12.11,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_001,JORN_001.basePlot.cfc,distributed,NrWJnEy30pbt+dOpNyz1JZ/gy8NL8mN0qRr5sTWz4HQ=,A00000355437,1,1,0.466,13.15,13.97,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_002,JORN_002.basePlot.cfc,distributed,NrWJnEy30pZxH/6PUXNbX3+4Fr+xthrXneVNhnZwdj4=,A00000355293,1,1,0.474,12.48,14.2,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_002,JORN_002.basePlot.cfc,distributed,NrWJnEy30pbhSG614nyBEB9N4c0Vg5O9ZHZyOFmTgu8=,A00000355421,1,1,0.467,8.89,32.46,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_003,JORN_003.basePlot.cfc,distributed,NrWJnEy30pbcpw8EaMiyiL21KUUfPRkilUpAd98doRI=,A00000355278,1,1,0.492,11.98,31.21,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_005,JORN_005.basePlot.cfc,distributed,NrWJnEy30pYb69Uqz+Q+XFrify8aWS3n86F9QQ1DrSk=,A00000355277,1,1,0.499,14.45,17.65,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_005,JORN_005.basePlot.cfc,distributed,NrWJnEy30pZbEqIOrdFqU3hpVVpRVC/cLAkrOYUNDH8=,A00000355310,1,1,0.47,9.02,29,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_007,JORN_007.basePlot.cfc,distributed,NrWJnEy30pYr4GLSTAZ24x3y7hW+Ma+ewdsKP6PKpFc=,A00000355406,1,1,0.479,12.41,14.97,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_007,JORN_007.basePlot.cfc,distributed,NrWJnEy30pboUEQP7+NMQ/sSZisc0ObLCkYZgQ2LnI8=,A00000355263,1,1,0.485,9.12,27.5,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_009,JORN_009.basePlot.cfc,distributed,NrWJnEy30paXWVwPGNeLA8B3YD6xVqKltNpRdY49Bx0=,A00000355311,1,1,0.49,8.92,30.21,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_009,JORN_009.basePlot.cfc,distributed,NrWJnEy30pawL8XCla3vZIOvcKUKVHrD4zKRWeMY820=,A00000355358,1,1,0.478,12.75,12.4,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_010,JORN_010.basePlot.cfc,distributed,NrWJnEy30pZqE7p+mqFMpGSt77FxeaqkuLU4qBvF7Nc=,A00000355374,1,1,0.482,2.14,7.46,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_011,JORN_011.basePlot.cfc,distributed,NrWJnEy30paiSqN+9z7T0vb6Y1PPMSPdlc3fy0lSY1E=,A00000355422,1,1,0.489,6.14,5.61,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,JORN,cfc_lignin,2022,JORN,JORN_012,JORN_012.basePlot.cfc,distributed,NrWJnEy30pZm53NdG9gWZ6I9mFj5L9geoxy24TzIJeY=,A00000355279,1,1,0.467,6.62,6.57,2022,2022,number,gram,percent,percent,NA,NA
